name,team,opponent_team,date,was_home,position,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,clean_sheets,goals_conceded,form,xG&A_form,minutes_per_game
Gabriel Teodoro Martinelli Silva,Arsenal,Brentford,2021-08-13,False,AML,70,0,0.12,0,0.08,2,1,2,3.6,0,0,1,0.0,0.0,70.0
Gabriel Teodoro Martinelli Silva,Arsenal,Watford,2021-11-07,True,Sub,1,0,0.0,0,0.0,1,0,0,0.2,0,0,0,2.0,0.12,35.5
Gabriel Teodoro Martinelli Silva,Arsenal,Newcastle United,2021-11-27,True,Sub,26,1,0.36,0,0.11,6,1,1,8.7,0,0,0,1.5,0.06,32.33
Gabriel Teodoro Martinelli Silva,Arsenal,Manchester United,2021-12-02,False,MR,90,0,0.25,1,0.56,5,4,3,8.6,0,0,3,3.0,0.16,46.75
Gabriel Teodoro Martinelli Silva,Arsenal,Everton,2021-12-06,False,AML,70,0,0.12,0,0.0,3,1,0,0.6,0,1,0,3.5,0.43,51.4
Gabriel Teodoro Martinelli Silva,Arsenal,Southampton,2021-12-11,True,ML,90,0,0.04,1,0.62,6,1,3,8.3,0,1,0,3.4,0.37,57.83
Gabriel Teodoro Martinelli Silva,Arsenal,West Ham,2021-12-15,True,ML,81,1,1.05,0,0.14,7,4,1,12.2,0,1,0,4.2,0.56,61.14
Gabriel Teodoro Martinelli Silva,Arsenal,Leicester City,2021-12-18,False,ML,90,2,1.04,0,0.24,15,2,5,19.0,3,0,1,5.4,0.76,64.75
Gabriel Teodoro Martinelli Silva,Arsenal,Norwich,2021-12-26,False,AML,81,0,0.12,0,0.0,3,3,0,4.9,0,1,0,7.2,0.9,66.56
Gabriel Teodoro Martinelli Silva,Arsenal,Chelsea,2021-08-22,True,FW,78,0,0.0,0,0.04,2,0,1,2.5,0,0,2,6.8,0.67,67.7
Gabriel Teodoro Martinelli Silva,Arsenal,Manchester City,2022-01-01,True,AML,90,0,0.69,0,0.0,2,5,0,4.0,0,0,2,6.6,0.65,69.73
Gabriel Teodoro Martinelli Silva,Arsenal,Burnley,2022-01-23,True,ML,90,0,0.09,0,0.08,3,2,2,7.5,0,1,0,5.8,0.58,71.42
Gabriel Teodoro Martinelli Silva,Arsenal,Wolverhampton,2022-02-10,False,AML,68,0,0.0,0,0.0,0,0,0,0.9,0,1,0,5.0,0.39,71.15
Gabriel Teodoro Martinelli Silva,Arsenal,Wolverhampton,2022-02-24,True,AML,70,0,0.56,0,0.13,2,4,2,6.4,0,0,1,2.0,0.18,71.07
Gabriel Teodoro Martinelli Silva,Arsenal,Watford,2022-03-06,False,AML,72,1,0.15,0,0.05,7,3,1,8.9,0,0,1,1.8,0.27,71.13
Gabriel Teodoro Martinelli Silva,Arsenal,Leeds United,2022-03-13,True,AML,77,0,0.19,1,0.23,6,2,2,9.9,0,1,0,2.8,0.3,71.5
Gabriel Teodoro Martinelli Silva,Arsenal,Liverpool,2022-03-16,True,AML,90,0,0.04,0,0.02,2,1,1,4.2,0,0,2,3.6,0.4,72.59
Gabriel Teodoro Martinelli Silva,Arsenal,Crystal Palace,2022-04-04,False,Sub,45,0,0.0,0,0.06,1,0,1,3.2,0,0,1,3.4,0.39,71.06
Gabriel Teodoro Martinelli Silva,Arsenal,Brighton,2022-04-09,True,FWL,73,0,0.34,0,0.0,2,2,0,8.7,0,0,2,3.6,0.39,71.16
Gabriel Teodoro Martinelli Silva,Arsenal,Southampton,2022-04-16,False,FWR,90,0,0.24,0,0.0,2,5,0,5.3,0,0,1,3.6,0.35,72.1
Gabriel Teodoro Martinelli Silva,Arsenal,Chelsea,2022-04-20,False,Sub,20,0,0.0,0,0.0,1,0,0,0.6,0,0,0,2.6,0.36,69.62
Gabriel Teodoro Martinelli Silva,Arsenal,Manchester United,2022-04-23,True,Sub,26,0,0.0,0,0.0,1,0,0,0.1,0,0,0,1.6,0.12,67.64
Gabriel Teodoro Martinelli Silva,Arsenal,West Ham,2022-05-01,False,FWL,90,0,0.02,1,0.36,6,1,2,5.9,1,0,1,1.4,0.12,68.61
Gabriel Teodoro Martinelli Silva,Arsenal,Leicester City,2022-05-08,True,FWL,77,0,0.76,1,0.58,5,4,2,11.2,0,0,1,2.4,0.32,68.96
Gabriel Teodoro Martinelli Silva,Arsenal,Tottenham,2022-05-12,False,AML,63,0,0.0,0,0.17,2,0,2,3.9,0,0,3,3.0,0.61,68.72
Gabriel Teodoro Martinelli Silva,Arsenal,Newcastle United,2022-05-16,False,Sub,37,0,0.0,0,0.0,1,0,0,1.7,0,0,2,3.0,0.56,67.5
Gabriel Teodoro Martinelli Silva,Arsenal,Everton,2022-05-22,True,AML,90,1,2.21,1,0.62,12,4,3,0.0,2,0,1,3.0,0.56,68.33
Gabriel Teodoro Martinelli Silva,Arsenal,Crystal Palace,2021-10-18,True,Sub,9,0,0.45,0,0.0,4,1,0,3.7,0,0,0,5.2,1.2,66.21
Gabriel Teodoro Martinelli Silva,Arsenal,Aston Villa,2021-10-22,True,Sub,1,0,0.0,0,0.0,1,0,0,0.0,0,0,0,4.8,1.09,63.97
