name,team,opponent_team,was_home,minutes,total_points,ict_index,bonus,clean_sheets,goals_conceded
Samuel Edozie,Man City,Tottenham,False,0,0,0.0,0,0,0
Samuel Edozie,Man City,Crystal Palace,True,0,0,0.0,0,0,0
Samuel Edozie,Man City,Manchester United,False,0,0,0.0,0,0,0
Samuel Edozie,Man City,Everton,True,0,0,0.0,0,0,0
Samuel Edozie,Man City,West Ham,True,0,0,0.0,0,0,0
Samuel Edozie,Man City,Aston Villa,False,0,0,0.0,0,0,0
Samuel Edozie,Man City,Watford,False,0,0,0.0,0,0,0
Samuel Edozie,Man City,Wolverhampton,True,0,0,0.0,0,0,0
Samuel Edozie,Man City,Leicester City,True,0,0,0.0,0,0,0
Samuel Edozie,Man City,Newcastle United,False,0,0,0.0,0,0,0
Samuel Edozie,Man City,Leeds United,True,0,0,0.0,0,0,0
Samuel Edozie,Man City,Norwich,True,0,0,0.0,0,0,0
Samuel Edozie,Man City,Brentford,False,0,0,0.0,0,0,0
Samuel Edozie,Man City,Arsenal,False,0,0,0.0,0,0,0
Samuel Edozie,Man City,Chelsea,True,0,0,0.0,0,0,0
Samuel Edozie,Man City,Southampton,False,0,0,0.0,0,0,0
Samuel Edozie,Man City,Brentford,True,0,0,0.0,0,0,0
Samuel Edozie,Man City,Norwich,False,0,0,0.0,0,0,0
Samuel Edozie,Man City,Tottenham,True,0,0,0.0,0,0,0
Samuel Edozie,Man City,Everton,False,0,0,0.0,0,0,0
Samuel Edozie,Man City,Manchester United,True,0,0,0.0,0,0,0
Samuel Edozie,Man City,Crystal Palace,False,0,0,0.0,0,0,0
Samuel Edozie,Man City,Arsenal,True,0,0,0.0,0,0,0
Samuel Edozie,Man City,Burnley,False,0,0,0.0,0,0,0
Samuel Edozie,Man City,Liverpool,True,0,0,0.0,0,0,0
Samuel Edozie,Man City,Brighton,True,0,0,0.0,0,0,0
Samuel Edozie,Man City,Watford,True,0,0,0.0,0,0,0
Samuel Edozie,Man City,Leicester City,False,0,0,0.0,0,0,0
Samuel Edozie,Man City,Newcastle United,True,0,0,0.0,0,0,0
Samuel Edozie,Man City,Wolverhampton,False,0,0,0.0,0,0,0
Samuel Edozie,Man City,West Ham,False,0,0,0.0,0,0,0
Samuel Edozie,Man City,Aston Villa,True,0,0,0.0,0,0,0
Samuel Edozie,Man City,Leeds United,False,0,0,0.0,0,0,0
Samuel Edozie,Man City,Southampton,True,0,0,0.0,0,0,0
Samuel Edozie,Man City,Chelsea,False,0,0,0.0,0,0,0
Samuel Edozie,Man City,Liverpool,False,0,0,0.0,0,0,0
Samuel Edozie,Man City,Burnley,True,0,0,0.0,0,0,0
Samuel Edozie,Man City,Brighton,False,0,0,0.0,0,0,0
