name,team,opponent_team,was_home,minutes,total_points,ict_index,bonus,clean_sheets,goals_conceded
Rúben Diogo da Silva Neves,Wolves,Leeds United,False,90,2,4.5,0,0,1
Rúben Diogo da Silva Neves,Wolves,Everton,True,90,2,3.9,0,0,1
Rúben Diogo da Silva Neves,Wolves,Crystal Palace,False,90,2,1.3,0,0,2
Rúben Diogo da Silva Neves,Wolves,West Ham,True,90,2,4.7,0,1,0
Rúben Diogo da Silva Neves,Wolves,Norwich,False,90,2,2.4,0,1,0
Rúben Diogo da Silva Neves,Wolves,Burnley,True,0,0,0.0,0,0,0
Rúben Diogo da Silva Neves,Wolves,Liverpool,True,90,2,2.4,0,0,1
Rúben Diogo da Silva Neves,Wolves,Manchester City,False,81,1,0.3,0,0,1
Rúben Diogo da Silva Neves,Wolves,Brighton,False,90,6,4.7,0,1,0
Rúben Diogo da Silva Neves,Wolves,Chelsea,True,90,3,1.3,0,1,0
Rúben Diogo da Silva Neves,Wolves,Tottenham,True,90,2,13.1,0,0,1
Rúben Diogo da Silva Neves,Wolves,Manchester United,False,90,3,3.2,0,1,0
Rúben Diogo da Silva Neves,Wolves,Southampton,True,0,0,0.0,0,0,0
Rúben Diogo da Silva Neves,Wolves,Brentford,False,90,8,9.2,2,0,1
Rúben Diogo da Silva Neves,Wolves,Arsenal,True,90,1,3.5,0,0,1
Rúben Diogo da Silva Neves,Wolves,Tottenham,False,90,3,3.1,0,1,0
Rúben Diogo da Silva Neves,Wolves,Leeds United,True,90,6,5.0,0,0,1
Rúben Diogo da Silva Neves,Wolves,Arsenal,False,90,2,3.3,0,0,2
Rúben Diogo da Silva Neves,Wolves,West Ham,False,90,2,5.4,0,0,1
Rúben Diogo da Silva Neves,Wolves,Crystal Palace,True,90,2,4.1,0,0,2
Rúben Diogo da Silva Neves,Wolves,Watford,True,90,11,8.9,3,1,0
Rúben Diogo da Silva Neves,Wolves,Everton,False,90,6,7.1,0,1,0
Rúben Diogo da Silva Neves,Wolves,Manchester United,True,90,1,3.3,0,0,1
Rúben Diogo da Silva Neves,Wolves,Leicester City,True,24,1,0.6,0,0,0
Rúben Diogo da Silva Neves,Wolves,Aston Villa,True,0,0,0.0,0,0,0
Rúben Diogo da Silva Neves,Wolves,Newcastle United,False,0,0,0.0,0,0,0
Rúben Diogo da Silva Neves,Wolves,Burnley,False,0,0,0.0,0,0,0
Rúben Diogo da Silva Neves,Wolves,Brighton,True,45,1,1.5,0,0,1
Rúben Diogo da Silva Neves,Wolves,Chelsea,False,76,2,4.6,0,0,2
Rúben Diogo da Silva Neves,Wolves,Manchester City,True,90,2,3.1,0,0,5
Rúben Diogo da Silva Neves,Wolves,Norwich,True,90,2,4.3,0,0,1
Rúben Diogo da Silva Neves,Wolves,Liverpool,False,90,2,0.0,0,0,3
Rúben Diogo da Silva Neves,Wolves,Watford,False,90,3,4.2,0,1,0
Rúben Diogo da Silva Neves,Wolves,Brentford,True,90,1,4.8,0,0,2
Rúben Diogo da Silva Neves,Wolves,Southampton,False,2,1,0.0,0,0,0
Rúben Diogo da Silva Neves,Wolves,Newcastle United,True,90,2,2.9,0,0,1
Rúben Diogo da Silva Neves,Wolves,Aston Villa,False,90,8,5.4,2,0,2
Rúben Diogo da Silva Neves,Wolves,Leicester City,False,1,1,0.2,0,0,1
