name,team,opponent_team,date,was_home,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,clean_sheets,goals_conceded,expected_goals_conceded,starts,form,xG&A_form,minutes_per_game,clean_sheet_probability,last_season_xG,last_season_xA,last_season_clean_sheet_probability,last_season_expected_goals_conceded,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Harry Toffolo,Nott'm Forest,,2024-08-17,True,36.0,0.0,0.02,0.0,0.0,1.0,1.0,0.0,1.9,0.0,0.0,1.0,0.67,0.0,1.0,0.02,36.0,0.0,1.41,1.48,0.13,23.83,0.0,Nott'm Forest,False,,,
Harry Toffolo,Nott'm Forest,,,False,0.0,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.01,18.0,0.0,1.41,1.48,0.13,23.83,0.0,Nott'm Forest,True,,,
Harry Toffolo,Nott'm Forest,,,True,0.0,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.01,12.0,0.0,1.41,1.48,0.13,23.83,0.0,Nott'm Forest,False,,,
Harry Toffolo,Nott'm Forest,,,False,0.0,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,9.0,0.0,1.41,1.48,0.13,23.83,0.0,Nott'm Forest,False,,,
Harry Toffolo,Nott'm Forest,,,False,0.0,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,7.2,0.0,1.41,1.48,0.13,23.83,0.0,Nott'm Forest,True,,,
Harry Toffolo,Nott'm Forest,,,True,0.0,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.41,1.48,0.13,23.83,0.0,Nott'm Forest,False,,,
Harry Toffolo,Nott'm Forest,,,False,0.0,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.14,0.0,1.41,1.48,0.13,23.83,0.0,Nott'm Forest,True,,,
Harry Toffolo,Nott'm Forest,,,True,0.0,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,1.41,1.48,0.13,23.83,0.0,Nott'm Forest,False,,,
Harry Toffolo,Nott'm Forest,,,False,0.0,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.41,1.48,0.13,23.83,0.0,Nott'm Forest,True,,,
Harry Toffolo,Nott'm Forest,,,True,0.0,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6,0.0,1.41,1.48,0.13,23.83,0.0,Nott'm Forest,True,,,
Harry Toffolo,Nott'm Forest,,,True,0.0,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.27,0.0,1.41,1.48,0.13,23.83,,Nott'm Forest,False,Arsenal,,-0.56
,Nott'm Forest,,,,,,,,,,,,,,,,,,,,,,,,,,,Nott'm Forest,True,Ipswich Town,,
,Nott'm Forest,,,,,,,,,,,,,,,,,,,,,,,,,,,Nott'm Forest,False,Manchester City,,-1.51
