name,team,opponent_team,date,was_home,minutes,goals_conceded,expected_goals_conceded,saves,penalties_saved,total_points,bonus,clean_sheets,xA,starts,selected,form,xG&A_form,minutes_per_game,clean_sheet_probability,saves_per_game,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty,last_season_clean_sheet_probability,last_season_total_saves,last_season_expected_goals_conceded
Joseph Anang,West Ham,Chelsea,2023-02-11,True,0,0,0.0,0,0,0,0,0,0.0,0,230,0.0,0,0.0,0.0,0.0,0.0,West Ham,False,Tottenham,,-0.03,,,
Joseph Anang,West Ham,Tottenham,,False,0,0,0.0,0,0,0,0,0,,0,288,0.0,0,0.0,0.0,0.0,0.0,West Ham,True,Nottingham Forest,,,,,
Joseph Anang,West Ham,Nottingham Forest,,True,0,0,0.0,0,0,0,0,0,,0,853,0.0,0,0.0,0.0,0.0,0.0,West Ham,False,Brighton,,-0.39,,,
Joseph Anang,West Ham,Brighton,,False,0,0,0.0,0,0,0,0,0,,0,637,0.0,0,0.0,0.0,0.0,0.0,West Ham,True,Aston Villa,,0.55,,,
Joseph Anang,West Ham,Aston Villa,,True,0,0,0.0,0,0,0,0,0,,0,697,0.0,0,0.0,0.0,0.0,0.0,West Ham,True,Southampton,,-0.38,,,
Joseph Anang,West Ham,Southampton,,True,0,0,0.0,0,0,0,0,0,,0,879,0.0,0,0.0,0.0,0.0,0.0,West Ham,True,Newcastle United,,0.73,,,
Joseph Anang,West Ham,Newcastle United,,True,0,0,0.0,0,0,0,0,0,,0,879,0.0,0,0.0,0.0,0.0,0.0,West Ham,False,Fulham,,1.37,,,
Joseph Anang,West Ham,Fulham,2023-04-08,False,0,0,0.0,0,0,0,0,0,0.0,0,933,0.0,0,0.0,0.0,0.0,0.0,West Ham,True,Arsenal,,0.36,,,
Joseph Anang,West Ham,Arsenal,,True,0,0,0.0,0,0,0,0,0,,0,1027,0.0,0,0.0,0.0,0.0,0.0,West Ham,False,Bournemouth,,0.19,,,
Joseph Anang,West Ham,Bournemouth,,False,0,0,0.0,0,0,0,0,0,,0,1262,0.0,0,0.0,0.0,0.0,0.0,West Ham,True,Liverpool,,-0.53,,,
Joseph Anang,West Ham,Liverpool,,True,0,0,0.0,0,0,0,0,0,,0,1165,0.0,0,0.0,0.0,0.0,0.0,West Ham,False,Crystal Palace,,0.13,,,
Joseph Anang,West Ham,Crystal Palace,,False,0,0,0.0,0,0,0,0,0,,0,1364,0.0,0,0.0,0.0,0.0,0.0,West Ham,False,Manchester City,,-1.26,,,
Joseph Anang,West Ham,Manchester City,,False,0,0,0.0,0,0,0,0,0,,0,1364,0.0,0,0.0,0.0,0.0,0.0,West Ham,True,Manchester United,,0.38,,,
Joseph Anang,West Ham,Manchester United,,True,0,0,0.0,0,0,0,0,0,,0,1292,0.0,0,0.0,0.0,0.0,0.0,West Ham,False,Brentford,,-0.55,,,
Joseph Anang,West Ham,Brentford,,False,0,0,0.0,0,0,0,0,0,,0,1384,0.0,0,0.0,0.0,0.0,0.0,West Ham,True,Leicester City,,0.83,,,
Joseph Anang,West Ham,Leicester City,,True,0,0,0.0,0,0,0,0,0,,0,1564,0.0,0,0.0,0.0,0.0,0.0,West Ham,False,Leeds United,,-0.8,,,
James Wright,Aston Villa,Chelsea,,False,0,0,0.0,0,0,0,0,0,,0,0,0.0,0,0.0,0.0,0.0,0.0,Aston Villa,False,Leeds United,,-0.8,,,
James Wright,Aston Villa,Leeds United,,False,0,0,0.0,0,0,0,0,0,,0,0,0.0,0,0.0,0.0,0.0,0.0,Aston Villa,True,Nottingham Forest,,,,,
James Wright,Aston Villa,Nottingham Forest,,True,0,0,0.0,0,0,0,0,0,,0,58,0.0,0,0.0,0.0,0.0,0.0,Aston Villa,True,Newcastle United,,0.73,,,
James Wright,Aston Villa,Newcastle United,,True,0,0,0.0,0,0,0,0,0,,0,140,0.0,0,0.0,0.0,0.0,0.0,Aston Villa,False,Brentford,,-0.55,,,
James Wright,Aston Villa,Brentford,,False,0,0,0.0,0,0,0,0,0,,0,197,0.0,0,0.0,0.0,0.0,0.0,Aston Villa,True,Fulham,,-0.3,,,
James Wright,Aston Villa,Fulham,,True,0,0,0.0,0,0,0,0,0,,0,213,0.0,0,0.0,0.0,0.0,0.0,Aston Villa,False,Manchester United,,-0.1,,,
James Wright,Aston Villa,Manchester United,,False,0,0,0.0,0,0,0,0,0,,0,253,0.0,0,0.0,0.0,0.0,0.0,Aston Villa,False,Wolverhampton,,-0.46,,,
James Wright,Aston Villa,Wolverhampton,,False,0,0,0.0,0,0,0,0,0,,0,299,0.0,0,0.0,0.0,0.0,0.0,Aston Villa,True,Tottenham,,1.07,,,
James Wright,Aston Villa,Tottenham,2023-05-13,True,0,0,0.0,0,0,0,0,0,0.0,0,341,0.0,0,0.0,0.0,0.0,0.0,Aston Villa,False,Liverpool,,-1.33,,,
James Wright,Aston Villa,Liverpool,,False,0,0,0.0,0,0,0,0,0,,0,432,0.0,0,0.0,0.0,0.0,0.0,Aston Villa,True,Brighton,,-0.71,,,
James Wright,Aston Villa,Brighton,2023-05-28,True,0,0,0.0,0,0,0,0,0,0.0,0,459,0.0,0,0.0,0.0,0.0,0.0,Aston Villa,False,Everton,,-0.63,,,
Joseph Whitworth,Crystal Palace,Aston Villa,,True,0,0,0.0,0,0,0,0,0,,0,0,0.0,0,0.0,0.0,0.0,0.0,Crystal Palace,False,Manchester City,,-1.26,,,
Joseph Whitworth,Crystal Palace,Manchester City,,False,0,0,0.0,0,0,0,0,0,,0,11393,0.0,0,0.0,0.0,0.0,0.0,Crystal Palace,True,Brentford,,0.69,,,
Joseph Whitworth,Crystal Palace,Brentford,,True,0,0,0.0,0,0,0,0,0,,0,11821,0.0,0,0.0,0.0,0.0,0.0,Crystal Palace,False,Newcastle United,,-0.34,,,
Joseph Whitworth,Crystal Palace,Newcastle United,,False,0,0,0.0,0,0,0,0,0,,0,13311,0.0,0,0.0,0.0,0.0,0.0,Crystal Palace,True,Chelsea,,-0.25,,,
Joseph Whitworth,Crystal Palace,Chelsea,,True,0,0,0.0,0,0,0,0,0,,0,15157,0.0,0,0.0,0.0,0.0,0.0,Crystal Palace,True,Leicester City,,0.83,,,
Joseph Whitworth,Crystal Palace,Leicester City,,True,0,0,0.0,0,0,0,0,0,,0,14958,0.0,0,0.0,0.0,0.0,0.0,Crystal Palace,False,Leeds United,,-0.8,,,
Joseph Whitworth,Crystal Palace,Leeds United,,False,0,0,0.0,0,0,0,0,0,,0,15063,0.0,0,0.0,0.0,0.0,0.0,Crystal Palace,True,Wolverhampton,,-0.48,,,
Joseph Whitworth,Crystal Palace,Wolverhampton,,True,0,0,0.0,0,0,0,0,0,,0,15137,0.0,0,0.0,0.0,0.0,0.0,Crystal Palace,False,Everton,,-0.63,,,
Joseph Whitworth,Crystal Palace,Everton,,False,0,0,0.0,0,0,0,0,0,,0,15036,0.0,0,0.0,0.0,0.0,0.0,Crystal Palace,True,Southampton,,-0.38,,,
Joseph Whitworth,Crystal Palace,Southampton,,True,0,0,0.0,0,0,0,0,0,,0,14789,0.0,0,0.0,0.0,0.0,0.0,Crystal Palace,False,West Ham,,0.14,,,
Joseph Whitworth,Crystal Palace,West Ham,,False,0,0,0.0,0,0,0,0,0,,0,14680,0.0,0,0.0,0.0,0.0,0.0,Crystal Palace,False,Nottingham Forest,,,,,
Joseph Whitworth,Crystal Palace,Nottingham Forest,,False,0,0,0.0,0,0,0,0,0,,0,14840,0.0,0,0.0,0.0,0.0,0.0,Crystal Palace,True,Fulham,,-0.3,,,
Joseph Whitworth,Crystal Palace,Fulham,,True,0,0,0.0,0,0,0,0,0,,0,14460,0.0,0,0.0,0.0,0.0,0.0,Crystal Palace,False,Bournemouth,,0.19,,,
Joseph Whitworth,Crystal Palace,Bournemouth,,False,0,0,0.0,0,0,0,0,0,,0,14432,0.0,0,0.0,0.0,0.0,0.0,Crystal Palace,True,Tottenham,,1.07,,,
Joseph Whitworth,Crystal Palace,Tottenham,,True,0,0,0.0,0,0,0,0,0,,0,14319,0.0,0,0.0,0.0,0.0,0.0,Crystal Palace,False,Chelsea,,-0.72,,,
Joseph Whitworth,Crystal Palace,Chelsea,,False,0,0,0.0,0,0,0,0,0,,0,14282,0.0,0,0.0,0.0,0.0,0.0,Crystal Palace,True,Manchester United,,0.38,,,
Joseph Whitworth,Crystal Palace,Manchester United,,True,0,0,0.0,0,0,0,0,0,,0,14282,0.0,0,0.0,0.0,0.0,0.0,Crystal Palace,True,Newcastle United,,0.73,,,
Joseph Whitworth,Crystal Palace,Newcastle United,,True,0,0,0.0,0,0,0,0,0,,0,14181,0.0,0,0.0,0.0,0.0,0.0,Crystal Palace,False,Manchester United,,-0.1,,,
Joseph Whitworth,Crystal Palace,Manchester United,,False,0,0,0.0,0,0,0,0,0,,0,14160,0.0,0,0.0,0.0,0.0,0.0,Crystal Palace,True,Brighton,,-0.71,,,
Joseph Whitworth,Crystal Palace,Brighton,,True,0,0,0.0,0,0,0,0,0,,0,14179,0.0,0,0.0,0.0,0.0,0.0,Crystal Palace,False,Brentford,,-0.55,,,
Joseph Whitworth,Crystal Palace,Brentford,,False,0,0,0.0,0,0,0,0,0,,0,14143,0.0,0,0.0,0.0,0.0,0.0,Crystal Palace,True,Liverpool,,-0.53,,,
Joseph Whitworth,Crystal Palace,Liverpool,,True,0,0,0.0,0,0,0,0,0,,0,14034,0.0,0,0.0,0.0,0.0,0.0,Crystal Palace,False,Aston Villa,,0.59,,,
Joseph Whitworth,Crystal Palace,Aston Villa,,False,0,0,0.0,0,0,0,0,0,,0,14090,0.0,0,0.0,0.0,0.0,0.0,Crystal Palace,True,Manchester City,,-1.17,,,
Joseph Whitworth,Crystal Palace,Manchester City,,True,0,0,0.0,0,0,0,0,0,,0,14001,0.0,0,0.0,0.0,0.0,3.0,Crystal Palace,False,Brighton,,-0.39,,,
Joseph Whitworth,Crystal Palace,Brighton,2023-03-15,False,90,1,0.6,4,0,3,0,0,0.0,1,14001,0.6,0,3.6,0.0,4.0,0.0,Crystal Palace,False,Arsenal,,-0.0,,,
Joseph Whitworth,Crystal Palace,Arsenal,2023-03-19,False,90,4,1.47,1,0,0,0,0,0.0,1,14639,0.6,0,6.92,0.0,2.5,0.0,Crystal Palace,True,Leeds United,,-0.79,,,
Joseph Whitworth,Crystal Palace,Leeds United,,True,0,0,0.0,0,0,0,0,0,,0,14331,0.6,0,6.67,0.0,2.5,0.0,Crystal Palace,False,Leicester City,,-0.05,,,
Joseph Whitworth,Crystal Palace,Leicester City,,False,0,0,0.0,0,0,0,0,0,,0,14728,0.6,0,6.43,0.0,2.5,0.0,Crystal Palace,False,Southampton,,-1.07,,,
Joseph Whitworth,Crystal Palace,Southampton,,False,0,0,0.0,0,0,0,0,0,,0,14714,0.6,0,6.21,0.0,2.5,0.0,Crystal Palace,True,Everton,,0.34,,,
Joseph Whitworth,Crystal Palace,Everton,,True,0,0,0.0,0,0,0,0,0,,0,18672,0.0,0,6.0,0.0,2.5,0.0,Crystal Palace,False,Wolverhampton,,-0.46,,,
Joseph Whitworth,Crystal Palace,Wolverhampton,,False,0,0,0.0,0,0,0,0,0,,0,14587,0.0,0,5.81,0.0,2.5,0.0,Crystal Palace,True,West Ham,,0.63,,,
Joseph Whitworth,Crystal Palace,West Ham,,True,0,0,0.0,0,0,0,0,0,,0,14563,0.0,0,5.62,0.0,2.5,0.0,Crystal Palace,False,Tottenham,,-0.03,,,
Joseph Whitworth,Crystal Palace,Tottenham,,False,0,0,0.0,0,0,0,0,0,,0,14712,0.0,0,5.45,0.0,2.5,0.0,Crystal Palace,True,Bournemouth,,1.46,,,
Joseph Whitworth,Crystal Palace,Bournemouth,,True,0,0,0.0,0,0,0,0,0,,0,14585,0.0,0,5.29,0.0,2.5,0.0,Crystal Palace,False,Fulham,,1.37,,,
Joseph Whitworth,Crystal Palace,Fulham,,False,0,0,0.0,0,0,0,0,0,,0,14746,0.0,0,5.14,0.0,2.5,0.0,Crystal Palace,True,Nottingham Forest,,,,,
Karl Darlow,Newcastle,Nottingham Forest,,True,0,0,0.0,0,0,0,0,0,,0,236781,0.0,0,0.0,0.0,0.0,0.0,Newcastle,False,Brighton,,-0.39,0.0,24.0,0.0
Karl Darlow,Newcastle,Brighton,,False,0,0,0.0,0,0,0,0,0,,0,240368,0.0,0,0.0,0.0,0.0,0.0,Newcastle,True,Manchester City,,-1.17,0.0,24.0,0.0
Karl Darlow,Newcastle,Manchester City,,True,0,0,0.0,0,0,0,0,0,,0,232009,0.0,0,0.0,0.0,0.0,0.0,Newcastle,False,Wolverhampton,,-0.46,0.0,24.0,0.0
Karl Darlow,Newcastle,Wolverhampton,,False,0,0,0.0,0,0,0,0,0,,0,224349,0.0,0,0.0,0.0,0.0,0.0,Newcastle,False,Liverpool,,-1.33,0.0,24.0,0.0
Karl Darlow,Newcastle,Liverpool,,False,0,0,0.0,0,0,0,0,0,,0,217412,0.0,0,0.0,0.0,0.0,0.0,Newcastle,True,Crystal Palace,,0.81,0.0,24.0,0.0
Karl Darlow,Newcastle,Crystal Palace,,True,0,0,0.0,0,0,0,0,0,,0,209908,0.0,0,0.0,0.0,0.0,0.0,Newcastle,True,Bournemouth,,1.46,0.0,24.0,0.0
Karl Darlow,Newcastle,Bournemouth,2022-09-17,True,0,0,0.0,0,0,0,0,0,0.0,0,183678,0.0,0,0.0,0.0,0.0,0.0,Newcastle,False,Fulham,,1.37,0.0,24.0,0.0
Karl Darlow,Newcastle,Fulham,,False,0,0,0.0,0,0,0,0,0,,0,176689,0.0,0,0.0,0.0,0.0,0.0,Newcastle,True,Brentford,,0.69,0.0,24.0,0.0
Karl Darlow,Newcastle,Brentford,2022-10-08,True,0,0,0.0,0,0,0,0,0,0.0,0,165820,0.0,0,0.0,0.0,0.0,0.0,Newcastle,False,Manchester United,,-0.1,0.0,24.0,0.0
Karl Darlow,Newcastle,Manchester United,,False,0,0,0.0,0,0,0,0,0,,0,158678,0.0,0,0.0,0.0,0.0,0.0,Newcastle,True,Everton,,0.34,0.0,24.0,0.0
Karl Darlow,Newcastle,Everton,,True,0,0,0.0,0,0,0,0,0,,0,142880,0.0,0,0.0,0.0,0.0,0.0,Newcastle,False,Tottenham,,-0.03,0.0,24.0,0.0
Karl Darlow,Newcastle,Tottenham,2022-10-23,False,0,0,0.0,0,0,0,0,0,0.0,0,145700,0.0,0,0.0,0.0,0.0,0.0,Newcastle,True,Aston Villa,,0.55,0.0,24.0,0.0
Karl Darlow,Newcastle,Aston Villa,,True,0,0,0.0,0,0,0,0,0,,0,138680,0.0,0,0.0,0.0,0.0,0.0,Newcastle,False,Southampton,,-1.07,0.0,24.0,0.0
Karl Darlow,Newcastle,Southampton,,False,0,0,0.0,0,0,0,0,0,,0,127990,0.0,0,0.0,0.0,0.0,0.0,Newcastle,True,Chelsea,,-0.25,0.0,24.0,0.0
Karl Darlow,Newcastle,Chelsea,2022-11-12,True,0,0,0.0,0,0,0,0,0,0.03,0,124522,0.0,0,0.0,0.0,0.0,0.0,Newcastle,False,Leeds United,,-0.8,0.0,24.0,0.0
Karl Darlow,Newcastle,Leeds United,2022-12-26,False,0,0,0.0,0,0,0,0,0,0.0,0,111423,0.0,0,0.0,0.0,0.0,0.0,Newcastle,True,Leicester City,,0.83,0.0,24.0,0.0
Karl Darlow,Newcastle,Leicester City,,True,0,0,0.0,0,0,0,0,0,,0,109355,0.0,0,0.0,0.0,0.0,0.0,Newcastle,False,Arsenal,,-0.0,0.0,24.0,0.0
Karl Darlow,Newcastle,Arsenal,2023-01-03,False,0,0,0.0,0,0,0,0,0,0.0,0,108278,0.0,0,0.0,0.0,0.0,0.0,Newcastle,True,Fulham,,-0.3,0.0,24.0,0.0
Karl Darlow,Newcastle,Fulham,,True,0,0,0.0,0,0,0,0,0,,0,105669,0.0,0,0.0,0.0,0.0,0.0,Newcastle,False,Crystal Palace,,0.13,0.0,24.0,0.0
Karl Darlow,Newcastle,Crystal Palace,,False,0,0,0.0,0,0,0,0,0,,0,103333,0.0,0,0.0,0.0,0.0,0.0,Newcastle,True,West Ham,,0.63,0.0,24.0,0.0
Karl Darlow,Newcastle,West Ham,,True,0,0,0.0,0,0,0,0,0,,0,99224,0.0,0,0.0,0.0,0.0,0.0,Newcastle,False,Bournemouth,,0.19,0.0,24.0,0.0
Karl Darlow,Newcastle,Bournemouth,,False,0,0,0.0,0,0,0,0,0,,0,96616,0.0,0,0.0,0.0,0.0,0.0,Newcastle,True,Liverpool,,-0.53,0.0,24.0,0.0
Karl Darlow,Newcastle,Liverpool,,True,0,0,0.0,0,0,0,0,0,,0,95140,0.0,0,0.0,0.0,0.0,0.0,Newcastle,False,Manchester City,,-1.26,0.0,24.0,0.0
Karl Darlow,Newcastle,Manchester City,,False,0,0,0.0,0,0,0,0,0,,0,92222,0.0,0,0.0,0.0,0.0,0.0,Newcastle,True,Wolverhampton,,-0.48,0.0,24.0,0.0
Karl Darlow,Newcastle,Wolverhampton,,True,0,0,0.0,0,0,0,0,0,,0,91086,0.0,0,0.0,0.0,0.0,0.0,Newcastle,False,Nottingham Forest,,,0.0,24.0,0.0
Karl Darlow,Newcastle,Nottingham Forest,,False,0,0,0.0,0,0,0,0,0,,0,89483,0.0,0,0.0,0.0,0.0,0.0,Newcastle,True,Manchester United,,0.38,0.0,24.0,0.0
Karl Darlow,Newcastle,Manchester United,,True,0,0,0.0,0,0,0,0,0,,0,88230,0.0,0,0.0,0.0,0.0,0.0,Newcastle,False,West Ham,,0.14,0.0,24.0,0.0
Karl Darlow,Newcastle,West Ham,,False,0,0,0.0,0,0,0,0,0,,0,88230,0.0,0,0.0,0.0,0.0,0.0,Newcastle,False,Brentford,,-0.55,0.0,24.0,0.0
Karl Darlow,Newcastle,Brentford,2023-04-08,False,0,0,0.0,0,0,0,0,0,0.03,0,87738,0.0,0,0.0,0.0,0.0,0.0,Newcastle,False,Aston Villa,,0.59,0.0,24.0,0.0
Karl Darlow,Newcastle,Aston Villa,,False,0,0,0.0,0,0,0,0,0,,0,87149,0.0,0,0.0,0.0,0.0,0.0,Newcastle,True,Tottenham,,1.07,0.0,24.0,0.0
Karl Darlow,Newcastle,Tottenham,,True,0,0,0.0,0,0,0,0,0,,0,86510,0.0,0,0.0,0.0,0.0,0.0,Newcastle,False,Everton,,-0.63,0.0,24.0,0.0
Karl Darlow,Newcastle,Everton,,False,0,0,0.0,0,0,0,0,0,,0,86137,0.0,0,0.0,0.0,0.0,0.0,Newcastle,True,Southampton,,-0.38,0.0,24.0,0.0
Karl Darlow,Newcastle,Southampton,,True,0,0,0.0,0,0,0,0,0,,0,85450,0.0,0,0.0,0.0,0.0,0.0,Newcastle,True,Arsenal,,0.36,0.0,24.0,0.0
Karl Darlow,Newcastle,Arsenal,,True,0,0,0.0,0,0,0,0,0,,0,84966,0.0,0,0.0,0.0,0.0,0.0,Newcastle,False,Leicester City,,-0.05,0.0,24.0,0.0
Karl Darlow,Newcastle,Leicester City,,False,0,0,0.0,0,0,0,0,0,,0,84014,0.0,0,0.0,0.0,0.0,0.0,Newcastle,True,Brighton,,-0.71,0.0,24.0,0.0
Karl Darlow,Newcastle,Brighton,,True,0,0,0.0,0,0,0,0,0,,0,84014,0.0,0,0.0,0.0,0.0,0.0,Newcastle,True,Leeds United,,-0.79,0.0,24.0,0.0
Karl Darlow,Newcastle,Leeds United,2023-05-22,True,0,0,0.0,0,0,0,0,0,0.0,0,83444,0.0,0,0.0,0.0,0.0,0.0,Newcastle,False,Chelsea,,-0.72,0.0,24.0,0.0
Karl Darlow,Newcastle,Chelsea,2023-05-28,False,0,0,0.0,0,0,0,0,0,0.04,0,82997,0.0,0,0.0,0.0,0.0,0.0,Newcastle,True,Aston Villa,,0.55,0.0,24.0,0.0
Jackson Smith,Wolves,Leicester City,2022-08-06,False,0,0,0.0,0,0,0,0,0,0.0,0,37958,0.0,0,0.0,0.0,0.0,0.0,Wolves,True,Fulham,,-0.3,,,
Jackson Smith,Wolves,Fulham,2022-08-13,True,0,0,0.0,0,0,0,0,0,0.0,0,62806,0.0,0,0.0,0.0,0.0,0.0,Wolves,False,Tottenham,,-0.03,,,
Jackson Smith,Wolves,Tottenham,,False,0,0,0.0,0,0,0,0,0,,0,77767,0.0,0,0.0,0.0,0.0,0.0,Wolves,True,Newcastle United,,0.73,,,
Jackson Smith,Wolves,Newcastle United,,True,0,0,0.0,0,0,0,0,0,,0,85175,0.0,0,0.0,0.0,0.0,0.0,Wolves,False,Bournemouth,,0.19,,,
Jackson Smith,Wolves,Bournemouth,,False,0,0,0.0,0,0,0,0,0,,0,83130,0.0,0,0.0,0.0,0.0,0.0,Wolves,True,Southampton,,-0.38,,,
Jackson Smith,Wolves,Southampton,,True,0,0,0.0,0,0,0,0,0,,0,82142,0.0,0,0.0,0.0,0.0,0.0,Wolves,True,Manchester City,,-1.17,,,
Jackson Smith,Wolves,Manchester City,2022-09-17,True,0,0,0.0,0,0,0,0,0,0.0,0,83122,0.0,0,0.0,0.0,0.0,0.0,Wolves,False,West Ham,,0.14,,,
Jackson Smith,Wolves,West Ham,,False,0,0,0.0,0,0,0,0,0,,0,81810,0.0,0,0.0,0.0,0.0,0.0,Wolves,False,Chelsea,,-0.72,,,
Jackson Smith,Wolves,Chelsea,,False,0,0,0.0,0,0,0,0,0,,0,81508,0.0,0,0.0,0.0,0.0,0.0,Wolves,True,Nottingham Forest,,,,,
Jackson Smith,Wolves,Nottingham Forest,,True,0,0,0.0,0,0,0,0,0,,0,80505,0.0,0,0.0,0.0,0.0,0.0,Wolves,False,Crystal Palace,,0.13,,,
Jackson Smith,Wolves,Crystal Palace,,False,0,0,0.0,0,0,0,0,0,,0,79676,0.0,0,0.0,0.0,0.0,0.0,Wolves,True,Leeds United,,-0.79,,,
Jackson Smith,Wolves,Leeds United,,True,0,0,0.0,0,0,0,0,0,,0,78955,0.0,0,0.0,0.0,0.0,0.0,Wolves,False,Brentford,,-0.55,,,
Jackson Smith,Wolves,Brentford,2022-10-29,False,0,0,0.0,0,0,0,0,0,0.0,0,78350,0.0,0,0.0,0.0,0.0,0.0,Wolves,True,Brighton,,-0.71,,,
Jackson Smith,Wolves,Brighton,,True,0,0,0.0,0,0,0,0,0,,0,77550,0.0,0,0.0,0.0,0.0,0.0,Wolves,True,Arsenal,,0.36,,,
Jackson Smith,Wolves,Arsenal,2022-11-12,True,0,0,0.0,0,0,0,0,0,0.14,0,83931,0.0,0,0.0,0.0,0.0,0.0,Wolves,False,Everton,,-0.63,,,
Jackson Smith,Wolves,Everton,,False,0,0,0.0,0,0,0,0,0,,0,98132,0.0,0,0.0,0.0,0.0,0.0,Wolves,True,Manchester United,,0.38,,,
Jackson Smith,Wolves,Manchester United,,True,0,0,0.0,0,0,0,0,0,,0,100912,0.0,0,0.0,0.0,0.0,0.0,Wolves,False,Aston Villa,,0.59,,,
Jackson Smith,Wolves,Aston Villa,,False,0,0,0.0,0,0,0,0,0,,0,101098,0.0,0,0.0,0.0,0.0,0.0,Wolves,True,West Ham,,0.63,,,
Jackson Smith,Wolves,West Ham,,True,0,0,0.0,0,0,0,0,0,,0,107122,0.0,0,0.0,0.0,0.0,0.0,Wolves,False,Manchester City,,-1.26,,,
Jackson Smith,Wolves,Manchester City,,False,0,0,0.0,0,0,0,0,0,,0,105677,0.0,0,0.0,0.0,0.0,0.0,Wolves,True,Liverpool,,-0.53,,,
Jackson Smith,Wolves,Liverpool,,True,0,0,0.0,0,0,0,0,0,,0,102948,0.0,0,0.0,0.0,0.0,0.0,Wolves,False,Southampton,,-1.07,,,
Jackson Smith,Wolves,Southampton,2023-02-11,False,0,0,0.0,0,0,0,0,0,0.04,0,99456,0.0,0,0.0,0.0,0.0,0.0,Wolves,True,Bournemouth,,1.46,,,
Jackson Smith,Wolves,Bournemouth,2023-02-18,True,0,0,0.0,0,0,0,0,0,0.0,0,97029,0.0,0,0.0,0.0,0.0,0.0,Wolves,False,Fulham,,1.37,,,
Jackson Smith,Wolves,Fulham,,False,0,0,0.0,0,0,0,0,0,,0,92856,0.0,0,0.0,0.0,0.0,0.0,Wolves,False,Liverpool,,-1.33,,,
Jackson Smith,Wolves,Liverpool,,False,0,0,0.0,0,0,0,0,0,,0,92856,0.0,0,0.0,0.0,0.0,0.0,Wolves,True,Tottenham,,1.07,,,
Jackson Smith,Wolves,Tottenham,2023-03-04,True,0,0,0.0,0,0,0,0,0,0.0,0,92052,0.0,0,0.0,0.0,0.0,0.0,Wolves,False,Newcastle United,,-0.34,,,
Jackson Smith,Wolves,Newcastle United,,False,0,0,0.0,0,0,0,0,0,,0,90305,0.0,0,0.0,0.0,0.0,0.0,Wolves,True,Leicester City,,0.83,,,
Jackson Smith,Wolves,Leicester City,2023-03-18,True,0,0,0.0,0,0,0,0,0,0.0,0,88738,0.0,0,0.0,0.0,0.0,0.0,Wolves,False,Nottingham Forest,,,,,
Jackson Smith,Wolves,Nottingham Forest,2023-04-01,False,0,0,0.0,0,0,0,0,0,0.0,0,87031,0.0,0,0.0,0.0,0.0,0.0,Wolves,True,Chelsea,,-0.25,,,
Jackson Smith,Wolves,Chelsea,2023-04-08,True,0,0,0.0,0,0,0,0,0,0.0,0,86400,0.0,0,0.0,0.0,0.0,0.0,Wolves,True,Brentford,,0.69,,,
Jackson Smith,Wolves,Brentford,2023-04-15,True,0,0,0.0,0,0,0,0,0,0.0,0,85719,0.0,0,0.0,0.0,0.0,0.0,Wolves,False,Leeds United,,-0.8,,,
Jackson Smith,Wolves,Leeds United,,False,0,0,0.0,0,0,0,0,0,,0,85088,0.0,0,0.0,0.0,0.0,0.0,Wolves,True,Crystal Palace,,0.81,,,
Jackson Smith,Wolves,Crystal Palace,,True,0,0,0.0,0,0,0,0,0,,0,84626,0.0,0,0.0,0.0,0.0,0.0,Wolves,False,Brighton,,-0.39,,,
Jackson Smith,Wolves,Brighton,,False,0,0,0.0,0,0,0,0,0,,0,83981,0.0,0,0.0,0.0,0.0,0.0,Wolves,True,Aston Villa,,0.55,,,
Jackson Smith,Wolves,Aston Villa,,True,0,0,0.0,0,0,0,0,0,,0,83412,0.0,0,0.0,0.0,0.0,0.0,Wolves,False,Manchester United,,-0.1,,,
Jackson Smith,Wolves,Manchester United,,False,0,0,0.0,0,0,0,0,0,,0,82979,0.0,0,0.0,0.0,0.0,0.0,Wolves,True,Everton,,0.34,,,
Jackson Smith,Wolves,Everton,,True,0,0,0.0,0,0,0,0,0,,0,82448,0.0,0,0.0,0.0,0.0,0.0,Wolves,False,Arsenal,,-0.0,,,
Jack Butland,Crystal Palace,Arsenal,,True,0,0,0.0,0,0,0,0,0,,0,11149,0.0,0,0.0,0.0,0.0,0.0,Crystal Palace,False,Liverpool,,-1.33,0.12,17.0,0.0
Jack Butland,Crystal Palace,Liverpool,,False,0,0,0.0,0,0,0,0,0,,0,10085,0.0,0,0.0,0.0,0.0,0.0,Crystal Palace,True,Aston Villa,,0.55,0.12,17.0,0.0
Jack Butland,Crystal Palace,Aston Villa,,True,0,0,0.0,0,0,0,0,0,,0,9313,0.0,0,0.0,0.0,0.0,0.0,Crystal Palace,False,Manchester City,,-1.26,0.12,17.0,0.0
Jack Butland,Crystal Palace,Manchester City,,False,0,0,0.0,0,0,0,0,0,,0,8798,0.0,0,0.0,0.0,0.0,0.0,Crystal Palace,True,Brentford,,0.69,0.12,17.0,0.0
Jack Butland,Crystal Palace,Brentford,,True,0,0,0.0,0,0,0,0,0,,0,8468,0.0,0,0.0,0.0,0.0,0.0,Crystal Palace,False,Newcastle United,,-0.34,0.12,17.0,0.0
