Opponent,Home Difficulty,Away Difficulty
Arsenal,-1.3170466115760224,
Aston Villa,,
Bournemouth,,
Brentford,2.3913504824537606,
Brighton,,-2.1350656791020786
Burnley,1.1230561928723892,-1.3619611407901147
Chelsea,,-5.344271428991264
Crystal Palace,-0.42713489610552136,
Everton,4.4641769953195665,
Fulham,,
Ipswich Town,,
Leeds United,0.5593089593420257,
Liverpool,-0.20581943818942872,
Luton,,
Manchester City,,1.460054027895103
Manchester United,,0.10565879626230912
Newcastle United,,1.844570507539744
Norwich,,1.8290857358944947
Nottingham Forest,,
Sheffield,,
Southampton,,-3.2704870709197094
Tottenham,,3.383679928203641
Watford,-2.1428281477863047,
West Ham,-0.4812861414599199,
Wolverhampton,-1.7534224068522717,
