name,team,opponent_team,date,was_home,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,clean_sheets,goals_conceded
Ryan Bertrand,Leicester,Wolverhampton,,True,0,,,,,0,,,0.0,0,0,0
Ryan Bertrand,Leicester,West Ham,,False,0,,,,,0,,,0.0,0,0,0
Ryan Bertrand,Leicester,Norwich,,False,0,,,,,0,,,0.0,0,0,0
Ryan Bertrand,Leicester,Manchester City,2021-09-11,True,90,0.0,0.0,0.0,0.0,2,0.0,0.0,1.7,0,0,1
Ryan Bertrand,Leicester,Brighton,2021-09-19,False,67,0.0,0.0,0.0,0.0,1,0.0,0.0,1.4,0,0,2
Ryan Bertrand,Leicester,Burnley,2021-09-25,True,90,0.0,0.0,0.0,0.0,1,0.0,0.0,2.0,0,0,2
Ryan Bertrand,Leicester,Crystal Palace,2021-10-03,False,90,0.0,0.0,0.0,0.0,0,0.0,0.0,2.1,0,0,2
Ryan Bertrand,Leicester,Manchester United,,True,0,,,,,0,,,0.0,0,0,0
Ryan Bertrand,Leicester,Brentford,,False,0,,,,,0,,,0.0,0,0,0
Ryan Bertrand,Leicester,Arsenal,,True,0,,,,,0,,,0.0,0,0,0
Ryan Bertrand,Leicester,Leicester City,,False,0,,,,,0,,,0.0,0,0,0
Ryan Bertrand,Leicester,Chelsea,,True,0,,,,,0,,,0.0,0,0,0
Ryan Bertrand,Leicester,Watford,,True,0,,,,,0,,,0.0,0,0,0
Ryan Bertrand,Leicester,Southampton,,False,0,,,,,0,,,0.0,0,0,0
Ryan Bertrand,Leicester,Aston Villa,,False,0,,,,,0,,,0.0,0,0,0
Ryan Bertrand,Leicester,Newcastle United,,True,0,,,,,0,,,0.0,0,0,0
Ryan Bertrand,Leicester,Manchester City,,False,0,,,,,0,,,0.0,0,0,0
Ryan Bertrand,Leicester,Liverpool,,True,0,,,,,0,,,0.0,0,0,0
Ryan Bertrand,Leicester,Tottenham,,True,0,,,,,0,,,0.0,0,0,0
Ryan Bertrand,Leicester,Brighton,,True,0,,,,,0,,,0.0,0,0,0
Ryan Bertrand,Leicester,Liverpool,,False,0,,,,,0,,,0.0,0,0,0
Ryan Bertrand,Leicester,West Ham,,True,0,,,,,0,,,0.0,0,0,0
Ryan Bertrand,Leicester,Wolverhampton,,False,0,,,,,0,,,0.0,0,0,0
Ryan Bertrand,Leicester,Burnley,,False,0,,,,,0,,,0.0,0,0,0
Ryan Bertrand,Leicester,Leicester City,,True,0,,,,,0,,,0.0,0,0,0
Ryan Bertrand,Leicester,Arsenal,,False,0,,,,,0,,,0.0,0,0,0
Ryan Bertrand,Leicester,Brentford,,True,0,,,,,0,,,0.0,0,0,0
Ryan Bertrand,Leicester,Manchester United,,False,0,,,,,0,,,0.0,0,0,0
Ryan Bertrand,Leicester,Crystal Palace,,True,0,,,,,0,,,0.0,0,0,0
Ryan Bertrand,Leicester,Newcastle United,,False,0,,,,,0,,,0.0,0,0,0
Ryan Bertrand,Leicester,Everton,,False,0,,,,,0,,,0.0,0,0,0
Ryan Bertrand,Leicester,Aston Villa,,True,0,,,,,0,,,0.0,0,0,0
Ryan Bertrand,Leicester,Tottenham,,False,0,,,,,0,,,0.0,0,0,0
Ryan Bertrand,Leicester,Everton,,True,0,,,,,0,,,0.0,0,0,0
Ryan Bertrand,Leicester,Norwich,,True,0,,,,,0,,,0.0,0,0,0
Ryan Bertrand,Leicester,Watford,,False,0,,,,,0,,,0.0,0,0,0
Ryan Bertrand,Leicester,Chelsea,,False,0,,,,,0,,,0.0,0,0,0
Ryan Bertrand,Leicester,Southampton,,True,0,,,,,0,,,0.0,0,0,0
