name,team,opponent_team,date,was_home,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,clean_sheets,goals_conceded
Matthew Pollock,Watford,Aston Villa,,True,0,,,,,0,,,0.0,0,0,0
Matthew Pollock,Watford,Brighton,,False,0,,,,,0,,,0.0,0,0,0
Matthew Pollock,Watford,Tottenham,,False,0,,,,,0,,,0.0,0,0,0
Matthew Pollock,Watford,Wolverhampton,,True,0,,,,,0,,,0.0,0,0,0
Matthew Pollock,Watford,Norwich,,False,0,,,,,0,,,0.0,0,0,0
Matthew Pollock,Watford,Newcastle United,,True,0,,,,,0,,,0.0,0,0,0
Matthew Pollock,Watford,Leicester City,,False,0,,,,,0,,,0.0,0,0,0
Matthew Pollock,Watford,Liverpool,,True,0,,,,,0,,,0.0,0,0,0
Matthew Pollock,Watford,Everton,,False,0,,,,,0,,,0.0,0,0,0
Matthew Pollock,Watford,Southampton,,True,0,,,,,0,,,0.0,0,0,0
Matthew Pollock,Watford,Arsenal,,False,0,,,,,0,,,0.0,0,0,0
Matthew Pollock,Watford,Manchester United,,True,0,,,,,0,,,0.0,0,0,0
Matthew Pollock,Watford,Leeds United,,False,0,,,,,0,,,0.0,0,0,0
Matthew Pollock,Watford,Chelsea,,True,0,,,,,0,,,0.0,0,0,0
Matthew Pollock,Watford,Manchester City,,True,0,,,,,0,,,0.0,0,0,0
Matthew Pollock,Watford,Brentford,,False,0,,,,,0,,,0.0,0,0,0
Matthew Pollock,Watford,West Ham,,True,0,,,,,0,,,0.0,0,0,0
Matthew Pollock,Watford,Tottenham,,True,0,,,,,0,,,0.0,0,0,0
Matthew Pollock,Watford,Newcastle United,,False,0,,,,,0,,,0.0,0,0,0
Matthew Pollock,Watford,Norwich,,True,0,,,,,0,,,0.0,0,0,0
Matthew Pollock,Watford,Burnley,,False,0,,,,,0,,,0.0,0,0,0
Matthew Pollock,Watford,West Ham,,False,0,,,,,0,,,0.0,0,0,0
Matthew Pollock,Watford,Brighton,,True,0,,,,,0,,,0.0,0,0,0
Matthew Pollock,Watford,Aston Villa,,False,0,,,,,0,,,0.0,0,0,0
Matthew Pollock,Watford,Crystal Palace,,True,0,,,,,0,,,0.0,0,0,0
Matthew Pollock,Watford,Manchester United,,False,0,,,,,0,,,0.0,0,0,0
Matthew Pollock,Watford,Arsenal,,True,0,,,,,0,,,0.0,0,0,0
Matthew Pollock,Watford,Wolverhampton,,False,0,,,,,0,,,0.0,0,0,0
Matthew Pollock,Watford,Southampton,,False,0,,,,,0,,,0.0,0,0,0
Matthew Pollock,Watford,Liverpool,,False,0,,,,,0,,,0.0,0,0,0
Matthew Pollock,Watford,Leicester City,,True,0,,,,,0,,,0.0,0,0,0
Matthew Pollock,Watford,Brentford,,True,0,,,,,0,,,0.0,0,0,0
Matthew Pollock,Watford,Manchester City,,False,0,,,,,0,,,0.0,0,0,0
Matthew Pollock,Watford,Burnley,,True,0,,,,,0,,,0.0,0,0,0
Matthew Pollock,Watford,Crystal Palace,,False,0,,,,,0,,,0.0,0,0,0
Matthew Pollock,Watford,Everton,,True,0,,,,,0,,,0.0,0,0,0
Matthew Pollock,Watford,Leeds United,,True,0,,,,,0,,,0.0,0,0,0
Matthew Pollock,Watford,Chelsea,,False,0,,,,,0,,,0.0,0,0,0
