name,team,opponent_team,date,was_home,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,clean_sheets,goals_conceded
Danny Rose,Watford,Aston Villa,,True,0,,,,,0,,,0.0,0,0,0
Danny Rose,Watford,Brighton,,False,0,,,,,0,,,0.0,0,0,0
Danny Rose,Watford,Tottenham,,False,0,,,,,0,,,0.0,0,0,0
Danny Rose,Watford,Wolverhampton,2021-09-11,True,90,0.0,0.0,0.0,0.0133228655904531,0,0.0,1.0,3.1,0,0,2
Danny Rose,Watford,Norwich,2021-09-18,False,90,0.0,0.0,0.0,0.294601559638977,2,0.0,1.0,2.9,0,0,1
Danny Rose,Watford,Newcastle United,2021-09-25,True,90,0.0,0.0125142903998494,0.0,0.1057207435369491,1,1.0,2.0,5.7,0,0,1
Danny Rose,Watford,Leicester City,2021-10-02,False,90,0.0,0.0,0.0,0.0,2,0.0,0.0,2.4,0,0,1
Danny Rose,Watford,Liverpool,2021-10-16,True,90,0.0,0.0,0.0,0.0,0,0.0,0.0,2.4,0,0,5
Danny Rose,Watford,Everton,,False,0,,,,,0,,,0.0,0,0,0
Danny Rose,Watford,Southampton,,True,0,,,,,0,,,0.0,0,0,0
Danny Rose,Watford,Arsenal,2021-11-07,False,90,0.0,0.0377251282334327,0.0,0.2182034999132156,2,1.0,1.0,3.2,0,0,1
Danny Rose,Watford,Manchester United,,True,0,,,,,0,,,0.0,0,0,0
Danny Rose,Watford,Leeds United,,False,0,,,,,0,,,0.0,0,0,0
Danny Rose,Watford,Chelsea,2021-12-01,True,78,0.0,0.1063666641712188,0.0,0.0,0,2.0,0.0,2.6,0,0,2
Danny Rose,Watford,Manchester City,2021-12-04,True,70,0.0,0.0,0.0,0.0,0,0.0,0.0,0.1,0,0,3
Danny Rose,Watford,Brentford,,False,0,,,,,0,,,0.0,0,0,0
Danny Rose,Watford,West Ham,,True,0,,,,,0,,,0.0,0,0,0
Danny Rose,Watford,Tottenham,,True,0,,,,,0,,,0.0,0,0,0
Danny Rose,Watford,Newcastle United,,False,0,,,,,0,,,0.0,0,0,0
Danny Rose,Watford,Norwich,,True,0,,,,,0,,,0.0,0,0,0
Danny Rose,Watford,Burnley,,False,0,,,,,0,,,0.0,0,0,0
Danny Rose,Watford,West Ham,,False,0,,,,,0,,,0.0,0,0,0
Danny Rose,Watford,Brighton,,True,0,,,,,0,,,0.0,0,0,0
Danny Rose,Watford,Aston Villa,,False,0,,,,,0,,,0.0,0,0,0
Danny Rose,Watford,Crystal Palace,,True,0,,,,,0,,,0.0,0,0,0
Danny Rose,Watford,Manchester United,,False,0,,,,,0,,,0.0,0,0,0
Danny Rose,Watford,Arsenal,,True,0,,,,,0,,,0.0,0,0,0
Danny Rose,Watford,Wolverhampton,,False,0,,,,,0,,,0.0,0,0,0
Danny Rose,Watford,Southampton,,False,0,,,,,0,,,0.0,0,0,0
Danny Rose,Watford,Liverpool,,False,0,,,,,0,,,0.0,0,0,0
Danny Rose,Watford,Leicester City,,True,0,,,,,0,,,0.0,0,0,0
Danny Rose,Watford,Brentford,,True,0,,,,,0,,,0.0,0,0,0
Danny Rose,Watford,Manchester City,,False,0,,,,,0,,,0.0,0,0,0
Danny Rose,Watford,Burnley,,True,0,,,,,0,,,0.0,0,0,0
Danny Rose,Watford,Crystal Palace,,False,0,,,,,0,,,0.0,0,0,0
Danny Rose,Watford,Everton,,True,0,,,,,0,,,0.0,0,0,0
Danny Rose,Watford,Leeds United,,True,0,,,,,0,,,0.0,0,0,0
Danny Rose,Watford,Chelsea,,False,0,,,,,0,,,0.0,0,0,0
