name,team,opponent_team,date,was_home,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,clean_sheets,goals_conceded
Nuno Varela Tavares,Arsenal,Brentford,2021-08-13,False,9,0.0,0.0141945825889706,0.0,0.0,1,1.0,0.0,0.1,0,0,0
Nuno Varela Tavares,Arsenal,Chelsea,2021-08-22,True,24,0.0,0.0,0.0,0.0,1,0.0,0.0,1.0,0,0,0
Nuno Varela Tavares,Arsenal,Manchester City,,False,0,,,,,0,,,0.0,0,0,0
Nuno Varela Tavares,Arsenal,Norwich,,True,0,,,,,0,,,0.0,0,0,0
Nuno Varela Tavares,Arsenal,Burnley,2021-09-18,False,12,0.0,0.0217879209667444,0.0,0.0,0,1.0,0.0,0.8,0,0,0
Nuno Varela Tavares,Arsenal,Tottenham,2021-09-26,True,2,0.0,0.0,0.0,0.0,1,0.0,0.0,0.7,0,0,0
Nuno Varela Tavares,Arsenal,Brighton,,False,0,,,,,0,,,0.0,0,0,0
Nuno Varela Tavares,Arsenal,Crystal Palace,,True,0,,,,,0,,,0.0,0,0,0
Nuno Varela Tavares,Arsenal,Aston Villa,2021-10-22,True,90,0.0,0.1242959797382354,0.0,0.5506260991096497,2,3.0,1.0,7.8,0,0,1
Nuno Varela Tavares,Arsenal,Leeds United,2021-10-30,False,90,0.0,0.0332117415964603,0.0,0.0,6,1.0,0.0,2.8,0,1,0
Nuno Varela Tavares,Arsenal,Watford,2021-11-07,True,90,0.0,0.0811827331781387,0.0,0.0,6,1.0,0.0,3.5,0,1,0
Nuno Varela Tavares,Arsenal,Liverpool,2021-11-20,False,90,0.0,0.0,0.0,0.0087006548419594,0,0.0,1.0,3.7,0,0,4
Nuno Varela Tavares,Arsenal,Newcastle United,2021-11-27,True,90,0.0,0.2213489562273025,1.0,0.2009145468473434,11,6.0,1.0,6.8,2,1,0
Nuno Varela Tavares,Arsenal,Manchester United,2021-12-02,False,90,0.0,0.0402356162667274,0.0,0.0268190782517194,1,1.0,1.0,4.9,0,0,3
Nuno Varela Tavares,Arsenal,Everton,2021-12-06,False,25,0.0,0.0,0.0,0.0,0,0.0,0.0,0.4,0,0,2
Nuno Varela Tavares,Arsenal,Southampton,,True,0,,,,,0,,,0.0,0,0,0
Nuno Varela Tavares,Arsenal,West Ham,2021-12-15,True,2,0.0,0.0,0.0,0.0,1,0.0,0.0,0.2,0,0,0
Nuno Varela Tavares,Arsenal,Leicester City,2021-12-18,False,5,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,0,0
Nuno Varela Tavares,Arsenal,Norwich,,False,0,,,,,0,,,0.0,0,0,0
Nuno Varela Tavares,Arsenal,Manchester City,,True,0,,,,,0,,,0.0,0,0,0
Nuno Varela Tavares,Arsenal,Burnley,,True,0,,,,,0,,,0.0,0,0,0
Nuno Varela Tavares,Arsenal,Wolverhampton,,False,0,,,,,0,,,0.0,0,0,0
Nuno Varela Tavares,Arsenal,Brentford,,True,0,,,,,0,,,0.0,0,0,0
Nuno Varela Tavares,Arsenal,Wolverhampton,2022-02-24,True,1,0.0,0.0,0.0,0.0401795022189617,1,0.0,1.0,1.4,0,0,0
Nuno Varela Tavares,Arsenal,Watford,,False,0,,,,,0,,,0.0,0,0,0
Nuno Varela Tavares,Arsenal,Leeds United,,True,0,,,,,0,,,0.0,0,0,0
Nuno Varela Tavares,Arsenal,Liverpool,,True,0,,,,,0,,,0.0,0,0,0
Nuno Varela Tavares,Arsenal,Aston Villa,,False,0,,,,,0,,,0.0,0,0,0
Nuno Varela Tavares,Arsenal,Crystal Palace,2022-04-04,False,45,0.0,0.0,0.0,0.0,0,0.0,0.0,0.7,0,0,2
Nuno Varela Tavares,Arsenal,Brighton,,True,0,,,,,0,,,0.0,0,0,0
Nuno Varela Tavares,Arsenal,Southampton,2022-04-16,False,69,0.0,0.0390902869403362,0.0,0.0216659568250179,2,2.0,1.0,5.6,0,0,1
Nuno Varela Tavares,Arsenal,Chelsea,2022-04-20,False,90,0.0,0.0791967660188674,0.0,0.0175913274288177,1,2.0,1.0,2.4,0,0,2
Nuno Varela Tavares,Arsenal,Manchester United,2022-04-23,True,90,1.0,0.949871301651001,0.0,0.0893962308764457,7,3.0,1.0,9.7,0,0,1
Nuno Varela Tavares,Arsenal,West Ham,2022-05-01,False,90,0.0,0.0,0.0,0.0,2,0.0,0.0,1.4,0,0,1
Nuno Varela Tavares,Arsenal,Leicester City,,True,0,,,,,0,,,0.0,0,0,0
Nuno Varela Tavares,Arsenal,Tottenham,2022-05-12,False,14,0.0,0.0,0.0,0.0935951620340347,1,0.0,1.0,1.5,0,0,0
Nuno Varela Tavares,Arsenal,Newcastle United,2022-05-16,False,61,0.0,0.0,0.0,0.0,2,0.0,0.0,1.3,0,0,1
Nuno Varela Tavares,Arsenal,Everton,2022-05-22,True,90,0.0,0.1518810540437698,0.0,0.0150414761155843,2,2.0,1.0,0.0,0,0,1
