name,team,opponent_team,date,was_home,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,clean_sheets,goals_conceded
Ryan Sessegnon,Spurs,Manchester City,,True,0,,,,,0,,,0.0,0,0,0
Ryan Sessegnon,Spurs,Wolverhampton,,False,0,,,,,0,,,0.0,0,0,0
Ryan Sessegnon,Spurs,Watford,,True,0,,,,,0,,,0.0,0,0,0
Ryan Sessegnon,Spurs,Crystal Palace,,False,0,,,,,0,,,0.0,0,0,0
Ryan Sessegnon,Spurs,Chelsea,,True,0,,,,,0,,,0.0,0,0,0
Ryan Sessegnon,Spurs,Arsenal,,False,0,,,,,0,,,0.0,0,0,0
Ryan Sessegnon,Spurs,Aston Villa,,True,0,,,,,0,,,0.0,0,0,0
Ryan Sessegnon,Spurs,Newcastle United,,False,0,,,,,0,,,0.0,0,0,0
Ryan Sessegnon,Spurs,West Ham,,False,0,,,,,0,,,0.0,0,0,0
Ryan Sessegnon,Spurs,Manchester United,,True,0,,,,,0,,,0.0,0,0,0
Ryan Sessegnon,Spurs,Everton,,False,0,,,,,0,,,0.0,0,0,0
Ryan Sessegnon,Spurs,Leicester City,2021-11-21,True,11,0.0,0.0,0.0,0.0214007664471864,1,0.0,1.0,1.2,0,0,0
Ryan Sessegnon,Spurs,Brentford,,True,0,,,,,0,,,0.0,0,0,0
Ryan Sessegnon,Spurs,Norwich,2021-12-05,True,68,0.0,0.0,0.0,0.0,6,0.0,0.0,1.1,0,1,0
Ryan Sessegnon,Spurs,Liverpool,2021-12-19,True,85,0.0,0.0,0.0,0.0,1,0.0,0.0,2.8,0,0,2
Ryan Sessegnon,Spurs,Crystal Palace,,True,0,,,,,0,,,0.0,0,0,0
Ryan Sessegnon,Spurs,Southampton,,False,0,,,,,0,,,0.0,0,0,0
Ryan Sessegnon,Spurs,Watford,,False,0,,,,,0,,,0.0,0,0,0
Ryan Sessegnon,Spurs,Leeds United,,False,0,,,,,0,,,0.0,0,0,0
Ryan Sessegnon,Spurs,Chelsea,2022-01-23,False,55,0.0,0.0571547821164131,0.0,0.0,0,1.0,0.0,0.8,0,0,2
Ryan Sessegnon,Spurs,Southampton,,True,0,,,,,0,,,0.0,0,0,0
Ryan Sessegnon,Spurs,Wolverhampton,2022-02-13,True,27,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,2
Ryan Sessegnon,Spurs,Manchester City,2022-02-19,False,90,0.0,0.0,0.0,0.0,1,0.0,0.0,1.1,0,0,2
Ryan Sessegnon,Spurs,Burnley,2022-02-23,False,78,0.0,0.0,0.0,0.0132786678150296,2,0.0,1.0,3.6,0,0,1
Ryan Sessegnon,Spurs,Leicester City,2022-02-26,False,77,0.0,0.1157389283180236,1.0,0.5082383751869202,8,2.0,2.0,6.8,0,1,0
Ryan Sessegnon,Spurs,Everton,2022-03-07,True,45,0.0,0.0,0.0,0.0,4,0.0,0.0,0.6,0,0,0
Ryan Sessegnon,Spurs,Manchester United,,False,0,,,,,0,,,0.0,0,0,0
Ryan Sessegnon,Spurs,Brighton,,False,0,,,,,0,,,0.0,0,0,0
Ryan Sessegnon,Spurs,West Ham,,True,0,,,,,0,,,0.0,0,0,0
Ryan Sessegnon,Spurs,Newcastle United,,True,0,,,,,0,,,0.0,0,0,0
Ryan Sessegnon,Spurs,Aston Villa,,False,0,,,,,0,,,0.0,0,0,0
Ryan Sessegnon,Spurs,Brighton,,True,0,,,,,0,,,0.0,0,0,0
Ryan Sessegnon,Spurs,Brentford,2022-04-23,False,73,0.0,0.0,0.0,0.0,6,0.0,0.0,2.0,0,1,0
Ryan Sessegnon,Spurs,Leeds United,2022-05-01,True,90,0.0,0.0,0.0,0.1335544139146804,2,0.0,1.0,3.3,0,0,1
Ryan Sessegnon,Spurs,Liverpool,2022-05-07,False,77,0.0,0.0,1.0,0.5734350085258484,5,0.0,1.0,5.5,1,0,1
Ryan Sessegnon,Spurs,Arsenal,2022-05-12,True,90,0.0,0.106218546628952,0.0,0.9789729714393616,6,1.0,2.0,6.0,0,1,0
Ryan Sessegnon,Spurs,Burnley,2022-05-15,True,90,0.0,0.1053226068615913,0.0,0.97038996219635,8,2.0,4.0,11.8,2,1,0
Ryan Sessegnon,Spurs,Norwich,2022-05-22,False,90,0.0,0.0,0.0,0.0763673111796379,6,0.0,2.0,0.0,0,1,0
