name,team,opponent_team,date,was_home,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,clean_sheets,goals_conceded
Lyanco Evangelista Silveira Neves Vojnovic,Southampton,Newcastle United,,False,0,,,,,0,,,0.0,0,0,0
Lyanco Evangelista Silveira Neves Vojnovic,Southampton,West Ham,2021-09-11,True,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0
Lyanco Evangelista Silveira Neves Vojnovic,Southampton,Manchester City,,False,0,,,,,0,,,0.0,0,0,0
Lyanco Evangelista Silveira Neves Vojnovic,Southampton,Wolverhampton,,True,0,,,,,0,,,0.0,0,0,0
Lyanco Evangelista Silveira Neves Vojnovic,Southampton,Chelsea,,False,0,,,,,0,,,0.0,0,0,0
Lyanco Evangelista Silveira Neves Vojnovic,Southampton,Leicester City,2021-10-16,True,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0
Lyanco Evangelista Silveira Neves Vojnovic,Southampton,Burnley,,True,0,,,,,0,,,0.0,0,0,0
Lyanco Evangelista Silveira Neves Vojnovic,Southampton,Watford,2021-10-30,False,1,0.0,0.711982250213623,0.0,0.0,1,1.0,0.0,0.2,0,0,0
Lyanco Evangelista Silveira Neves Vojnovic,Southampton,Aston Villa,,True,34,,,,,1,,,1.4,0,0,0
Lyanco Evangelista Silveira Neves Vojnovic,Southampton,Norwich,2021-11-20,False,17,0.0,0.0,0.0,0.0,1,0.0,0.0,0.5,0,0,1
Lyanco Evangelista Silveira Neves Vojnovic,Southampton,Liverpool,,False,90,,,,,0,,,2.3,0,0,4
Lyanco Evangelista Silveira Neves Vojnovic,Southampton,Leeds United,2021-12-01,True,5,1.0,0.4952886402606964,0.0,0.0,1,1.0,0.0,0.0,0,0,0
Lyanco Evangelista Silveira Neves Vojnovic,Southampton,Brighton,,True,90,,,,,2,,,7.1,0,0,1
Lyanco Evangelista Silveira Neves Vojnovic,Southampton,Arsenal,,False,20,,,,,1,,,0.3,0,0,0
Lyanco Evangelista Silveira Neves Vojnovic,Southampton,Crystal Palace,,False,90,,,,,0,,,2.5,0,0,2
Lyanco Evangelista Silveira Neves Vojnovic,Southampton,West Ham,,False,0,,,,,0,,,0.0,0,0,0
Lyanco Evangelista Silveira Neves Vojnovic,Southampton,Tottenham,,True,0,,,,,0,,,0.0,0,0,0
Lyanco Evangelista Silveira Neves Vojnovic,Southampton,Brentford,,True,90,,,,,2,,,0.7,0,0,1
Lyanco Evangelista Silveira Neves Vojnovic,Southampton,Wolverhampton,,False,90,,,,,0,,,1.5,0,0,3
Lyanco Evangelista Silveira Neves Vojnovic,Southampton,Manchester City,,True,19,,,,,1,,,0.8,0,0,0
Lyanco Evangelista Silveira Neves Vojnovic,Southampton,Tottenham,,False,0,,,,,0,,,0.0,0,0,0
Lyanco Evangelista Silveira Neves Vojnovic,Southampton,Manchester United,,False,0,,,,,0,,,0.0,0,0,0
Lyanco Evangelista Silveira Neves Vojnovic,Southampton,Everton,,True,0,,,,,0,,,0.0,0,0,0
Lyanco Evangelista Silveira Neves Vojnovic,Southampton,Norwich,,True,0,,,,,0,,,0.0,0,0,0
Lyanco Evangelista Silveira Neves Vojnovic,Southampton,Aston Villa,,False,0,,,,,0,,,0.0,0,0,0
Lyanco Evangelista Silveira Neves Vojnovic,Southampton,Newcastle United,,True,0,,,,,0,,,0.0,0,0,0
Lyanco Evangelista Silveira Neves Vojnovic,Southampton,Watford,,True,0,,,,,0,,,0.0,0,0,0
Lyanco Evangelista Silveira Neves Vojnovic,Southampton,Leicester City,2022-04-02,False,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0
Lyanco Evangelista Silveira Neves Vojnovic,Southampton,Chelsea,,True,0,,,,,0,,,0.0,0,0,0
Lyanco Evangelista Silveira Neves Vojnovic,Southampton,Arsenal,,True,90,,,,,7,,,1.9,1,1,0
Lyanco Evangelista Silveira Neves Vojnovic,Southampton,Burnley,,False,90,,,,,1,,,4.6,0,0,2
Lyanco Evangelista Silveira Neves Vojnovic,Southampton,Brighton,,False,0,,,,,0,,,0.0,0,0,0
Lyanco Evangelista Silveira Neves Vojnovic,Southampton,Crystal Palace,,True,0,,,,,0,,,0.0,0,0,0
Lyanco Evangelista Silveira Neves Vojnovic,Southampton,Brentford,,False,0,,,,,0,,,0.0,0,0,0
Lyanco Evangelista Silveira Neves Vojnovic,Southampton,Liverpool,,True,90,,,,,1,,,4.9,0,0,2
Lyanco Evangelista Silveira Neves Vojnovic,Southampton,Leeds United,2022-05-22,False,90,0.0,0.0,0.0,0.4996533393859863,0,0.0,1.0,0.0,0,0,4
