name,team,opponent_team,date,was_home,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,clean_sheets,goals_conceded
Tino Livramento,Southampton,Everton,2021-08-14,False,90,0.0,0.0,0.0,0.0,1,0.0,0.0,3.5,0,0,3
Tino Livramento,Southampton,Manchester United,2021-08-22,True,90,0.0,0.0240404922515153,0.0,0.0,2,1.0,0.0,2.0,0,0,1
Tino Livramento,Southampton,Newcastle United,2021-08-28,False,90,0.0,0.0,0.0,0.8398950695991516,1,0.0,3.0,5.8,0,0,2
Tino Livramento,Southampton,West Ham,2021-09-11,True,90,0.0,0.0,0.0,0.1203117296099662,6,0.0,1.0,2.2,0,1,0
Tino Livramento,Southampton,Manchester City,2021-09-18,False,85,0.0,0.0,0.0,0.0,5,0.0,0.0,1.8,0,1,0
Tino Livramento,Southampton,Wolverhampton,2021-09-26,True,90,0.0,0.0507403351366519,0.0,0.0401613749563694,2,1.0,2.0,5.5,0,0,1
Tino Livramento,Southampton,Chelsea,2021-10-02,False,90,0.0,0.0,0.0,0.0,4,0.0,0.0,1.8,0,0,3
Tino Livramento,Southampton,Leicester City,2021-10-16,True,90,0.0,0.0175884906202554,0.0,0.0138695081695914,6,1.0,1.0,3.3,0,1,0
Tino Livramento,Southampton,Burnley,2021-10-23,True,90,1.0,0.1950608491897583,0.0,0.1820441782474517,9,3.0,3.0,14.9,2,0,2
Tino Livramento,Southampton,Watford,2021-10-30,False,90,0.0,0.0,0.0,0.0,6,0.0,0.0,2.2,0,1,0
Tino Livramento,Southampton,Aston Villa,2021-11-05,True,90,0.0,0.0,0.0,0.0,6,0.0,0.0,2.5,0,1,0
Tino Livramento,Southampton,Norwich,2021-11-20,False,90,0.0,0.0,0.0,0.0,1,0.0,0.0,2.8,0,0,2
Tino Livramento,Southampton,Liverpool,2021-11-27,False,90,0.0,0.0,0.0,0.0453675128519535,0,0.0,1.0,3.9,0,0,4
Tino Livramento,Southampton,Leeds United,2021-12-01,True,90,0.0,0.0,0.0,0.0,1,0.0,0.0,1.8,0,0,2
Tino Livramento,Southampton,Brighton,2021-12-04,True,90,0.0,0.1489325016736984,0.0,0.1642035692930221,2,2.0,2.0,6.4,0,0,1
Tino Livramento,Southampton,Arsenal,2021-12-11,False,90,0.0,0.0,0.0,0.0,1,0.0,0.0,1.5,0,0,3
Tino Livramento,Southampton,Crystal Palace,2021-12-15,False,90,0.0,0.0,0.0,0.0,0,0.0,0.0,2.2,0,0,2
Tino Livramento,Southampton,West Ham,2021-12-26,False,90,0.0,0.0,0.0,0.0,1,0.0,0.0,2.9,0,0,2
Tino Livramento,Southampton,Tottenham,,True,0,,,,,0,,,0.0,0,0,0
Tino Livramento,Southampton,Brentford,,True,0,,,,,0,,,0.0,0,0,0
Tino Livramento,Southampton,Wolverhampton,,False,0,,,,,0,,,0.0,0,0,0
Tino Livramento,Southampton,Manchester City,,True,0,,,,,0,,,0.0,0,0,0
Tino Livramento,Southampton,Tottenham,,False,0,,,,,0,,,0.0,0,0,0
Tino Livramento,Southampton,Manchester United,2022-02-12,False,19,0.0,0.0,0.0,0.0,1,0.0,0.0,0.7,0,0,0
Tino Livramento,Southampton,Everton,2022-02-19,True,90,0.0,0.5564073920249939,1.0,0.5114203691482544,12,1.0,2.0,10.2,3,1,0
Tino Livramento,Southampton,Norwich,2022-02-25,True,90,0.0,0.0,0.0,0.0715937539935112,8,0.0,1.0,5.4,2,1,0
Tino Livramento,Southampton,Aston Villa,2022-03-05,False,90,0.0,0.0,0.0,0.8254868984222412,0,0.0,3.0,6.5,0,0,4
Tino Livramento,Southampton,Newcastle United,2022-03-10,True,90,0.0,0.1090522035956382,0.0,0.0,1,1.0,0.0,3.3,0,0,2
Tino Livramento,Southampton,Watford,,True,0,,,,,0,,,0.0,0,0,0
Tino Livramento,Southampton,Leicester City,2022-04-02,False,90,0.0,0.0265751462429761,0.0,0.1456689685583114,2,1.0,1.0,3.8,0,0,1
Tino Livramento,Southampton,Chelsea,2022-04-09,True,72,0.0,0.0,0.0,0.0,-1,0.0,0.0,0.3,0,0,6
Tino Livramento,Southampton,Arsenal,2022-04-16,True,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,0,0
Tino Livramento,Southampton,Burnley,2022-04-21,False,7,0.0,0.0,0.0,0.0,1,0.0,0.0,0.2,0,0,0
Tino Livramento,Southampton,Brighton,2022-04-24,False,36,0.0,0.0171588473021984,0.0,0.0,1,1.0,0.0,1.4,0,0,1
Tino Livramento,Southampton,Crystal Palace,,True,0,,,,,0,,,0.0,0,0,0
Tino Livramento,Southampton,Brentford,,False,0,,,,,0,,,0.0,0,0,0
Tino Livramento,Southampton,Liverpool,,True,0,,,,,0,,,0.0,0,0,0
Tino Livramento,Southampton,Leeds United,,False,0,,,,,0,,,0.0,0,0,0
