Opponent,Home Difficulty,Away Difficulty
Arsenal,,1.6515999255378209
Aston Villa,-1.513046452888682,
Bournemouth,,
Brentford,,1.4630817208657108
Brighton,,3.444445190426537
Burnley,,
Chelsea,1.7403452570549671,
Crystal Palace,,
Everton,,-4.244490470703667
Fulham,,
Leeds United,,2.194091714934758
Leicester City,,1.8911447752034918
Liverpool,6.091221895460471,
Luton,,
Manchester City,1.8065470765191336,
Manchester United,-2.197009458286713,
Newcastle United,1.755236644470712,0.36483399370175373
Norwich,,-3.4013888218073056
Nottingham Forest,,
Sheffield,,
Southampton,1.5795031113238904,
Tottenham,-0.6604076404848171,0.5159050895295786
West Ham,4.269520540789002,
Wolverhampton,3.778661267290177,
