name,team,opponent_team,date,was_home,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,clean_sheets,goals_conceded,expected_goals_conceded,starts,form,xG&A_form,minutes_per_game,clean_sheet_probability,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Diego Carlos Santos Silva,Aston Villa,Bournemouth,2022-08-06,False,90,0.0,0.02,0.0,0.0,1,1.0,0.0,1.4,0,0,2,0.0,0,1.0,0.02,90.0,0.0,2.0,Aston Villa,True,Everton,,0.34
Diego Carlos Santos Silva,Aston Villa,Everton,2022-08-13,True,90,0.0,0.72,0.0,0.0,2,3.0,0.0,4.4,0,0,1,0.0,0,1.5,0.37,90.0,0.0,0.0,Aston Villa,False,Crystal Palace,,0.13
Diego Carlos Santos Silva,Aston Villa,Crystal Palace,,False,0,,,,,0,,,0.0,0,0,0,0.0,0,1.0,0.25,60.0,0.0,0.0,Aston Villa,True,West Ham,,0.63
Diego Carlos Santos Silva,Aston Villa,West Ham,,True,0,,,,,0,,,0.0,0,0,0,0.0,0,0.75,0.18,45.0,0.0,0.0,Aston Villa,False,Arsenal,,-0.0
Diego Carlos Santos Silva,Aston Villa,Arsenal,,False,0,,,,,0,,,0.0,0,0,0,0.0,0,0.6,0.15,36.0,0.0,0.0,Aston Villa,True,Manchester City,,-1.17
Diego Carlos Santos Silva,Aston Villa,Manchester City,,True,0,,,,,0,,,0.0,0,0,0,0.0,0,0.4,0.14,30.0,0.0,0.0,Aston Villa,True,Southampton,,-0.38
Diego Carlos Santos Silva,Aston Villa,Southampton,,True,0,,,,,0,,,0.0,0,0,0,0.0,0,0.0,0.0,25.71,0.0,0.0,Aston Villa,False,Leicester City,,-0.05
Diego Carlos Santos Silva,Aston Villa,Leicester City,,False,0,,,,,0,,,0.0,0,0,0,0.0,0,0.0,0.0,22.5,0.0,0.0,Aston Villa,False,Nottingham Forest,,
Diego Carlos Santos Silva,Aston Villa,Nottingham Forest,,False,0,,,,,0,,,0.0,0,0,0,0.0,0,0.0,0.0,20.0,0.0,0.0,Aston Villa,True,Chelsea,,-0.25
Diego Carlos Santos Silva,Aston Villa,Chelsea,,True,0,,,,,0,,,0.0,0,0,0,0.0,0,0.0,0.0,18.0,0.0,0.0,Aston Villa,False,Fulham,,1.37
