name,team,opponent_team,date,was_home,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,clean_sheets,goals_conceded,expected_goals_conceded,starts,selected,form,xG&A_form,minutes_per_game,clean_sheet_probability,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Adam Smith,Bournemouth,Aston Villa,2022-08-06,True,90,0.0,0.26,0.0,0.0,5,1.0,0.0,1.2,0,1,0,0.0,0,12696,5.0,0.26,90.0,1.0,-1.0,Bournemouth,False,Manchester City,,-1.26
Adam Smith,Bournemouth,Manchester City,2022-08-13,False,90,0.0,0.06,0.0,0.0,-1,1.0,0.0,4.1,0,0,4,0.0,0,16539,2.0,0.16,90.0,0.5,0.0,Bournemouth,True,Arsenal,,0.36
Adam Smith,Bournemouth,Arsenal,2022-08-20,True,90,0.0,0.0,0.0,0.05,0,0.0,2.0,5.0,0,0,3,0.0,0,15593,1.33,0.11,90.0,0.33,-2.0,Bournemouth,False,Liverpool,,-1.33
Adam Smith,Bournemouth,Liverpool,2022-08-27,False,45,0.0,0.0,0.0,0.0,-2,0.0,0.0,0.6,0,0,5,0.0,0,14900,0.5,0.08,78.75,0.25,6.0,Bournemouth,True,Wolverhampton,,-0.48
Adam Smith,Bournemouth,Wolverhampton,2022-08-31,True,90,0.0,0.0,0.0,0.0,6,0.0,0.0,1.5,0,1,0,0.0,0,13666,1.6,0.06,81.0,0.4,1.0,Bournemouth,False,Nottingham Forest,,
Adam Smith,Bournemouth,Nottingham Forest,2022-09-03,False,90,0.0,0.0,0.0,0.0,1,0.0,0.0,1.4,0,0,2,0.0,0,14330,0.8,0.01,82.5,0.33,2.0,Bournemouth,False,Newcastle United,,-0.34
Adam Smith,Bournemouth,Newcastle United,2022-09-17,False,90,0.0,0.0,0.0,0.0,2,0.0,0.0,1.0,0,0,1,0.0,0,14138,1.4,0.0,83.57,0.29,8.0,Bournemouth,True,Brentford,,0.69
Adam Smith,Bournemouth,Brentford,2022-10-01,True,90,0.0,0.0,0.0,0.06,8,0.0,1.0,3.1,2,1,0,0.0,0,14768,3.0,0.0,84.38,0.38,2.0,Bournemouth,True,Leeds United,,-0.79
Adam Smith,Bournemouth,Leeds United,2022-10-08,True,90,0.0,0.0,0.0,0.0,2,0.0,0.0,1.3,0,0,1,0.0,0,17183,3.8,0.0,85.0,0.33,1.0,Bournemouth,False,Fulham,,1.37
Adam Smith,Bournemouth,Fulham,2022-10-15,False,90,0.0,0.6,0.0,0.0,1,1.0,0.0,6.1,0,0,2,0.0,0,20699,2.8,0.12,85.5,0.3,2.0,Bournemouth,True,Southampton,,-0.38
