name,team,opponent_team,date,was_home,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,clean_sheets,goals_conceded,expected_goals_conceded,starts,form,xG&A_form,minutes_per_game,clean_sheet_probability,last_season_xG,last_season_xA,last_season_clean_sheet_probability,last_season_expected_goals_conceded,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Andrew Robertson,Liverpool,Fulham,2022-08-06,False,90,0.0,0.0,0.0,0.0,1,0.0,0.0,2.9,0,0,2,0.0,0,1.0,0.0,90.0,0.0,2.28,6.2,0.59,0,2.0,Liverpool,True,Crystal Palace,,0.81
Andrew Robertson,Liverpool,Crystal Palace,2022-08-15,True,62,0.0,0.08,0.0,0.0,2,1.0,0.0,3.7,0,0,1,0.0,0,1.5,0.04,76.0,0.0,2.28,6.2,0.59,0,1.0,Liverpool,False,Manchester United,,-0.1
Andrew Robertson,Liverpool,Manchester United,2022-08-22,False,84,0.0,0.0,0.0,0.18,1,0.0,2.0,5.1,0,0,2,0.0,0,1.33,0.03,78.67,0.0,2.28,6.2,0.59,0,9.0,Liverpool,True,Bournemouth,,1.46
Andrew Robertson,Liverpool,Bournemouth,2022-08-27,True,68,0.0,0.04,1.0,0.05,9,1.0,1.0,4.4,0,1,0,0.0,0,3.25,0.28,76.0,0.25,2.28,6.2,0.59,0,2.0,Liverpool,True,Newcastle United,,0.73
Andrew Robertson,Liverpool,Newcastle United,2022-08-31,True,70,0.0,0.04,0.0,0.15,2,1.0,3.0,7.6,0,0,1,0.0,0,3.0,0.23,74.8,0.2,2.28,6.2,0.59,0,1.0,Liverpool,False,Everton,,-0.63
Andrew Robertson,Liverpool,Everton,2022-09-03,False,31,0.0,0.0,0.0,0.2,1,0.0,3.0,5.9,0,0,0,0.0,0,3.0,0.23,67.5,0.17,2.28,6.2,0.59,0,0.0,Liverpool,True,Brighton,,-0.71
Andrew Robertson,Liverpool,Brighton,,True,0,,,,,0,,,0.0,0,0,0,0.0,0,2.6,0.22,57.86,0.17,2.28,6.2,0.59,0,0.0,Liverpool,False,Arsenal,,-0.0
Andrew Robertson,Liverpool,Arsenal,,False,0,,,,,0,,,0.0,0,0,0,0.0,0,2.4,0.22,50.62,0.17,2.28,6.2,0.59,0,6.0,Liverpool,True,Manchester City,,-1.17
Andrew Robertson,Liverpool,Manchester City,2022-10-16,True,90,0.0,0.06,0.0,0.0,6,1.0,0.0,3.3,0,1,0,0.0,0,1.8,0.02,55.0,0.29,2.28,6.2,0.59,0,1.0,Liverpool,True,West Ham,,0.63
Andrew Robertson,Liverpool,West Ham,2022-10-19,True,9,0.0,0.0,0.0,0.0,1,0.0,0.0,0.3,0,0,0,0.0,0,1.6,0.01,50.4,0.25,2.28,6.2,0.59,0,2.0,Liverpool,False,Nottingham Forest,,
Andrew Robertson,Liverpool,Nottingham Forest,2022-10-22,False,90,0.0,0.0,0.0,0.47,2,0.0,3.0,6.7,0,0,1,0.0,0,1.8,0.01,54.0,0.22,2.28,6.2,0.59,0,7.0,Liverpool,True,Leicester City,,0.83
Andrew Robertson,Liverpool,Leicester City,2022-10-29,True,90,0.0,0.06,1.0,0.55,7,1.0,4.0,13.5,3,0,2,0.0,0,3.2,0.22,57.0,0.2,2.28,6.2,0.59,0,2.0,Liverpool,False,Tottenham,,-0.03
