name,team,opponent_team,date,was_home,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,clean_sheets,goals_conceded,expected_goals_conceded,starts,selected,form,xG&A_form,minutes_per_game,clean_sheet_probability,last_season_xG,last_season_xA,last_season_clean_sheet_probability,last_season_expected_goals_conceded,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Mason Holgate,Everton,Chelsea,2022-08-06,True,72,0.0,0.14,0.0,0.0,1,1.0,0.0,4.8,0,0,1,0.0,0,10243,1.0,0.14,72.0,0.0,1.65,0.11,0.22,0,1.0,Everton,False,Aston Villa,,0.59
Mason Holgate,Everton,Aston Villa,2022-08-13,False,90,0.0,0.14,0.0,0.04,1,2.0,1.0,5.9,0,0,2,0.0,0,14303,1.0,0.14,81.0,0.0,1.65,0.11,0.22,0,2.0,Everton,True,Nottingham Forest,,
Mason Holgate,Everton,Nottingham Forest,2022-08-20,True,90,0.0,0.0,0.0,0.09,2,0.0,1.0,2.7,0,0,1,0.0,0,15904,1.33,0.09,84.0,0.0,1.65,0.11,0.22,0,8.0,Everton,False,Brentford,,-0.55
Mason Holgate,Everton,Brentford,2022-08-27,False,67,0.0,0.0,0.0,0.08,8,0.0,1.0,2.2,2,1,0,0.0,0,15724,3.0,0.07,79.75,0.25,1.65,0.11,0.22,0,0.0,Everton,False,Leicester City,,-0.05
Mason Holgate,Everton,Leicester City,,False,0,,,,,0,,,0.0,0,0,0,0.0,0,12435,2.4,0.06,63.8,0.25,1.65,0.11,0.22,0,0.0,Everton,True,Liverpool,,-0.53
Mason Holgate,Everton,Liverpool,,True,0,,,,,0,,,0.0,0,0,0,0.0,0,9946,2.2,0.03,53.17,0.25,1.65,0.11,0.22,0,0.0,Everton,True,West Ham,,0.63
Mason Holgate,Everton,West Ham,,True,0,,,,,0,,,0.0,0,0,0,0.0,0,8523,2.0,0.0,45.57,0.25,1.65,0.11,0.22,0,0.0,Everton,False,Southampton,,-1.07
Mason Holgate,Everton,Southampton,,False,0,,,,,0,,,0.0,0,0,0,0.0,0,7906,1.6,0.0,39.88,0.25,1.65,0.11,0.22,0,0.0,Everton,True,Manchester United,,0.38
Mason Holgate,Everton,Manchester United,,True,0,,,,,0,,,0.0,0,0,0,0.0,0,7431,0.0,0.0,35.44,0.25,1.65,0.11,0.22,0,0.0,Everton,False,Tottenham,,-0.03
Mason Holgate,Everton,Tottenham,,False,0,,,,,0,,,0.0,0,0,0,0.0,0,7225,0.0,0.0,31.9,0.25,1.65,0.11,0.22,0,0.0,Everton,False,Newcastle United,,-0.34
Mason Holgate,Everton,Newcastle United,,False,0,,,,,0,,,0.0,0,0,0,0.0,0,7226,0.0,0.0,29.0,0.25,1.65,0.11,0.22,0,0.0,Everton,True,Crystal Palace,,0.81
Mason Holgate,Everton,Crystal Palace,,True,0,,,,,0,,,0.0,0,0,0,0.0,0,7579,0.0,0.0,26.58,0.25,1.65,0.11,0.22,0,0.0,Everton,False,Fulham,,1.37
Mason Holgate,Everton,Fulham,,False,0,,,,,0,,,0.0,0,0,0,0.0,0,7722,0.0,0.0,24.54,0.25,1.65,0.11,0.22,0,0.0,Everton,True,Leeds United,,-0.79
Mason Holgate,Everton,Leeds United,,True,0,,,,,0,,,0.0,0,0,0,0.0,0,7795,0.0,0.0,22.79,0.25,1.65,0.11,0.22,0,0.0,Everton,False,Bournemouth,,0.19
Mason Holgate,Everton,Bournemouth,,False,0,,,,,0,,,0.0,0,0,0,0.0,0,7934,0.0,0.0,21.27,0.25,1.65,0.11,0.22,0,0.0,Everton,True,Wolverhampton,,-0.48
Mason Holgate,Everton,Wolverhampton,,True,0,,,,,0,,,0.0,0,0,0,0.0,0,8412,0.0,0.0,19.94,0.25,1.65,0.11,0.22,0,0.0,Everton,False,Manchester City,,-1.26
Mason Holgate,Everton,Manchester City,,False,0,,,,,0,,,0.0,0,0,0,0.0,0,8273,0.0,0.0,18.76,0.25,1.65,0.11,0.22,0,0.0,Everton,True,Brighton,,-0.71
Mason Holgate,Everton,Brighton,,True,0,,,,,0,,,0.0,0,0,0,0.0,0,8233,0.0,0.0,17.72,0.25,1.65,0.11,0.22,0,0.0,Everton,True,Southampton,,-0.38
Mason Holgate,Everton,Southampton,,True,0,,,,,0,,,0.0,0,0,0,0.0,0,8143,0.0,0.0,16.79,0.25,1.65,0.11,0.22,0,0.0,Everton,False,West Ham,,0.14
Mason Holgate,Everton,West Ham,,False,0,,,,,0,,,0.0,0,0,0,0.0,0,8049,0.0,0.0,15.95,0.25,1.65,0.11,0.22,0,0.0,Everton,True,Arsenal,,0.36
Mason Holgate,Everton,Arsenal,,True,0,,,,,0,,,0.0,0,0,0,0.0,0,7987,0.0,0.0,15.19,0.25,1.65,0.11,0.22,0,0.0,Everton,False,Liverpool,,-1.33
Mason Holgate,Everton,Liverpool,,False,0,,,,,0,,,0.0,0,0,0,0.0,0,7965,0.0,0.0,14.5,0.25,1.65,0.11,0.22,0,0.0,Everton,True,Leicester City,,0.83
Mason Holgate,Everton,Leicester City,,True,0,,,,,0,,,0.0,0,0,0,0.0,0,7969,0.0,0.0,13.87,0.25,1.65,0.11,0.22,0,0.0,Everton,True,Aston Villa,,0.55
Mason Holgate,Everton,Aston Villa,,True,0,,,,,0,,,0.0,0,0,0,0.0,0,8107,0.0,0.0,13.29,0.25,1.65,0.11,0.22,0,0.0,Everton,False,Arsenal,,-0.0
Mason Holgate,Everton,Arsenal,2023-03-01,False,45,0.0,0.0,0.0,0.0,0,0.0,0.0,0.7,0,0,2,2.21,0,8107,0.0,0.0,14.56,0.2,1.65,0.11,0.22,0,0.0,Everton,False,Nottingham Forest,,
Mason Holgate,Everton,Nottingham Forest,,False,0,,,,,0,,,0.0,0,0,0,0.0,0,7945,0.0,0.0,14.0,0.2,1.65,0.11,0.22,0,0.0,Everton,True,Brentford,,0.69
Mason Holgate,Everton,Brentford,,True,0,,,,,0,,,0.0,0,0,0,0.0,0,7935,0.0,0.0,13.48,0.2,1.65,0.11,0.22,0,0.0,Everton,False,Chelsea,,-0.72
Mason Holgate,Everton,Chelsea,,False,0,,,,,0,,,0.0,0,0,0,0.0,0,7896,0.0,0.0,13.0,0.2,1.65,0.11,0.22,0,0.0,Everton,True,Tottenham,,1.07
Mason Holgate,Everton,Tottenham,,True,0,,,,,0,,,0.0,0,0,0,0.0,0,7882,0.0,0.0,12.55,0.2,1.65,0.11,0.22,0,0.0,Everton,False,Manchester United,,-0.1
Mason Holgate,Everton,Manchester United,,False,0,,,,,0,,,0.0,0,0,0,0.0,0,7884,0.0,0.0,12.13,0.2,1.65,0.11,0.22,0,0.0,Everton,True,Fulham,,-0.3
Mason Holgate,Everton,Fulham,,True,0,,,,,0,,,0.0,0,0,0,0.0,0,7912,0.0,0.0,11.74,0.2,1.65,0.11,0.22,0,3.0,Everton,False,Crystal Palace,,0.13
Mason Holgate,Everton,Crystal Palace,2023-04-22,False,79,0.0,0.0,0.0,0.08,3,0.0,2.0,3.4,0,1,0,0.68,1,7948,0.6,0.0,13.84,0.33,1.65,0.11,0.22,0,0.0,Everton,True,Newcastle United,,0.73
Mason Holgate,Everton,Newcastle United,,True,0,,,,,0,,,0.0,0,0,0,0.0,0,7861,0.6,0.0,13.42,0.33,1.65,0.11,0.22,0,0.0,Everton,False,Leeds United,,-0.8
Mason Holgate,Everton,Leeds United,,False,0,,,,,0,,,0.0,0,0,0,0.0,0,7845,0.6,0.0,13.03,0.33,1.65,0.11,0.22,0,0.0,Everton,False,Brighton,,-0.39
Mason Holgate,Everton,Brighton,,False,0,,,,,0,,,0.0,0,0,0,0.0,0,7893,0.6,0.0,12.66,0.33,1.65,0.11,0.22,0,0.0,Everton,True,Manchester City,,-1.17
Mason Holgate,Everton,Manchester City,2023-05-14,True,55,0.0,0.65,0.0,0.0,0,1.0,0.0,0.5,0,0,3,0.62,1,7936,0.6,0.13,13.83,0.29,1.65,0.11,0.22,0,1.0,Everton,False,Wolverhampton,,-0.46
Mason Holgate,Everton,Wolverhampton,2023-05-20,False,8,0.0,0.0,0.0,0.02,1,0.0,1.0,1.3,0,0,0,0.09,0,8126,0.2,0.13,13.68,0.25,1.65,0.11,0.22,0,0.0,Everton,True,Bournemouth,,1.46
