name,team,opponent_team,date,was_home,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,clean_sheets,goals_conceded,expected_goals_conceded,starts,selected,form,xG&A_form,minutes_per_game,clean_sheet_probability,last_season_xG,last_season_xA,last_season_clean_sheet_probability,last_season_expected_goals_conceded,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Emerson Palmieri dos Santos,Chelsea,Everton,,False,0,,,,,0,,,0.0,0,0,0,0.0,0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,Chelsea,True,Tottenham,,1.07
Emerson Palmieri dos Santos,Chelsea,Tottenham,,True,0,,,,,0,,,0.0,0,0,0,0.0,0,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,Chelsea,False,Leicester City,,-0.05
Emerson Palmieri dos Santos,Chelsea,Leicester City,,False,0,,,,,0,,,0.0,0,0,0,0.0,0,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,West Ham,False,Aston Villa,,0.59
Emerson Palmieri dos Santos,West Ham,Aston Villa,,False,45,,,,,1,,,0.4,0,0,0,0.0,0,0.54,0.25,0.0,11.25,0.0,0.0,0.0,0,0,0.0,West Ham,True,Tottenham,,1.07
Emerson Palmieri dos Santos,West Ham,Tottenham,2022-08-31,True,5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.2,0,0,0,0.0,0,0.75,0.2,0.0,10.0,0.0,0.0,0.0,0,0,1.0,West Ham,False,Chelsea,,-0.72
Emerson Palmieri dos Santos,West Ham,Chelsea,,False,90,,,,,1,,,0.4,0,0,2,0.0,0,0.87,0.4,0.0,23.33,0.0,0.0,0.0,0,0,1.0,West Ham,False,Everton,,-0.63
Emerson Palmieri dos Santos,West Ham,Everton,,False,1,,,,,1,,,0.0,0,0,0,0.0,0,2.17,0.6,0.0,20.14,0.0,0.0,0.0,0,0,1.0,West Ham,True,Wolverhampton,,-0.48
Emerson Palmieri dos Santos,West Ham,Wolverhampton,,True,16,,,,,1,,,3.6,0,0,0,0.0,0,2.32,0.8,0.0,19.62,0.0,0.0,0.0,0,0,1.0,West Ham,True,Fulham,,-0.3
Emerson Palmieri dos Santos,West Ham,Fulham,,True,6,,,,,1,,,0.3,0,0,0,0.0,0,2.5,0.8,0.0,18.11,0.0,0.0,0.0,0,0,1.0,West Ham,False,Southampton,,-1.07
Emerson Palmieri dos Santos,West Ham,Southampton,,False,58,,,,,1,,,1.4,0,0,1,0.0,0,2.52,1.0,0.0,22.1,0.0,0.0,0.0,0,0,0.0,West Ham,False,Liverpool,,-1.33
Emerson Palmieri dos Santos,West Ham,Liverpool,,False,0,,,,,0,,,0.0,0,0,0,0.0,0,2.37,0.8,0.0,20.09,0.0,0.0,0.0,0,0,0.0,West Ham,True,Bournemouth,,1.46
Emerson Palmieri dos Santos,West Ham,Bournemouth,,True,0,,,,,0,,,0.0,0,0,0,0.0,0,2.33,0.6,0.0,18.42,0.0,0.0,0.0,0,0,0.0,West Ham,False,Manchester United,,-0.1
Emerson Palmieri dos Santos,West Ham,Manchester United,,False,0,,,,,0,,,0.0,0,0,0,0.0,0,2.2,0.4,0.0,17.0,0.0,0.0,0.0,0,0,0.0,West Ham,True,Crystal Palace,,0.81
Emerson Palmieri dos Santos,West Ham,Crystal Palace,,True,0,,,,,0,,,0.0,0,0,0,0.0,0,2.08,0.2,0.0,15.79,0.0,0.0,0.0,0,0,0.0,West Ham,True,Leeds United,,-0.79
Emerson Palmieri dos Santos,West Ham,Leeds United,,True,0,,,,,0,,,0.0,0,0,0,0.0,0,1.95,0.0,0.0,14.73,0.0,0.0,0.0,0,0,0.0,West Ham,False,Arsenal,,-0.0
Emerson Palmieri dos Santos,West Ham,Arsenal,,False,0,,,,,0,,,0.0,0,0,0,0.0,0,1.26,0.0,0.0,13.81,0.0,0.0,0.0,0,0,1.0,West Ham,True,Brentford,,0.69
Emerson Palmieri dos Santos,West Ham,Brentford,,True,63,,,,,1,,,7.3,0,0,2,0.92,1,1.24,0.2,0.0,16.71,0.0,0.0,0.0,0,0,0.0,West Ham,False,Leicester City,,-0.05
Emerson Palmieri dos Santos,West Ham,Leicester City,,False,0,,,,,0,,,0.0,0,0,0,0.0,0,1.22,0.2,0.0,15.78,0.0,0.0,0.0,0,0,0.0,West Ham,False,Wolverhampton,,-0.46
Emerson Palmieri dos Santos,West Ham,Wolverhampton,,False,0,,,,,0,,,0.0,0,0,0,0.0,0,1.2,0.2,0.0,14.95,0.0,0.0,0.0,0,0,6.0,West Ham,True,Everton,,0.34
Emerson Palmieri dos Santos,West Ham,Everton,,True,80,,,,,6,,,6.7,0,1,0,0.67,1,1.17,1.4,0.0,18.2,0.11,0.0,0.0,0,0,2.0,West Ham,False,Newcastle United,,-0.34
Emerson Palmieri dos Santos,West Ham,Newcastle United,,False,90,,,,,2,,,3.5,0,0,1,0.82,1,1.19,1.8,0.0,21.62,0.1,0.0,0.0,0,0,10.0,West Ham,True,Chelsea,,-0.25
Emerson Palmieri dos Santos,West Ham,Chelsea,,True,90,,,,,10,,,8.6,2,0,1,1.15,1,1.21,3.6,0.0,24.73,0.09,0.0,0.0,0,0,1.0,West Ham,False,Tottenham,,-0.03
Emerson Palmieri dos Santos,West Ham,Tottenham,,False,81,,,,,1,,,1.4,0,0,2,1.48,1,1.41,3.8,0.0,27.17,0.08,0.0,0.0,0,0,0.0,West Ham,True,Nottingham Forest,,
Emerson Palmieri dos Santos,West Ham,Nottingham Forest,,True,0,,,,,0,,,0.0,0,0,0,0.0,0,1.96,3.8,0.0,26.04,0.08,0.0,0.0,0,0,0.0,West Ham,False,Brighton,,-0.39
Emerson Palmieri dos Santos,West Ham,Brighton,,False,90,,,,,0,,,1.5,0,0,4,3.56,1,1.66,2.6,0.0,28.6,0.08,0.0,0.0,0,0,2.0,West Ham,True,Aston Villa,,0.55
Emerson Palmieri dos Santos,West Ham,Aston Villa,,True,90,,,,,2,,,4.7,0,0,1,1.58,1,1.61,2.6,0.0,30.96,0.07,0.0,0.0,0,0,6.0,West Ham,True,Southampton,,-0.38
Emerson Palmieri dos Santos,West Ham,Southampton,,True,87,,,,,6,,,5.0,0,1,0,0.39,1,1.51,1.8,0.0,33.04,0.13,0.0,0.0,0,0,-1.0,West Ham,True,Newcastle United,,0.73
