name,team,opponent_team,date,was_home,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,clean_sheets,goals_conceded,expected_goals_conceded,starts,selected,form,xG&A_form,minutes_per_game,clean_sheet_probability,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Kalidou Koulibaly,Chelsea,Everton,2022-08-06,False,74,0.0,0.04,0.0,0.0,6,1.0,0.0,3.9,0,1,0,0.0,0,696788,6.0,0.04,74.0,1.0,7.0,Chelsea,True,Tottenham,,1.07
Kalidou Koulibaly,Chelsea,Tottenham,2022-08-14,True,90,1.0,0.14,0.0,0.0,7,3.0,0.0,7.4,0,0,2,0.0,0,921100,6.5,0.09,82.0,0.5,-2.0,Chelsea,False,Leicester City,,-0.05
Kalidou Koulibaly,Chelsea,Leicester City,2022-08-21,False,83,0.0,0.01,0.0,0.0,-2,1.0,0.0,4.0,0,0,3,0.0,0,1290657,3.67,0.06,82.33,0.33,0.0,Chelsea,True,Leeds United,,-0.79
Kalidou Koulibaly,Chelsea,Leeds United,,True,0,,,,,0,,,0.0,0,0,0,0.0,0,793091,2.75,0.05,61.75,0.33,1.0,Chelsea,False,Southampton,,-1.07
Kalidou Koulibaly,Chelsea,Southampton,2022-08-30,False,90,0.0,0.0,0.0,0.0,1,0.0,0.0,2.1,0,0,2,0.0,0,828779,2.4,0.04,67.4,0.25,2.0,Chelsea,True,West Ham,,0.63
Kalidou Koulibaly,Chelsea,West Ham,2022-09-03,True,90,0.0,0.03,0.0,0.0,2,1.0,0.0,3.6,0,0,1,0.0,0,822809,1.6,0.04,71.17,0.2,0.0,Chelsea,False,Crystal Palace,,0.13
Kalidou Koulibaly,Chelsea,Crystal Palace,,False,0,,,,,0,,,0.0,0,0,0,0.0,0,772480,0.2,0.01,61.0,0.2,8.0,Chelsea,True,Wolverhampton,,-0.48
Kalidou Koulibaly,Chelsea,Wolverhampton,2022-10-08,True,90,0.0,0.03,0.0,0.02,8,1.0,1.0,3.9,2,1,0,0.0,0,744851,2.2,0.01,64.62,0.33,0.0,Chelsea,False,Aston Villa,,0.59
Kalidou Koulibaly,Chelsea,Aston Villa,2022-10-16,False,45,0.0,0.0,0.0,0.0,0,0.0,0.0,1.3,0,0,0,0.0,0,893853,2.2,0.01,62.44,0.29,6.0,Chelsea,False,Brentford,,-0.55
Kalidou Koulibaly,Chelsea,Brentford,2022-10-19,False,90,0.0,0.0,0.0,0.06,6,0.0,1.0,3.5,0,1,0,0.0,0,952315,3.2,0.01,65.2,0.38,0.0,Chelsea,True,Manchester United,,0.38
Kalidou Koulibaly,Chelsea,Manchester United,,True,0,,,,,0,,,0.0,0,0,0,0.0,0,894717,2.8,0.01,59.27,0.38,0.0,Chelsea,False,Brighton,,-0.39
Kalidou Koulibaly,Chelsea,Brighton,,False,0,,,,,0,,,0.0,0,0,0,0.0,0,744488,2.8,0.01,54.33,0.38,0.0,Chelsea,True,Arsenal,,0.36
