name,team,opponent_team,date,was_home,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,clean_sheets,goals_conceded,expected_goals_conceded,starts,selected,form,xG&A_form,minutes_per_game,clean_sheet_probability,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Rico Lewis,Man City,West Ham,,False,0,,,,,0,,,0.0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,1.0,Man City,True,Bournemouth,,1.46
Rico Lewis,Man City,Bournemouth,2022-08-13,True,8,0.0,0.0,0.0,0.0,1,0.0,0.0,0.2,0,0,0,0.0,0,1652,0.5,0.0,4.0,0.0,0.0,Man City,False,Newcastle United,,-0.34
Rico Lewis,Man City,Newcastle United,,False,0,,,,,0,,,0.0,0,0,0,0.0,0,5877,0.33,0.0,2.67,0.0,0.0,Man City,True,Crystal Palace,,0.81
Rico Lewis,Man City,Crystal Palace,,True,0,,,,,0,,,0.0,0,0,0,0.0,0,7291,0.25,0.0,2.0,0.0,1.0,Man City,True,Nottingham Forest,,
Rico Lewis,Man City,Nottingham Forest,2022-08-31,True,15,0.0,0.0,0.0,0.0,1,0.0,0.0,0.8,0,0,0,0.0,0,8059,0.4,0.0,4.6,0.0,0.0,Man City,False,Aston Villa,,0.59
Rico Lewis,Man City,Aston Villa,,False,0,,,,,0,,,0.0,0,0,0,0.0,0,9122,0.4,0.0,3.83,0.0,0.0,Man City,False,Wolverhampton,,-0.46
Rico Lewis,Man City,Wolverhampton,,False,0,,,,,0,,,0.0,0,0,0,0.0,0,9896,0.2,0.0,3.29,0.0,0.0,Man City,True,Manchester United,,0.38
Rico Lewis,Man City,Manchester United,,True,0,,,,,0,,,0.0,0,0,0,0.0,0,10153,0.2,0.0,2.88,0.0,1.0,Man City,True,Southampton,,-0.38
Rico Lewis,Man City,Southampton,2022-10-08,True,12,0.0,0.0,0.0,0.0,1,0.0,0.0,0.5,0,0,0,0.0,0,12163,0.4,0.0,3.89,0.0,0.0,Man City,False,Liverpool,,-1.33
Rico Lewis,Man City,Liverpool,,False,0,,,,,0,,,0.0,0,0,0,0.0,0,12782,0.2,0.0,3.5,0.0,0.0,Man City,True,Brighton,,-0.71
Rico Lewis,Man City,Brighton,,True,0,,,,,0,,,0.0,0,0,0,0.0,0,12619,0.2,0.0,3.18,0.0,0.0,Man City,False,Leeds United,,-0.8
Rico Lewis,Man City,Leeds United,,False,0,,,,,0,,,0.0,0,0,0,0.0,0,12591,0.2,0.0,2.92,0.0,0.0,Man City,True,Fulham,,-0.3
Rico Lewis,Man City,Fulham,,True,0,,,,,0,,,0.0,0,0,0,0.0,0,12778,0.2,0.0,2.69,0.0,0.0,Man City,True,Brentford,,0.69
Rico Lewis,Man City,Brentford,,True,0,,,,,0,,,0.0,0,0,0,0.0,0,14245,0.0,0.0,2.5,0.0,5.0,Man City,False,Leicester City,,-0.05
Rico Lewis,Man City,Leicester City,2022-12-28,False,67,0.0,0.0,0.0,0.47,5,0.0,2.0,3.5,0,1,0,0.19,1,17320,1.0,0.0,6.8,0.25,2.0,Man City,True,Everton,,0.34
Rico Lewis,Man City,Everton,2022-12-31,True,86,0.0,0.0,0.0,0.0,2,0.0,0.0,2.0,0,0,1,0.09,1,28551,1.4,0.0,11.75,0.2,1.0,Man City,False,Chelsea,,-0.72
Rico Lewis,Man City,Chelsea,2023-01-05,False,45,0.0,0.0,0.0,0.0,1,0.0,0.0,1.0,0,0,0,0.17,0,42187,1.6,0.0,13.71,0.17,0.0,Man City,False,Manchester United,,-0.1
Rico Lewis,Man City,Manchester United,,False,0,,,,,0,,,0.0,0,0,0,0.0,0,96695,1.6,0.0,12.94,0.17,1.0,Man City,True,Tottenham,,1.07
Rico Lewis,Man City,Tottenham,2023-01-19,True,82,0.0,0.02,0.0,0.0,1,1.0,0.0,2.3,0,0,2,0.84,1,96695,1.8,0.0,16.58,0.14,1.0,Man City,True,Wolverhampton,,-0.48
Rico Lewis,Man City,Wolverhampton,2023-01-22,True,45,0.0,0.0,0.0,0.19,1,0.0,2.0,4.1,0,0,0,0.0,1,110882,1.0,0.0,18.0,0.12,2.0,Man City,False,Tottenham,,-0.03
Rico Lewis,Man City,Tottenham,2023-02-05,False,90,0.0,0.0,0.0,0.02,2,0.0,1.0,3.6,0,0,1,1.48,1,175546,1.0,0.0,21.43,0.11,0.0,Man City,True,Aston Villa,,0.55
Rico Lewis,Man City,Aston Villa,,True,0,,,,,0,,,0.0,0,0,0,0.0,0,249335,0.8,0.0,20.45,0.11,0.0,Man City,False,Arsenal,,-0.0
Rico Lewis,Man City,Arsenal,,False,0,,,,,0,,,0.0,0,0,0,0.0,0,249335,0.8,0.0,19.57,0.11,0.0,Man City,False,Nottingham Forest,,
Rico Lewis,Man City,Nottingham Forest,,False,0,,,,,0,,,0.0,0,0,0,0.0,0,235689,0.6,0.0,18.75,0.11,2.0,Man City,False,Bournemouth,,0.19
Rico Lewis,Man City,Bournemouth,2023-02-25,False,90,0.0,0.12,0.0,0.04,2,2.0,1.0,3.9,0,0,1,1.35,1,194299,0.8,0.02,21.6,0.1,0.0,Man City,True,Newcastle United,,0.73
Rico Lewis,Man City,Newcastle United,,True,0,,,,,0,,,0.0,0,0,0,0.0,0,186873,0.4,0.02,20.77,0.1,0.0,Man City,False,Crystal Palace,,0.13
Rico Lewis,Man City,Crystal Palace,,False,0,,,,,0,,,0.0,0,0,0,0.0,0,162438,0.4,0.02,20.0,0.1,0.0,Man City,True,Liverpool,,-0.53
Rico Lewis,Man City,Liverpool,,True,0,,,,,0,,,0.0,0,0,0,0.0,0,115587,0.4,0.02,19.29,0.1,0.0,Man City,False,Southampton,,-1.07
Rico Lewis,Man City,Southampton,,False,0,,,,,0,,,0.0,0,0,0,0.0,0,109940,0.4,0.02,18.62,0.1,0.0,Man City,True,Leeds United,,-0.79
Rico Lewis,Man City,Leeds United,,True,0,,,,,0,,,0.0,0,0,0,0.0,0,102138,0.0,0.0,18.0,0.1,0.0,Man City,True,Arsenal,,0.36
Rico Lewis,Man City,Arsenal,,True,0,,,,,0,,,0.0,0,0,0,0.0,0,90526,0.0,0.0,17.42,0.1,0.0,Man City,False,Fulham,,1.37
Rico Lewis,Man City,Fulham,,False,0,,,,,0,,,0.0,0,0,0,0.0,0,82271,0.0,0.0,16.88,0.1,0.0,Man City,True,West Ham,,0.63
Rico Lewis,Man City,West Ham,,True,0,,,,,0,,,0.0,0,0,0,0.0,0,82271,0.0,0.0,16.36,0.1,2.0,Man City,True,Leicester City,,0.83
Rico Lewis,Man City,Leicester City,2023-05-06,True,90,0.0,0.02,0.0,0.42,2,1.0,1.0,3.6,0,0,1,0.23,1,82572,0.4,0.0,18.53,0.09,0.0,Man City,False,Everton,,-0.63
Rico Lewis,Man City,Everton,,False,0,,,,,0,,,0.0,0,0,0,0.0,0,91035,0.4,0.0,18.0,0.09,6.0,Man City,True,Chelsea,,-0.25
Rico Lewis,Man City,Chelsea,2023-05-21,True,90,0.0,0.0,0.0,0.09,6,0.0,1.0,2.2,0,1,0,1.23,1,87871,1.6,0.0,20.0,0.17,2.0,Man City,False,Brighton,,-0.39
Rico Lewis,Man City,Brighton,2023-05-24,False,90,0.0,0.04,0.0,0.0,2,1.0,0.0,3.0,0,0,1,2.53,1,87871,2.0,0.01,21.89,0.15,2.0,Man City,False,Brentford,,-0.55
Rico Lewis,Man City,Brentford,2023-05-28,False,90,0.0,0.0,0.0,0.14,2,0.0,3.0,0.0,0,0,1,0.41,1,132924,2.4,0.01,23.68,0.14,6.0,Man City,False,Burnley,,0.0
