name,team,opponent_team,date,was_home,position,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,form,xG&A_form,minutes_per_game
Pierre-Emerick Aubameyang,Arsenal,Leeds United,2021-10-30,False,FW,90,0,0.62,0,0.0,2,2,0,7.1,0,0.0,0.0,90.0
Pierre-Emerick Aubameyang,Arsenal,Watford,2021-11-07,True,FW,90,0,0.81,0,0.0,-1,3,0,4.1,0,2.0,0.62,90.0
Pierre-Emerick Aubameyang,Arsenal,Liverpool,2021-11-20,False,FW,90,0,0.08,0,0.08,2,1,1,3.0,0,0.5,0.71,90.0
Pierre-Emerick Aubameyang,Arsenal,Newcastle United,2021-11-27,True,FW,75,0,1.18,0,0.0,1,2,0,3.6,0,1.0,0.5,86.25
Pierre-Emerick Aubameyang,Arsenal,Manchester United,2021-12-02,False,FW,78,0,0.64,0,0.0,2,5,0,8.5,0,1.0,0.67,84.6
Pierre-Emerick Aubameyang,Arsenal,Everton,2021-12-06,False,Sub,5,0,0.08,0,0.0,1,1,0,1.9,0,1.2,0.67,71.33
Pierre-Emerick Aubameyang,Arsenal,Chelsea,2021-08-22,True,Sub,29,0,0.04,0,0.0,1,1,0,2.5,0,1.0,0.56,65.29
Pierre-Emerick Aubameyang,Arsenal,Watford,2022-03-06,False,FW,0,0,0.24,0,0.21,0,2,1,0.0,0,1.4,0.41,57.12
Pierre-Emerick Aubameyang,Arsenal,Leeds United,2022-03-13,True,FW,0,1,0.98,0,0.0,0,4,0,0.0,0,1.0,0.44,50.78
Pierre-Emerick Aubameyang,Arsenal,Manchester City,2021-08-28,False,FW,58,0,0.0,0,0.0,1,0,0,0.1,0,0.8,0.4,51.5
Pierre-Emerick Aubameyang,Arsenal,West Ham,2022-05-01,False,FW,0,0,0.7,0,0.03,0,4,1,0.0,0,0.6,0.27,46.82
Pierre-Emerick Aubameyang,Arsenal,Everton,2022-05-22,True,FW,0,0,0.11,0,0.0,0,2,0,0.0,0,0.4,0.39,42.92
Pierre-Emerick Aubameyang,Arsenal,Norwich,2021-09-11,True,FW,90,1,0.97,0,0.16,9,6,2,16.1,3,0.2,0.41,46.54
Pierre-Emerick Aubameyang,Arsenal,Burnley,2021-09-18,False,FW,90,0,0.05,0,0.27,2,2,3,6.3,0,2.0,0.55,49.64
Pierre-Emerick Aubameyang,Arsenal,Tottenham,2021-09-26,True,FW,90,1,0.22,0,0.0,7,4,0,11.7,1,2.4,0.37,52.33
Pierre-Emerick Aubameyang,Arsenal,Brighton,2021-10-02,False,FW,71,0,0.04,0,0.0,2,1,0,4.0,0,3.6,0.41,53.5
Pierre-Emerick Aubameyang,Arsenal,Crystal Palace,2021-10-18,True,FW,90,1,0.52,0,0.12,9,1,1,9.1,3,4.0,0.28,55.65
Pierre-Emerick Aubameyang,Arsenal,Aston Villa,2021-10-22,True,FW,90,1,1.64,1,0.18,6,5,2,14.9,0,5.8,0.36,57.56
