name,team,opponent_team,date,was_home,position,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus
Liam Delap,Man City,Norwich,2022-02-12,False,Sub,8,0,0.0,0,0,1,0,0,0.1,0
