name,team,opponent_team,date,was_home,position,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,form,xG&A_form,minutes_per_game
Ivan Toney,Brentford,Arsenal,2021-08-13,True,FW,90,0,0.0,0,0.12,2,0,1,2.6,0,0.0,0.0,90.0
Ivan Toney,Brentford,Burnley,2021-10-30,False,FW,90,0,0.48,0,0.0,2,4,0,4.3,0,2.0,0.0,90.0
Ivan Toney,Brentford,Norwich,2021-11-06,True,FW,90,0,0.14,0,0.0,1,2,0,3.4,0,2.0,0.24,90.0
Ivan Toney,Brentford,Newcastle United,2021-11-20,False,FW,90,1,0.39,0,0.01,6,3,1,10.2,0,1.67,0.21,90.0
Ivan Toney,Brentford,Everton,2021-11-28,True,FW,90,1,0.76,0,0.0,9,1,0,7.3,3,2.75,0.25,90.0
Ivan Toney,Brentford,Tottenham,2021-12-02,False,FW,90,0,0.17,0,0.01,2,3,1,8.0,0,4.0,0.35,90.0
Ivan Toney,Brentford,Brighton,2021-12-26,False,FW,90,0,0.08,0,0.16,1,2,3,8.2,0,4.0,0.39,90.0
Ivan Toney,Brentford,Crystal Palace,2021-08-21,False,FW,90,0,0.33,0,0.0,2,5,0,7.2,0,3.8,0.31,90.0
Ivan Toney,Brentford,Manchester City,2021-12-29,True,FW,90,0,0.0,0,0.0,2,0,0,1.5,0,4.0,0.34,90.0
Ivan Toney,Brentford,Aston Villa,2022-01-02,True,FW,90,0,0.09,0,0.06,1,2,1,1.6,0,3.2,0.27,90.0
Ivan Toney,Brentford,Southampton,2022-01-11,False,FW,90,0,0.16,0,0.0,1,2,0,6.3,0,1.6,0.13,90.0
Ivan Toney,Brentford,Liverpool,2022-01-16,False,FW,90,0,0.16,0,0.0,2,3,0,6.0,0,1.4,0.13,90.0
Ivan Toney,Brentford,Manchester United,2022-01-19,True,FW,90,1,0.35,0,0.6,8,4,3,16.3,2,1.6,0.15,90.0
Ivan Toney,Brentford,Wolverhampton,2022-01-22,True,FW,90,1,0.28,0,0.03,7,3,1,10.9,1,2.8,0.15,90.0
Ivan Toney,Brentford,Newcastle United,2022-02-26,True,Sub,28,0,0.07,0,0.28,1,1,1,3.7,0,3.8,0.21,85.87
Ivan Toney,Brentford,Norwich,2022-03-05,False,FW,90,3,1.88,0,0.05,17,3,1,18.6,3,3.8,0.2,86.12
Ivan Toney,Brentford,Burnley,2022-03-12,True,FW,90,2,1.27,0,0.11,12,2,1,15.1,3,7.0,0.55,86.35
Ivan Toney,Brentford,Aston Villa,2021-08-28,False,FW,90,1,0.48,0,0.04,6,2,1,7.9,1,9.0,0.77,86.56
Ivan Toney,Brentford,Leeds United,2022-03-20,False,FW,90,0,0.13,0,0.57,2,3,1,5.4,0,8.6,0.8,86.74
Ivan Toney,Brentford,Chelsea,2022-04-02,False,FW,90,0,0.86,1,0.32,5,6,1,12.5,0,7.6,0.77,86.9
Ivan Toney,Brentford,West Ham,2022-04-10,True,FW,90,1,0.79,1,0.28,12,3,5,20.1,3,8.4,1.12,87.05
Ivan Toney,Brentford,Watford,2022-04-16,False,FW,90,0,0.33,0,0.08,1,2,3,5.2,0,7.4,1.11,87.18
Ivan Toney,Brentford,Tottenham,2022-04-23,True,FW,90,0,0.3,0,0.03,2,5,1,7.5,0,5.2,0.92,87.3
Ivan Toney,Brentford,Manchester United,2022-05-02,False,FW,90,0,0.41,0,0.01,2,3,1,5.6,0,4.4,0.88,87.42
Ivan Toney,Brentford,Southampton,2022-05-07,True,FW,90,0,0.27,1,1.42,5,3,3,11.4,0,4.4,0.94,87.52
Ivan Toney,Brentford,Everton,2022-05-15,False,FW,90,0,0.48,0,0.04,2,3,1,5.3,0,4.4,0.82,87.62
Ivan Toney,Brentford,Leicester City,2022-05-22,True,FW,90,0,0.13,0,0.0,1,4,0,0.0,0,2.4,0.56,87.7
Ivan Toney,Brentford,Brighton,2021-09-11,True,FW,90,0,0.02,0,0.64,2,2,3,5.5,0,2.4,0.52,87.79
Ivan Toney,Brentford,Wolverhampton,2021-09-18,False,FW,90,1,0.8,1,0.83,12,3,2,11.3,3,2.4,0.46,87.86
Ivan Toney,Brentford,Liverpool,2021-09-25,True,FW,90,0,0.18,1,1.24,5,3,2,7.5,0,4.4,0.74,87.93
Ivan Toney,Brentford,West Ham,2021-10-03,False,FW,90,0,0.08,0,0.25,2,1,2,6.4,0,4.4,0.72,88.0
Ivan Toney,Brentford,Chelsea,2021-10-16,True,FW,90,0,0.12,0,0.0,2,2,0,5.3,0,4.4,0.64,88.06
Ivan Toney,Brentford,Leeds United,2021-10-24,True,FW,90,0,0.09,0,0.17,2,3,3,9.3,0,4.6,0.64,88.12
