name,team,opponent_team,was_home,minutes,total_points,ict_index,bonus
Gabriel Fernando de Jesus,Man City,Tottenham,False,20,1,1.6,0
Gabriel Fernando de Jesus,Man City,Crystal Palace,True,90,2,9.4,0
Gabriel Fernando de Jesus,Man City,Manchester United,False,90,2,8.2,0
Gabriel Fernando de Jesus,Man City,Everton,True,0,0,0.0,0
Gabriel Fernando de Jesus,Man City,West Ham,True,90,2,10.1,0
Gabriel Fernando de Jesus,Man City,Aston Villa,False,86,5,10.6,0
Gabriel Fernando de Jesus,Man City,Watford,False,15,1,1.7,0
Gabriel Fernando de Jesus,Man City,Wolverhampton,True,90,2,7.4,0
Gabriel Fernando de Jesus,Man City,Leicester City,True,0,0,0.0,0
Gabriel Fernando de Jesus,Man City,Newcastle United,False,90,5,11.9,0
Gabriel Fernando de Jesus,Man City,Leeds United,True,0,0,0.0,0
Gabriel Fernando de Jesus,Man City,Norwich,True,90,11,10.1,3
Gabriel Fernando de Jesus,Man City,Brentford,False,90,2,7.8,0
Gabriel Fernando de Jesus,Man City,Arsenal,False,62,2,2.4,0
Gabriel Fernando de Jesus,Man City,Chelsea,True,2,1,0.0,0
Gabriel Fernando de Jesus,Man City,Southampton,False,30,1,2.0,0
Gabriel Fernando de Jesus,Man City,Brentford,True,0,0,0.0,0
Gabriel Fernando de Jesus,Man City,Norwich,False,0,0,0.0,0
Gabriel Fernando de Jesus,Man City,Tottenham,True,0,0,0.0,0
Gabriel Fernando de Jesus,Man City,Everton,False,13,1,0.1,0
Gabriel Fernando de Jesus,Man City,Manchester United,True,0,0,0.0,0
Gabriel Fernando de Jesus,Man City,Crystal Palace,False,0,0,0.0,0
Gabriel Fernando de Jesus,Man City,Arsenal,True,60,12,16.2,3
Gabriel Fernando de Jesus,Man City,Burnley,False,26,1,3.8,0
Gabriel Fernando de Jesus,Man City,Liverpool,True,82,9,12.6,3
Gabriel Fernando de Jesus,Man City,Brighton,True,7,1,0.0,0
Gabriel Fernando de Jesus,Man City,Watford,True,90,24,31.5,3
Gabriel Fernando de Jesus,Man City,Leicester City,False,90,8,16.6,2
Gabriel Fernando de Jesus,Man City,Newcastle United,True,63,2,2.2,0
Gabriel Fernando de Jesus,Man City,Wolverhampton,False,0,0,0.0,0
Gabriel Fernando de Jesus,Man City,West Ham,False,90,1,8.8,0
Gabriel Fernando de Jesus,Man City,Aston Villa,True,90,2,0.0,0
Gabriel Fernando de Jesus,Man City,Leeds United,False,83,2,6.5,0
Gabriel Fernando de Jesus,Man City,Southampton,True,66,2,2.9,0
Gabriel Fernando de Jesus,Man City,Chelsea,False,90,8,9.7,2
Gabriel Fernando de Jesus,Man City,Liverpool,False,90,5,9.7,0
Gabriel Fernando de Jesus,Man City,Burnley,True,0,0,0.0,0
Gabriel Fernando de Jesus,Man City,Brighton,False,86,5,10.8,0
