name,team,opponent_team,was_home,minutes,total_points,ict_index,bonus
Kayky da Silva Chagas,Man City,Leeds United,True,0,0,0.0,0
Kayky da Silva Chagas,Man City,Brentford,False,0,0,0.0,0
Kayky da Silva Chagas,Man City,Arsenal,False,0,0,0.0,0
Kayky da Silva Chagas,Man City,Chelsea,True,0,0,0.0,0
Kayky da Silva Chagas,Man City,Southampton,False,0,0,0.0,0
Kayky da Silva Chagas,Man City,Brentford,True,0,0,0.0,0
Kayky da Silva Chagas,Man City,Norwich,False,6,1,0.0,0
Kayky da Silva Chagas,Man City,Tottenham,True,0,0,0.0,0
Kayky da Silva Chagas,Man City,Everton,False,0,0,0.0,0
Kayky da Silva Chagas,Man City,Manchester United,True,0,0,0.0,0
Kayky da Silva Chagas,Man City,Crystal Palace,False,0,0,0.0,0
Kayky da Silva Chagas,Man City,Burnley,False,0,0,0.0,0
Kayky da Silva Chagas,Man City,Liverpool,True,0,0,0.0,0
Kayky da Silva Chagas,Man City,Brighton,True,0,0,0.0,0
Kayky da Silva Chagas,Man City,Watford,True,0,0,0.0,0
Kayky da Silva Chagas,Man City,Leicester City,False,0,0,0.0,0
Kayky da Silva Chagas,Man City,Newcastle United,True,0,0,0.0,0
Kayky da Silva Chagas,Man City,Wolverhampton,False,0,0,0.0,0
Kayky da Silva Chagas,Man City,West Ham,False,0,0,0.0,0
Kayky da Silva Chagas,Man City,Aston Villa,True,0,0,0.0,0
