name,team,opponent_team,date,was_home,position,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,form,xG&A_form,minutes_per_game
Juan Camilo Hernández Suárez,Watford,Aston Villa,2021-08-14,True,Sub,24,1,0.08,0,0.0,6,2,0,6.3,1,0.0,0.0,24.0
Juan Camilo Hernández Suárez,Watford,Southampton,2021-10-30,True,ML,45,0,0.07,0,0.0,1,1,0,1.3,0,6.0,0.08,34.5
Juan Camilo Hernández Suárez,Watford,Arsenal,2021-11-07,False,Sub,16,0,0.0,0,0.06,1,0,1,2.5,0,3.5,0.07,28.33
Juan Camilo Hernández Suárez,Watford,Manchester United,2021-11-20,True,Sub,22,0,0.0,0,0.25,1,0,3,5.6,0,2.67,0.05,26.75
Juan Camilo Hernández Suárez,Watford,Leeds United,2021-11-28,False,MR,90,0,0.15,0,0.37,2,3,1,6.4,0,2.25,0.04,39.4
Juan Camilo Hernández Suárez,Watford,Manchester City,2021-12-04,True,Sub,45,1,0.36,0,0.14,6,2,4,14.1,1,2.2,0.06,40.33
Juan Camilo Hernández Suárez,Watford,Brentford,2021-12-10,False,AMR,76,0,0.05,0,0.03,2,1,1,1.3,0,2.2,0.11,45.43
Juan Camilo Hernández Suárez,Watford,Brighton,2021-08-21,False,Sub,45,0,0.01,0,0.0,1,1,0,0.6,0,2.4,0.11,45.38
Juan Camilo Hernández Suárez,Watford,West Ham,2021-12-28,True,MR,45,0,0.03,0,0.0,1,1,0,0.3,0,2.4,0.11,45.33
Juan Camilo Hernández Suárez,Watford,Tottenham,2022-01-01,True,Sub,1,0,0.0,0,0.0,1,0,0,0.0,0,2.4,0.12,40.9
Juan Camilo Hernández Suárez,Watford,Newcastle United,2022-01-15,False,Sub,6,0,0.0,0,0.0,1,0,0,0.1,0,2.2,0.09,37.73
Juan Camilo Hernández Suárez,Watford,Norwich,2022-01-21,True,Sub,31,0,0.48,0,0.0,1,3,0,5.8,0,1.2,0.02,37.17
Juan Camilo Hernández Suárez,Watford,Burnley,2022-02-05,False,Sub,7,0,0.03,0,0.05,1,1,1,2.2,0,1.0,0.1,34.85
Juan Camilo Hernández Suárez,Watford,Aston Villa,2022-02-19,False,Sub,1,0,0.0,0,0.0,1,0,0,0.2,0,1.0,0.11,32.43
Juan Camilo Hernández Suárez,Watford,Crystal Palace,2022-02-23,True,Sub,39,0,0.02,0,0.0,1,1,0,0.2,0,1.0,0.1,32.87
Juan Camilo Hernández Suárez,Watford,Arsenal,2022-03-06,True,FWR,90,1,0.16,1,0.43,11,3,2,13.2,3,1.0,0.11,36.44
Juan Camilo Hernández Suárez,Watford,Wolverhampton,2022-03-10,False,FWR,90,0,0.15,0,0.0,0,2,0,2.5,0,3.0,0.34,39.59
Juan Camilo Hernández Suárez,Watford,Southampton,2022-03-13,False,FWR,90,2,0.69,0,0.04,12,3,1,12.0,3,2.8,0.27,42.39
Juan Camilo Hernández Suárez,Watford,Tottenham,2021-08-29,False,Sub,25,0,0.08,0,0.0,1,1,0,0.7,0,5.0,0.4,41.47
Juan Camilo Hernández Suárez,Watford,Liverpool,2022-04-02,False,ML,77,0,0.05,0,0.0,1,2,0,5.0,0,5.0,0.42,43.25
Juan Camilo Hernández Suárez,Watford,Leicester City,2022-04-09,True,FWL,38,0,0.02,0,0.0,1,1,0,0.8,0,5.0,0.43,43.0
Juan Camilo Hernández Suárez,Watford,Chelsea,2022-05-22,False,Sub,18,0,0.0,0,0.0,1,0,0,0.0,0,3.0,0.2,41.86
Juan Camilo Hernández Suárez,Watford,Wolverhampton,2021-09-11,True,Sub,37,0,0.0,0,0.0,1,0,0,1.0,0,3.2,0.17,41.65
Juan Camilo Hernández Suárez,Watford,Liverpool,2021-10-16,True,FW,90,0,0.08,0,0.01,2,2,1,4.2,0,1.0,0.03,43.67
Juan Camilo Hernández Suárez,Watford,Everton,2021-10-23,False,ML,90,0,0.17,1,0.32,5,3,5,12.2,0,1.2,0.03,45.52
