name,team,opponent_team,date,was_home,position,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,form,xG&A_form,minutes_per_game
Alexandre Lacazette,Arsenal,Leeds United,2021-10-30,False,AMC,57,0,0.0,0,0.0,1,0,0,1.2,0,0.0,0.0,57.0
Alexandre Lacazette,Arsenal,Watford,2021-11-07,True,AMC,68,0,0.1,0,0.04,2,1,1,5.0,0,1.0,0.0,62.5
Alexandre Lacazette,Arsenal,Liverpool,2021-11-20,False,AMC,66,0,0.0,0,0.1,2,0,2,3.3,0,1.5,0.05,63.67
Alexandre Lacazette,Arsenal,Newcastle United,2021-11-27,True,Sub,14,0,0.11,0,0.0,1,1,0,0.8,0,1.67,0.03,51.25
Alexandre Lacazette,Arsenal,Manchester United,2021-12-02,False,Sub,11,0,0.0,0,0.0,1,0,0,0.0,0,1.5,0.05,43.2
Alexandre Lacazette,Arsenal,Everton,2021-12-06,False,FW,84,0,0.0,0,0.0,2,0,0,0.8,0,1.4,0.04,50.0
Alexandre Lacazette,Arsenal,Southampton,2021-12-11,True,FW,82,1,0.36,0,0.04,7,1,1,7.3,1,1.6,0.04,54.57
Alexandre Lacazette,Arsenal,West Ham,2021-12-15,True,FW,87,0,0.91,1,0.37,3,3,2,13.6,0,2.6,0.09,58.62
Alexandre Lacazette,Arsenal,Leicester City,2021-12-18,False,FW,90,0,0.98,1,0.46,5,2,2,11.5,0,2.8,0.48,62.11
Alexandre Lacazette,Arsenal,Norwich,2021-12-26,False,FW,90,1,1.37,1,0.04,11,2,1,10.0,2,3.6,0.85,64.9
Alexandre Lacazette,Arsenal,Manchester City,2022-01-01,True,FW,70,0,0.05,0,0.03,2,1,1,2.6,0,5.6,1.32,65.36
Alexandre Lacazette,Arsenal,Burnley,2022-01-23,True,FW,90,0,0.51,0,0.21,2,3,3,7.5,0,5.6,1.33,67.42
Alexandre Lacazette,Arsenal,Wolverhampton,2022-02-10,False,FW,80,0,0.38,1,0.92,5,4,2,14.1,0,4.6,1.36,68.38
Alexandre Lacazette,Arsenal,Brentford,2022-02-19,True,FW,83,0,0.17,1,0.18,5,3,3,9.5,0,5.0,1.26,69.43
Alexandre Lacazette,Arsenal,Wolverhampton,2022-02-24,True,FW,90,0,0.69,0,0.09,5,8,2,14.8,0,5.0,1.09,70.8
Alexandre Lacazette,Arsenal,Watford,2022-03-06,False,FW,79,0,0.21,2,0.13,8,2,2,7.7,0,3.8,0.76,71.31
Alexandre Lacazette,Arsenal,Leeds United,2022-03-13,True,FW,87,1,0.98,0,0.0,6,4,0,9.0,0,5.0,1.19,72.24
Alexandre Lacazette,Arsenal,Liverpool,2022-03-16,True,FW,79,0,0.02,0,0.37,2,1,2,3.8,0,5.8,1.28,72.61
Alexandre Lacazette,Arsenal,Manchester City,2021-08-28,False,Sub,31,0,0.0,0,0.0,1,0,0,0.1,0,5.2,1.01,70.42
Alexandre Lacazette,Arsenal,Aston Villa,2022-03-19,False,FW,77,0,0.12,0,0.0,2,2,0,3.8,0,4.4,0.78,70.75
Alexandre Lacazette,Arsenal,Crystal Palace,2022-04-04,False,FW,90,0,0.2,0,0.0,2,3,0,1.9,0,3.8,0.66,71.67
Alexandre Lacazette,Arsenal,Brighton,2022-04-09,True,FW,90,0,0.0,0,0.09,2,0,1,2.1,0,2.6,0.26,72.5
Alexandre Lacazette,Arsenal,Chelsea,2022-04-20,False,Sub,1,0,0.0,0,0.0,1,0,0,0.0,0,1.8,0.07,69.39
Alexandre Lacazette,Arsenal,Leicester City,2022-05-08,True,Sub,1,0,0.0,0,0.0,1,0,0,0.0,0,1.6,0.06,66.54
Alexandre Lacazette,Arsenal,Tottenham,2022-05-12,False,Sub,17,0,0.0,0,0.0,1,0,0,0.0,0,1.6,0.06,64.56
Alexandre Lacazette,Arsenal,Newcastle United,2022-05-16,False,Sub,28,0,0.0,0,0.0,1,0,0,0.2,0,1.4,0.04,63.15
Alexandre Lacazette,Arsenal,Everton,2022-05-22,True,Sub,23,0,0.17,0,0.0,1,2,0,0.0,0,1.2,0.0,61.67
Alexandre Lacazette,Arsenal,Brighton,2021-10-02,False,Sub,18,0,0.0,0,0.0,1,0,0,0.3,0,1.0,0.03,60.11
Alexandre Lacazette,Arsenal,Crystal Palace,2021-10-18,True,Sub,23,1,0.31,0,0.12,5,3,2,13.1,0,1.0,0.03,58.83
Alexandre Lacazette,Arsenal,Aston Villa,2021-10-22,True,FW,67,0,0.0,0,0.05,2,0,2,4.3,0,1.8,0.1,59.1
