name,team,opponent_team,date,was_home,position,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,form,xG&A_form,minutes_per_game
Odsonne Edouard,Crystal Palace,Manchester City,2021-10-30,False,FWL,72,0.0,0.0,0.0,0.0,2,0.0,0.0,0.3,0,0.0,0.0,72.0
Odsonne Edouard,Crystal Palace,Wolverhampton,2021-11-06,True,FWL,79,0.0,0.62,0.0,0.81,2,4.0,1.0,8.2,0,2.0,0.0,75.5
Odsonne Edouard,Crystal Palace,Burnley,2021-11-20,False,Sub,3,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,2.0,0.31,51.33
Odsonne Edouard,Crystal Palace,Aston Villa,2021-11-27,True,Sub,18,0.0,0.06,0.0,0.0,1,1.0,0.0,2.1,0,1.67,0.21,43.0
Odsonne Edouard,Crystal Palace,Leicester City,2021-11-30,False,FWL,67,0.0,0.0,0.0,0.0,2,0.0,0.0,0.9,0,1.5,0.17,47.8
Odsonne Edouard,Crystal Palace,Manchester United,2021-12-05,False,Sub,23,0.0,0.0,0.0,0.0,1,0.0,0.0,0.3,0,1.6,0.14,43.67
Odsonne Edouard,Crystal Palace,Everton,2021-12-12,True,FW,73,0.0,0.23,0.0,0.02,2,3.0,1.0,5.0,0,1.4,0.14,47.86
Odsonne Edouard,Crystal Palace,Southampton,2021-12-15,True,FW,90,0.0,0.97,1.0,0.1,8,4.0,1.0,10.2,0,1.4,0.06,53.12
Odsonne Edouard,Crystal Palace,Tottenham,2021-12-26,False,FW,62,0.0,0.0,0.0,0.08,2,0.0,1.0,1.7,0,2.8,0.45,54.11
Odsonne Edouard,Crystal Palace,Norwich,2021-12-28,True,FWL,90,1.0,1.16,2.0,0.25,14,6.0,3.0,17.8,3,3.0,0.44,57.7
Odsonne Edouard,Crystal Palace,West Ham,2022-01-01,True,FWL,90,1.0,1.25,0.0,0.1,6,5.0,2.0,11.7,0,5.4,1.07,60.64
Odsonne Edouard,Crystal Palace,Brighton,2022-01-14,False,FW,65,0.0,0.0,0.0,0.0,2,0.0,0.0,0.6,0,6.4,1.32,61.0
Odsonne Edouard,Crystal Palace,Liverpool,2022-01-23,True,FWL,67,1.0,0.51,0.0,0.0,8,2.0,0.0,8.8,2,6.4,1.28,61.46
Odsonne Edouard,Crystal Palace,Norwich,2022-02-09,False,Sub,10,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,6.4,0.98,57.79
Odsonne Edouard,Crystal Palace,Brentford,2022-02-12,False,FW,71,0.0,0.0,0.0,0.37,2,0.0,2.0,4.0,0,6.2,0.98,58.67
Odsonne Edouard,Crystal Palace,Chelsea,,True,,0,,,,,0,,,0.0,0,3.8,0.35,55.0
Odsonne Edouard,Crystal Palace,Watford,2022-02-23,False,Sub,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,2.6,0.1,51.82
Odsonne Edouard,Crystal Palace,Burnley,,True,,0,,,,,0,,,0.0,0,2.4,0.1,48.94
Odsonne Edouard,Crystal Palace,Wolverhampton,,False,,0,,,,,0,,,0.0,0,0.8,0.0,46.37
Odsonne Edouard,Crystal Palace,Manchester City,2022-03-14,True,Sub,25,0.0,0.11,0.0,0.04,0,1.0,1.0,3.2,0,0.6,0.0,45.3
Odsonne Edouard,Crystal Palace,Arsenal,2022-04-04,True,Sub,14,0.0,0.0,0.0,0.0,1,0.0,0.0,0.2,0,0.2,0.02,43.81
Odsonne Edouard,Crystal Palace,Leeds United,,False,,0,,,,,0,,,0.0,0,0.4,0.02,41.82
Odsonne Edouard,Crystal Palace,Newcastle United,2022-04-20,False,FW,90,0.0,0.19,0.0,0.08,2,3.0,1.0,6.5,0,0.2,0.02,43.91
Odsonne Edouard,Crystal Palace,Leicester City,,True,,0,,,,,0,,,0.0,0,0.6,0.06,42.08
Odsonne Edouard,Crystal Palace,Southampton,,False,,0,,,,,0,,,0.0,0,0.6,0.06,40.4
Odsonne Edouard,Crystal Palace,Watford,2022-05-07,True,FW,90,0.0,0.09,0.0,0.05,2,1.0,1.0,6.2,0,0.6,0.04,42.31
Odsonne Edouard,Crystal Palace,Aston Villa,2022-05-15,False,Sub,19,0.0,0.0,0.0,0.0,0,0.0,0.0,0.3,0,0.8,0.05,41.44
Odsonne Edouard,Crystal Palace,Everton,,False,,0,,,,,0,,,0.0,0,0.8,0.05,39.96
Odsonne Edouard,Crystal Palace,Manchester United,2022-05-22,True,FW,78,0.0,0.0,0.0,0.06,1,0.0,1.0,0.0,0,0.4,0.02,41.28
Odsonne Edouard,Crystal Palace,Tottenham,2021-09-11,True,Sub,6,2.0,0.62,0.0,0.0,12,2.0,0.0,10.0,3,0.6,0.02,40.1
Odsonne Edouard,Crystal Palace,Liverpool,2021-09-18,False,Sub,25,0.0,0.1,0.0,0.03,1,2.0,1.0,4.8,0,3.0,0.14,39.61
Odsonne Edouard,Crystal Palace,Brighton,2021-09-27,True,FW,71,0.0,0.06,0.0,0.0,2,1.0,0.0,2.9,0,2.8,0.14,40.59
Odsonne Edouard,Crystal Palace,Leeds United,2021-10-03,True,FW,84,0.0,0.31,0.0,0.1,2,2.0,2.0,4.4,0,3.2,0.16,41.91
Odsonne Edouard,Crystal Palace,Arsenal,2021-10-18,False,AML,81,1.0,0.2,1.0,0.08,7,2.0,3.0,10.5,1,3.6,0.22,43.06
Odsonne Edouard,Crystal Palace,Newcastle United,2021-10-23,True,AML,90,0.0,0.07,0.0,0.0,2,1.0,0.0,4.4,0,4.8,0.46,44.4
