name,team,opponent_team,date,was_home,position,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,form,xG&A_form,minutes_per_game
Adam Armstrong,Southampton,Everton,2021-08-14,False,FW,90,1.0,0.42,0.0,0.0,6,3.0,0.0,7.4,0,0.0,0.0,90.0
Adam Armstrong,Southampton,Watford,2021-10-30,False,FW,90,0.0,1.04,1.0,0.64,5,6.0,2.0,7.5,0,6.0,0.42,90.0
Adam Armstrong,Southampton,Aston Villa,2021-11-05,True,FW,80,1.0,0.09,0.0,0.0,9,2.0,0.0,6.2,3,5.5,1.23,86.67
Adam Armstrong,Southampton,Norwich,2021-11-20,False,FW,90,0.0,0.26,1.0,0.29,5,4.0,2.0,11.6,0,6.67,0.85,87.5
Adam Armstrong,Southampton,Liverpool,2021-11-27,False,FWL,90,0.0,0.73,0.0,0.0,2,4.0,0.0,10.2,0,6.25,0.95,88.0
Adam Armstrong,Southampton,Leeds United,2021-12-01,True,FW,73,0.0,0.02,0.0,0.14,2,1.0,3.0,5.5,0,5.4,0.91,85.5
Adam Armstrong,Southampton,Brighton,2021-12-04,True,Sub,9,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,4.6,0.83,74.57
Adam Armstrong,Southampton,Arsenal,2021-12-11,False,FW,42,0.0,0.07,0.0,0.0,1,2.0,0.0,3.1,0,3.8,0.42,70.5
Adam Armstrong,Southampton,Crystal Palace,,False,,0,,,,,0,,,0.0,0,2.2,0.42,62.67
Adam Armstrong,Southampton,West Ham,,False,,0,,,,,0,,,0.0,0,1.2,0.17,56.4
Adam Armstrong,Southampton,Manchester United,2021-08-22,True,FW,90,0.0,0.34,0.0,0.07,2,2.0,1.0,4.3,0,0.8,0.02,59.45
Adam Armstrong,Southampton,Tottenham,2021-12-28,True,FW,82,0.0,0.16,0.0,0.0,1,2.0,0.0,0.5,0,0.8,0.08,61.33
Adam Armstrong,Southampton,Brentford,2022-01-11,True,Sub,12,0.0,0.06,0.0,0.0,1,1.0,0.0,2.5,0,0.8,0.11,57.54
Adam Armstrong,Southampton,Wolverhampton,2022-01-15,False,Sub,12,0.0,0.0,0.0,0.0,1,0.0,0.0,0.1,0,0.8,0.11,54.29
Adam Armstrong,Southampton,Manchester City,,True,,0,,,,,0,,,0.0,0,1.0,0.11,50.67
Adam Armstrong,Southampton,Tottenham,,False,,0,,,,,0,,,0.0,0,1.0,0.11,47.5
Adam Armstrong,Southampton,Manchester United,,False,,0,,,,,0,,,0.0,0,0.6,0.04,44.71
Adam Armstrong,Southampton,Everton,2022-02-19,True,Sub,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,0.4,0.01,42.28
Adam Armstrong,Southampton,Norwich,,True,,0,,,,,0,,,0.0,0,0.4,0.0,40.05
Adam Armstrong,Southampton,Aston Villa,,False,,0,,,,,0,,,0.0,0,0.2,0.0,38.05
Adam Armstrong,Southampton,Newcastle United,2022-03-10,True,Sub,17,0.0,0.03,0.0,0.0,1,1.0,0.0,0.6,0,0.2,0.0,37.05
Adam Armstrong,Southampton,Watford,,True,,0,,,,,0,,,0.0,0,0.4,0.01,35.36
Adam Armstrong,Southampton,Newcastle United,2021-08-28,False,FW,90,0.0,0.29,0.0,0.13,5,5.0,1.0,7.7,0,0.4,0.01,37.74
Adam Armstrong,Southampton,Leicester City,,False,,0,,,,,0,,,0.0,0,1.2,0.06,36.17
Adam Armstrong,Southampton,Chelsea,2022-04-09,True,FW,45,0.0,0.03,0.0,0.0,1,1.0,0.0,1.5,0,1.2,0.06,36.52
Adam Armstrong,Southampton,Arsenal,,True,,0,,,,,0,,,0.0,0,1.4,0.07,35.12
Adam Armstrong,Southampton,Burnley,,False,,0,,,,,0,,,0.0,0,1.2,0.06,33.81
Adam Armstrong,Southampton,Brighton,,False,,0,,,,,0,,,0.0,0,1.2,0.06,32.61
Adam Armstrong,Southampton,Crystal Palace,,True,,0,,,,,0,,,0.0,0,0.2,0.01,31.48
Adam Armstrong,Southampton,Brentford,2022-05-07,False,FW,90,0.0,0.07,0.0,0.0,2,1.0,0.0,1.8,0,0.2,0.01,33.43
Adam Armstrong,Southampton,Liverpool,,True,,0,,,,,0,,,0.0,0,0.4,0.01,32.35
Adam Armstrong,Southampton,Leeds United,2022-05-22,False,FWL,62,0.0,0.04,0.0,0.0,2,1.0,0.0,0.0,0,0.4,0.01,33.28
Adam Armstrong,Southampton,West Ham,2021-09-11,True,FW,73,0.0,0.05,0.0,0.12,2,2.0,1.0,3.5,0,0.8,0.02,34.48
Adam Armstrong,Southampton,Manchester City,2021-09-18,False,FW,90,0.0,0.26,0.0,0.0,2,4.0,0.0,8.8,0,1.2,0.03,36.12
Adam Armstrong,Southampton,Wolverhampton,2021-09-26,True,FW,90,0.0,0.18,0.0,0.23,2,3.0,3.0,5.9,0,1.6,0.08,37.66
Adam Armstrong,Southampton,Chelsea,2021-10-02,False,FW,90,0.0,0.11,0.0,0.0,2,2.0,0.0,2.5,0,1.6,0.1,39.11
Adam Armstrong,Southampton,Leicester City,,True,,0,,,,,0,,,0.0,0,2.0,0.13,38.05
Adam Armstrong,Southampton,Burnley,2021-10-23,True,Sub,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.1,0,1.6,0.12,37.08
