name,team,opponent_team,was_home,minutes,total_points,ict_index,bonus
Mika Biereth,Arsenal,Burnley,True,0,0,0.0,0
Mika Biereth,Arsenal,Wolverhampton,False,0,0,0.0,0
Mika Biereth,Arsenal,Brentford,True,0,0,0.0,0
Mika Biereth,Arsenal,Wolverhampton,True,0,0,0.0,0
Mika Biereth,Arsenal,Watford,False,0,0,0.0,0
Mika Biereth,Arsenal,Leeds United,True,0,0,0.0,0
Mika Biereth,Arsenal,Liverpool,True,0,0,0.0,0
Mika Biereth,Arsenal,Aston Villa,False,0,0,0.0,0
Mika Biereth,Arsenal,Crystal Palace,False,0,0,0.0,0
Mika Biereth,Arsenal,Brighton,True,0,0,0.0,0
Mika Biereth,Arsenal,Southampton,False,0,0,0.0,0
Mika Biereth,Arsenal,Chelsea,False,0,0,0.0,0
Mika Biereth,Arsenal,Manchester United,True,0,0,0.0,0
Mika Biereth,Arsenal,West Ham,False,0,0,0.0,0
Mika Biereth,Arsenal,Leicester City,True,0,0,0.0,0
Mika Biereth,Arsenal,Tottenham,False,0,0,0.0,0
Mika Biereth,Arsenal,Newcastle United,False,0,0,0.0,0
Mika Biereth,Arsenal,Everton,True,0,0,0.0,0
