name,team,opponent_team,date,was_home,position,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,form,xG&A_form,minutes_per_game
Christian Benteke,Crystal Palace,Chelsea,2021-08-14,False,Sub,33,0,0.04,0,0.0,1,1,0,0.1,0,0.0,0.0,33.0
Christian Benteke,Crystal Palace,Manchester City,2021-10-30,False,Sub,25,0,0.04,0,0.0,1,1,0,1.0,0,1.0,0.04,29.0
Christian Benteke,Crystal Palace,Wolverhampton,2021-11-06,True,FW,88,0,0.15,0,0.0,2,3,0,6.2,0,1.0,0.04,48.67
Christian Benteke,Crystal Palace,Burnley,2021-11-20,False,FW,90,2,0.93,0,0.22,12,5,2,15.9,3,1.33,0.08,59.0
Christian Benteke,Crystal Palace,Aston Villa,2021-11-27,True,FW,90,0,0.22,0,0.05,2,3,1,5.3,0,4.0,0.29,65.2
Christian Benteke,Crystal Palace,Leicester City,2021-11-30,False,Sub,22,0,0.32,0,0.0,1,3,0,2.7,0,3.6,0.28,58.0
Christian Benteke,Crystal Palace,Manchester United,2021-12-05,False,FW,66,0,0.16,0,0.01,2,2,1,5.0,0,3.6,0.33,59.14
Christian Benteke,Crystal Palace,Everton,2021-12-12,True,Sub,16,0,0.12,0,0.0,1,1,0,4.4,0,3.8,0.36,53.75
Christian Benteke,Crystal Palace,Southampton,2021-12-15,True,Sub,26,0,0.0,0,0.0,1,0,0,0.9,0,3.6,0.35,50.67
Christian Benteke,Crystal Palace,Brentford,2021-08-21,True,FW,90,0,0.11,0,0.05,1,1,1,2.8,0,1.4,0.16,54.6
Christian Benteke,Crystal Palace,Norwich,2021-12-28,True,Sub,9,0,0.0,0,0.0,1,0,0,0.2,0,1.2,0.14,50.45
Christian Benteke,Crystal Palace,West Ham,2022-01-01,True,FW,67,0,0.3,0,0.0,2,4,0,7.1,0,1.2,0.08,51.83
Christian Benteke,Crystal Palace,Brighton,2022-01-14,False,Sub,9,0,0.0,0,0.0,1,0,0,0.2,0,1.2,0.11,48.54
Christian Benteke,Crystal Palace,Liverpool,2022-01-23,True,Sub,13,0,0.0,0,0.0,1,0,0,0.0,0,1.2,0.08,46.0
Christian Benteke,Crystal Palace,Wolverhampton,2022-03-05,False,Sub,21,0,0.0,0,0.0,1,0,0,0.3,0,1.2,0.08,44.33
Christian Benteke,Crystal Palace,West Ham,2021-08-28,False,FW,90,0,0.04,1,0.58,5,2,2,7.6,0,1.2,0.06,47.19
Christian Benteke,Crystal Palace,Leicester City,2022-04-25,True,Sub,6,0,0.0,0,0.0,1,0,0,0.4,0,2.0,0.27,44.76
Christian Benteke,Crystal Palace,Aston Villa,2022-05-15,False,Sub,12,0,0.0,0,0.02,1,0,1,1.4,0,1.8,0.21,42.94
Christian Benteke,Crystal Palace,Everton,2022-05-19,False,Sub,9,0,0.0,0,0.0,1,0,0,0.3,0,1.8,0.21,41.16
Christian Benteke,Crystal Palace,Tottenham,2021-09-11,True,FW,83,0,0.05,0,0.13,2,1,1,2.2,0,1.8,0.21,43.25
Christian Benteke,Crystal Palace,Liverpool,2021-09-18,False,FW,64,0,0.17,0,0.02,2,3,1,4.8,0,2.0,0.22,44.24
Christian Benteke,Crystal Palace,Brighton,2021-09-27,True,Sub,18,0,0.0,0,0.4,1,0,1,1.7,0,1.4,0.04,43.05
Christian Benteke,Crystal Palace,Leeds United,2021-10-03,True,Sub,5,0,0.0,0,0.0,1,0,0,0.3,0,1.4,0.04,41.39
Christian Benteke,Crystal Palace,Arsenal,2021-10-18,False,FW,90,1,0.12,0,0.0,9,2,0,7.3,3,1.4,0.04,43.42
Christian Benteke,Crystal Palace,Newcastle United,2021-10-23,True,FW,90,1,1.95,0,0.17,5,6,3,16.2,0,3.0,0.07,45.28
