name,team,opponent_team,date,was_home,position,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,form,xG&A_form,minutes_per_game
Edinson Cavani,Man Utd,Leicester City,,True,,0,,,,,0,,,0.0,0,0.0,0.0,0.0
Edinson Cavani,Man Utd,Tottenham,2021-10-30,False,FW,81,1.0,0.76,0.0,0.0,8,4.0,0.0,8.5,2,0.0,0.0,40.5
Edinson Cavani,Man Utd,Manchester City,,True,,0,,,,,0,,,0.0,0,4.0,0.38,27.0
Edinson Cavani,Man Utd,Watford,,False,,0,,,,,0,,,0.0,0,2.67,0.25,20.25
Edinson Cavani,Man Utd,Chelsea,,False,,0,,,,,0,,,0.0,0,2.0,0.19,16.2
Edinson Cavani,Man Utd,Arsenal,,True,,0,,,,,0,,,0.0,0,1.6,0.15,13.5
Edinson Cavani,Man Utd,Crystal Palace,,True,,0,,,,,0,,,0.0,0,1.6,0.15,11.57
Edinson Cavani,Man Utd,Norwich,,False,,0,,,,,0,,,0.0,0,0.0,0.0,10.12
Edinson Cavani,Man Utd,Newcastle United,2021-12-27,False,Sub,45,1.0,1.11,0.0,0.0,5,5.0,0.0,10.9,0,0.0,0.0,14.0
Edinson Cavani,Man Utd,Southampton,,False,,0,,,,,0,,,0.0,0,1.0,0.22,12.6
Edinson Cavani,Man Utd,Burnley,2021-12-30,True,FW,90,0.0,0.03,0.0,0.1,2,1.0,1.0,2.3,0,1.0,0.22,19.64
Edinson Cavani,Man Utd,Wolverhampton,2022-01-03,True,FW,90,0.0,0.02,0.0,0.0,2,1.0,0.0,0.9,0,1.4,0.23,25.5
Edinson Cavani,Man Utd,Aston Villa,2022-01-15,False,FW,90,0.0,0.0,0.0,0.0,2,0.0,0.0,0.9,0,1.8,0.23,30.46
Edinson Cavani,Man Utd,Brentford,,False,,0,,,,,0,,,0.0,0,2.2,0.23,28.29
Edinson Cavani,Man Utd,West Ham,2022-01-22,True,Sub,8,0.0,0.0,1.0,0.94,4,0.0,1.0,2.9,0,1.2,0.01,26.93
Edinson Cavani,Man Utd,Burnley,2022-02-08,False,FW,67,0.0,0.64,0.0,0.0,2,2.0,0.0,5.5,0,2.0,0.21,29.44
Edinson Cavani,Man Utd,Southampton,,True,,0,,,,,0,,,0.0,0,2.0,0.33,27.71
Edinson Cavani,Man Utd,Brighton,,True,,0,,,,,0,,,0.0,0,1.6,0.33,26.17
Edinson Cavani,Man Utd,Leicester City,,False,,0,,,,,0,,,0.0,0,1.2,0.33,24.79
Edinson Cavani,Man Utd,Watford,,True,,0,,,,,0,,,0.0,0,1.2,0.33,23.55
Edinson Cavani,Man Utd,Manchester City,,False,,0,,,,,0,,,0.0,0,0.4,0.13,22.43
Edinson Cavani,Man Utd,Tottenham,2022-03-12,True,Sub,10,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,0.0,0.0,21.86
Edinson Cavani,Man Utd,Wolverhampton,2021-08-29,False,Sub,37,0.0,0.0,0.0,0.0,1,0.0,0.0,0.3,0,0.2,0.0,22.52
Edinson Cavani,Man Utd,Leeds United,,True,,0,,,,,0,,,0.0,0,0.4,0.0,21.58
Edinson Cavani,Man Utd,Everton,,False,,0,,,,,0,,,0.0,0,0.4,0.0,20.72
Edinson Cavani,Man Utd,Norwich,,True,,0,,,,,0,,,0.0,0,0.4,0.0,19.92
Edinson Cavani,Man Utd,Liverpool,,False,,0,,,,,0,,,0.0,0,0.4,0.0,19.19
Edinson Cavani,Man Utd,Arsenal,,False,,0,,,,,0,,,0.0,0,0.2,0.0,18.5
Edinson Cavani,Man Utd,Chelsea,,True,,0,,,,,0,,,0.0,0,0.0,0.0,17.86
Edinson Cavani,Man Utd,Brentford,2022-05-02,True,Sub,15,0.0,0.0,0.0,0.02,1,0.0,1.0,1.6,0,0.0,0.0,17.77
Edinson Cavani,Man Utd,Brighton,2022-05-07,False,Sub,45,0.0,0.32,0.0,0.01,1,1.0,1.0,3.8,0,0.2,0.0,18.65
Edinson Cavani,Man Utd,Crystal Palace,2022-05-22,False,FW,90,0.0,0.08,0.0,0.15,2,1.0,2.0,0.0,0,0.4,0.06,20.88
Edinson Cavani,Man Utd,Newcastle United,,True,,0,,,,,0,,,0.0,0,0.8,0.08,20.24
Edinson Cavani,Man Utd,West Ham,,False,,0,,,,,0,,,0.0,0,0.8,0.08,19.65
Edinson Cavani,Man Utd,Aston Villa,2021-09-25,True,Sub,8,0.0,0.02,0.0,0.0,1,1.0,0.0,2.1,0,0.8,0.08,19.31
Edinson Cavani,Man Utd,Everton,2021-10-02,True,FW,56,0.0,0.08,0.0,0.02,1,1.0,1.0,3.4,0,0.8,0.08,20.33
Edinson Cavani,Man Utd,Leeds United,,False,,0,,,,,0,,,0.0,0,0.8,0.03,19.78
Edinson Cavani,Man Utd,Liverpool,2021-10-24,True,Sub,28,0.0,0.68,0.0,0.0,1,1.0,0.0,3.6,0,0.4,0.02,20.0
