name,team,opponent_team,was_home,minutes,total_points,ict_index,bonus
Jordan Hugill,Norwich,Liverpool,True,0,0,0.0,0
Jordan Hugill,Norwich,Leicester City,True,0,0,0.0,0
Jordan Hugill,Norwich,Brentford,False,0,0,0.0,0
Jordan Hugill,Norwich,Southampton,True,0,0,0.0,0
Jordan Hugill,Norwich,Wolverhampton,True,0,0,0.0,0
Jordan Hugill,Norwich,Newcastle United,False,0,0,0.0,0
Jordan Hugill,Norwich,Tottenham,False,0,0,0.0,0
Jordan Hugill,Norwich,Manchester United,True,0,0,0.0,0
Jordan Hugill,Norwich,Aston Villa,True,0,0,0.0,0
Jordan Hugill,Norwich,Arsenal,True,0,0,0.0,0
Jordan Hugill,Norwich,Manchester City,False,0,0,0.0,0
Jordan Hugill,Norwich,Crystal Palace,False,0,0,0.0,0
Jordan Hugill,Norwich,West Ham,False,0,0,0.0,0
Jordan Hugill,Norwich,Everton,True,0,0,0.0,0
Jordan Hugill,Norwich,Watford,False,0,0,0.0,0
Jordan Hugill,Norwich,Crystal Palace,True,0,0,0.0,0
Jordan Hugill,Norwich,Manchester City,True,0,0,0.0,0
Jordan Hugill,Norwich,Liverpool,False,0,0,0.0,0
Jordan Hugill,Norwich,Southampton,False,0,0,0.0,0
Jordan Hugill,Norwich,Brentford,True,0,0,0.0,0
Jordan Hugill,Norwich,Chelsea,True,0,0,0.0,0
Jordan Hugill,Norwich,Leicester City,False,0,0,0.0,0
Jordan Hugill,Norwich,Leeds United,True,0,0,0.0,0
Jordan Hugill,Norwich,Brighton,False,0,0,0.0,0
Jordan Hugill,Norwich,Burnley,True,0,0,0.0,0
Jordan Hugill,Norwich,Manchester United,False,0,0,0.0,0
Jordan Hugill,Norwich,Newcastle United,True,0,0,0.0,0
Jordan Hugill,Norwich,Aston Villa,False,0,0,0.0,0
Jordan Hugill,Norwich,West Ham,True,0,0,0.0,0
Jordan Hugill,Norwich,Leeds United,False,0,0,0.0,0
Jordan Hugill,Norwich,Wolverhampton,False,0,0,0.0,0
Jordan Hugill,Norwich,Tottenham,True,0,0,0.0,0
Jordan Hugill,Norwich,Arsenal,False,0,0,0.0,0
Jordan Hugill,Norwich,Watford,True,0,0,0.0,0
Jordan Hugill,Norwich,Everton,False,0,0,0.0,0
Jordan Hugill,Norwich,Burnley,False,0,0,0.0,0
Jordan Hugill,Norwich,Brighton,True,0,0,0.0,0
Jordan Hugill,Norwich,Chelsea,False,0,0,0.0,0
