name,team,opponent_team,was_home,minutes,total_points,ict_index,bonus
João Pedro Junqueira de Jesus,Watford,Aston Villa,True,0,0,0.0,0
João Pedro Junqueira de Jesus,Watford,Southampton,True,45,0,1.5,0
João Pedro Junqueira de Jesus,Watford,Arsenal,False,28,1,1.8,0
João Pedro Junqueira de Jesus,Watford,Manchester United,True,13,7,7.7,2
João Pedro Junqueira de Jesus,Watford,Leeds United,False,45,1,2.6,0
João Pedro Junqueira de Jesus,Watford,Chelsea,True,90,2,7.1,0
João Pedro Junqueira de Jesus,Watford,Manchester City,True,90,2,3.3,0
João Pedro Junqueira de Jesus,Watford,Brentford,False,32,1,0.7,0
João Pedro Junqueira de Jesus,Watford,Brighton,False,0,0,0.0,0
João Pedro Junqueira de Jesus,Watford,West Ham,True,45,1,7.7,0
João Pedro Junqueira de Jesus,Watford,Tottenham,True,45,1,2.3,0
João Pedro Junqueira de Jesus,Watford,Newcastle United,False,90,8,14.8,2
João Pedro Junqueira de Jesus,Watford,Norwich,True,90,2,7.7,0
João Pedro Junqueira de Jesus,Watford,Burnley,False,82,2,9.7,0
João Pedro Junqueira de Jesus,Watford,West Ham,False,13,1,1.2,0
João Pedro Junqueira de Jesus,Watford,Brighton,True,20,1,0.6,0
João Pedro Junqueira de Jesus,Watford,Aston Villa,False,0,0,0.0,0
João Pedro Junqueira de Jesus,Watford,Crystal Palace,True,0,0,0.0,0
João Pedro Junqueira de Jesus,Watford,Manchester United,False,0,0,0.0,0
João Pedro Junqueira de Jesus,Watford,Arsenal,True,90,2,3.8,0
João Pedro Junqueira de Jesus,Watford,Wolverhampton,False,0,0,0.0,0
João Pedro Junqueira de Jesus,Watford,Southampton,False,90,2,4.9,0
João Pedro Junqueira de Jesus,Watford,Tottenham,False,0,0,0.0,0
João Pedro Junqueira de Jesus,Watford,Liverpool,False,77,2,1.9,0
João Pedro Junqueira de Jesus,Watford,Leicester City,True,80,2,3.1,0
João Pedro Junqueira de Jesus,Watford,Brentford,True,83,2,3.6,0
João Pedro Junqueira de Jesus,Watford,Manchester City,False,22,1,0.6,0
João Pedro Junqueira de Jesus,Watford,Burnley,True,90,2,6.3,0
João Pedro Junqueira de Jesus,Watford,Crystal Palace,False,0,0,0.0,0
João Pedro Junqueira de Jesus,Watford,Everton,True,90,2,1.9,0
João Pedro Junqueira de Jesus,Watford,Leeds United,True,90,6,15.1,0
João Pedro Junqueira de Jesus,Watford,Chelsea,False,90,2,0.0,0
João Pedro Junqueira de Jesus,Watford,Wolverhampton,True,0,0,0.0,0
João Pedro Junqueira de Jesus,Watford,Norwich,False,0,0,0.0,0
João Pedro Junqueira de Jesus,Watford,Newcastle United,True,26,1,1.8,0
João Pedro Junqueira de Jesus,Watford,Leicester City,False,31,1,0.9,0
João Pedro Junqueira de Jesus,Watford,Liverpool,True,21,1,2.2,0
João Pedro Junqueira de Jesus,Watford,Everton,False,26,4,4.0,0
