name,position,team,bonus,clean_sheets,goals_conceded,ict_index,kickoff_time,minutes,opponent_team,starts,total_points,was_home
Rodrigo Moreno,MID,Leeds,0,0,1,6.5,2022-08-06,64,Wolverhampton,0,7,True
Rodrigo Moreno,MID,Leeds,0,0,2,6.8,2022-10-09,90,Crystal Palace,0,2,False
Rodrigo Moreno,MID,Leeds,0,0,1,6.4,2022-10-16,45,Arsenal,0,1,True
Rodrigo Moreno,MID,Leeds,0,0,0,1.0,2022-10-20,45,Leeds United,0,1,False
Rodrigo Moreno,MID,Leeds,0,0,1,9.9,2022-10-23,63,Fulham,0,7,True
Rodrigo Moreno,MID,Leeds,0,0,1,12.2,2022-10-29,51,Liverpool,0,6,False
Rodrigo Moreno,MID,Leeds,0,0,3,6.2,2022-11-05,80,Bournemouth,0,7,True
Rodrigo Moreno,MID,Leeds,1,0,4,12.4,2022-11-12,88,Tottenham,1,13,False
Rodrigo Moreno,MID,Leeds,0,0,3,2.4,2022-12-28,71,Manchester City,1,2,True
Rodrigo Moreno,MID,Leeds,0,1,0,4.6,2022-12-31,81,Newcastle United,1,3,False
Rodrigo Moreno,MID,Leeds,0,0,2,8.6,2023-01-04,90,West Ham,1,6,True
Rodrigo Moreno,MID,Leeds,3,0,2,22.0,2022-08-13,90,Southampton,0,15,False
Rodrigo Moreno,MID,Leeds,0,0,2,5.3,2023-01-13,90,Aston Villa,1,2,False
Rodrigo Moreno,MID,Leeds,0,1,0,5.7,2023-01-22,78,Brentford,1,2,True
Rodrigo Moreno,MID,Leeds,0,0,0,0.0,2023-02-05,0,Nottingham Forest,0,0,False
Rodrigo Moreno,MID,Leeds,0,0,0,0.0,2023-02-08,0,Manchester United,0,0,False
Rodrigo Moreno,MID,Leeds,0,0,0,0.0,2023-02-12,0,Manchester United,0,0,True
Rodrigo Moreno,MID,Leeds,0,0,0,0.0,2023-02-18,0,Everton,0,0,False
Rodrigo Moreno,MID,Leeds,0,0,0,0.0,2023-02-25,0,Southampton,0,0,True
Rodrigo Moreno,MID,Leeds,0,0,0,0.0,2023-03-04,0,Chelsea,0,0,False
Rodrigo Moreno,MID,Leeds,0,0,0,0.5,2023-03-11,24,Brighton,0,1,True
Rodrigo Moreno,MID,Leeds,0,0,1,5.8,2023-03-18,23,Wolverhampton,0,6,False
Rodrigo Moreno,MID,Leeds,0,0,1,0.0,2023-04-01,25,Arsenal,0,1,False
Rodrigo Moreno,MID,Leeds,0,0,0,3.5,2023-04-04,16,Nottingham Forest,0,1,True
Rodrigo Moreno,MID,Leeds,2,1,0,12.6,2022-08-21,82,Chelsea,0,13,True
Rodrigo Moreno,MID,Leeds,0,0,2,0.7,2023-04-09,30,Crystal Palace,0,1,True
Rodrigo Moreno,MID,Leeds,0,0,4,2.7,2023-04-17,65,Liverpool,1,2,True
Rodrigo Moreno,MID,Leeds,0,0,1,1.4,2023-04-22,64,Fulham,1,2,False
Rodrigo Moreno,MID,Leeds,0,1,0,1.6,2023-04-25,67,Leeds United,1,2,True
Rodrigo Moreno,MID,Leeds,0,0,1,0.3,2023-04-30,20,Bournemouth,0,1,False
Rodrigo Moreno,MID,Leeds,0,0,0,5.0,2023-05-06,32,Manchester City,0,5,False
Rodrigo Moreno,MID,Leeds,0,0,2,5.4,2023-05-13,86,Newcastle United,1,5,True
Rodrigo Moreno,MID,Leeds,0,0,3,6.5,2023-05-21,90,West Ham,1,6,False
Rodrigo Moreno,MID,Leeds,0,0,4,0.0,2023-05-28,90,Tottenham,1,2,True
Rodrigo Moreno,MID,Leeds,0,0,1,6.3,2022-08-27,90,Brighton,0,2,False
Rodrigo Moreno,MID,Leeds,0,0,1,0.1,2022-08-30,31,Everton,0,1,True
Rodrigo Moreno,MID,Leeds,0,0,0,0.0,2022-09-03,0,Brentford,0,0,False
Rodrigo Moreno,MID,Leeds,0,1,0,4.1,2022-10-02,67,Aston Villa,0,2,True
