name,position,team,xP,assists,bonus,expected_assists,expected_goals,fixture,goals_scored,ict_index,minutes,opponent_team,penalties_missed,red_cards,starts,total_points,was_home,yellow_cards
Odsonne Edouard,FWD,Crystal Palace,1.0,0,0,0.0,0.0,1,0,6.0,57,Arsenal,0,0,0,1,True,0
Odsonne Edouard,FWD,Crystal Palace,6.5,0,2,0.0,0.0,95,1,7.7,85,Leicester City,0,0,0,8,True,0
Odsonne Edouard,FWD,Crystal Palace,5.0,0,0,0.0,0.0,105,0,2.7,64,Leeds United,0,0,0,2,False,0
Odsonne Edouard,FWD,Crystal Palace,0.0,1,0,0.0,0.0,115,0,7.2,80,Wolverhampton,0,0,0,5,True,0
Odsonne Edouard,FWD,Crystal Palace,4.4,0,0,0.0,0.0,123,0,2.9,90,Everton,0,0,0,2,False,0
Odsonne Edouard,FWD,Crystal Palace,4.7,0,1,0.0,0.0,135,1,12.0,74,Southampton,0,0,0,6,True,1
Odsonne Edouard,FWD,Crystal Palace,2.2,0,0,0.0,0.0,149,0,0.0,0,West Ham,0,0,0,0,False,0
Odsonne Edouard,FWD,Crystal Palace,2.1,0,0,0.00025,0.1176,157,0,0.2,5,Nottingham Forest,0,0,0,1,False,0
Odsonne Edouard,FWD,Crystal Palace,0.0,0,0,0.0,0.0,165,0,0.0,0,Fulham,0,0,0,0,True,0
Odsonne Edouard,FWD,Crystal Palace,0.5,0,0,0.01515,0.5027,171,0,4.8,16,Bournemouth,0,0,0,1,False,0
Odsonne Edouard,FWD,Crystal Palace,0.2,0,0,0.08333,0.0348,185,0,3.0,17,Tottenham,0,0,0,1,True,0
Odsonne Edouard,FWD,Crystal Palace,-0.5,0,0,0.0,0.0,16,0,0.6,27,Liverpool,0,0,0,0,False,1
Odsonne Edouard,FWD,Crystal Palace,1.5,0,0,0.00077,0.0317,194,0,1.2,21,Chelsea,0,0,0,1,False,0
Odsonne Edouard,FWD,Crystal Palace,1.5,0,0,0.03026,0.1695,63,0,3.6,70,Manchester United,0,0,1,2,True,0
Odsonne Edouard,FWD,Crystal Palace,1.2,0,0,0.01197,0.0627,203,0,2.3,89,Newcastle United,0,0,1,2,True,0
Odsonne Edouard,FWD,Crystal Palace,1.8,0,0,0.01,0.03,216,0,2.1,90,Manchester United,0,0,1,2,False,0
Odsonne Edouard,FWD,Crystal Palace,1.8,0,0,0.0,0.05,223,0,0.9,19,Brighton,0,0,0,1,True,0
Odsonne Edouard,FWD,Crystal Palace,1.3,0,0,0.0,0.08,232,0,0.5,10,Brentford,0,0,0,1,False,0
Odsonne Edouard,FWD,Crystal Palace,0.7,0,0,0.0,0.0,242,0,0.1,19,Liverpool,0,0,0,1,True,0
Odsonne Edouard,FWD,Crystal Palace,0.8,0,0,0.0,0.0,252,0,0.0,0,Aston Villa,0,0,0,0,False,0
Odsonne Edouard,FWD,Crystal Palace,1.0,0,0,0.02,0.0,262,0,0.2,10,Manchester City,0,0,0,1,True,0
Odsonne Edouard,FWD,Crystal Palace,1.0,0,0,0.0,0.29,73,0,1.5,78,Brighton,0,0,1,2,False,0
Odsonne Edouard,FWD,Crystal Palace,0.7,0,0,0.01,0.0,271,0,2.0,64,Arsenal,0,0,1,2,False,0
Odsonne Edouard,FWD,Crystal Palace,1.8,0,0,0.1,0.33,285,0,7.4,85,Leeds United,0,0,1,2,True,0
Odsonne Edouard,FWD,Crystal Palace,2.0,1,0,0.0,0.0,22,0,6.8,69,Aston Villa,0,0,0,5,True,0
Odsonne Edouard,FWD,Crystal Palace,3.0,0,0,0.02,0.4,294,1,7.9,73,Leicester City,0,0,1,6,False,0
Odsonne Edouard,FWD,Crystal Palace,3.8,0,0,0.0,0.0,307,0,1.3,73,Southampton,0,0,1,2,False,0
Odsonne Edouard,FWD,Crystal Palace,3.0,0,0,0.0,0.0,315,0,0.0,70,Everton,0,0,1,2,True,0
Odsonne Edouard,FWD,Crystal Palace,2.6,0,0,0.01,0.0,327,0,0.3,25,Wolverhampton,0,0,0,1,False,0
Odsonne Edouard,FWD,Crystal Palace,2.4,0,0,0.0,0.0,335,0,0.2,6,West Ham,0,0,0,1,True,0
Odsonne Edouard,FWD,Crystal Palace,2.2,0,0,0.0,0.0,348,0,0.1,6,Tottenham,0,0,0,1,False,0
Odsonne Edouard,FWD,Crystal Palace,0.0,0,0,0.04,0.0,355,0,1.5,39,Bournemouth,0,0,0,1,True,0
Odsonne Edouard,FWD,Crystal Palace,2.8,0,2,0.03,0.24,363,1,8.5,79,Fulham,0,0,1,8,False,0
Odsonne Edouard,FWD,Crystal Palace,2.6,0,0,0.01,0.04,375,0,0.0,66,Nottingham Forest,0,0,1,2,True,0
Odsonne Edouard,FWD,Crystal Palace,1.0,0,0,0.0,0.0,37,0,0.2,66,Manchester City,0,0,0,2,False,0
Odsonne Edouard,FWD,Crystal Palace,1.8,0,0,0.0,0.0,43,0,0.3,36,Brentford,0,0,0,1,True,0
Odsonne Edouard,FWD,Crystal Palace,1.8,0,0,0.0,0.0,57,0,8.7,27,Newcastle United,0,0,0,1,False,0
Odsonne Edouard,FWD,Crystal Palace,4.5,0,0,0.0,0.0,83,1,6.8,83,Chelsea,0,0,0,5,True,1
