name,position,team,xP,assists,bonus,expected_assists,expected_goals,fixture,goals_scored,ict_index,minutes,opponent_team,penalties_missed,red_cards,starts,total_points,was_home,yellow_cards
Patson Daka,FWD,Leicester,1.8,0,0,0.0,0.0,6,0,0.1,17,Brentford,0,0,0,1,True,0
Patson Daka,FWD,Leicester,4.5,0,0,0.0,0.0,92,1,9.1,66,Bournemouth,0,0,0,6,False,0
Patson Daka,FWD,Leicester,3.5,0,0,0.0,0.0,105,0,5.2,64,Crystal Palace,0,0,0,2,True,0
Patson Daka,FWD,Leicester,0.0,0,0,0.0,0.0,117,0,1.6,26,Leicester City,0,0,0,1,True,0
Patson Daka,FWD,Leicester,3.2,0,0,0.0,0.0,130,0,1.4,60,Wolverhampton,0,0,0,2,False,0
Patson Daka,FWD,Leicester,1.8,0,0,0.0,0.0,137,0,4.2,18,Manchester City,0,0,0,1,True,0
Patson Daka,FWD,Leicester,1.6,0,0,0.0,0.0,143,0,7.9,69,Everton,0,0,0,2,False,0
Patson Daka,FWD,Leicester,2.7,1,0,0.10253,0.0658,159,0,3.6,68,West Ham,0,0,1,5,False,0
Patson Daka,FWD,Leicester,1.0,0,0,0.01267,0.0923,168,0,1.2,45,Newcastle United,0,0,1,1,True,0
Patson Daka,FWD,Leicester,1.5,1,0,0.00025,0.0,174,0,2.7,14,Liverpool,0,0,1,4,False,0
Patson Daka,FWD,Leicester,0.4,0,0,0.0,0.0,188,0,0.0,0,Fulham,0,0,0,0,True,0
Patson Daka,FWD,Leicester,0.5,0,0,0.0,0.0,11,0,3.2,27,Arsenal,0,0,0,1,False,0
Patson Daka,FWD,Leicester,1.7,0,0,0.0,0.0,198,0,0.0,0,Nottingham Forest,0,0,0,0,False,0
Patson Daka,FWD,Leicester,1.2,0,0,2e-05,0.0,206,0,0.2,4,Brighton,0,0,0,1,True,0
Patson Daka,FWD,Leicester,0.3,0,0,0.0,0.0,211,0,0.0,0,Aston Villa,0,0,0,0,False,0
Patson Daka,FWD,Leicester,0.3,0,0,0.0,0.0,226,0,0.0,0,Tottenham,0,0,0,0,True,0
Patson Daka,FWD,Leicester,0.0,0,0,0.0,0.0,236,0,0.0,0,Manchester United,0,0,0,0,False,0
Patson Daka,FWD,Leicester,-0.3,0,0,0.0,0.0,246,0,0.0,13,Arsenal,0,0,0,1,True,0
Patson Daka,FWD,Leicester,0.7,0,0,0.0,0.0,259,0,0.0,0,Southampton,0,0,0,0,False,0
Patson Daka,FWD,Leicester,2.0,0,1,0.02,0.02,266,1,6.1,65,Chelsea,0,0,1,7,True,0
Patson Daka,FWD,Leicester,2.5,0,0,0.01,0.31,273,0,1.2,65,Brentford,0,0,1,2,False,0
Patson Daka,FWD,Leicester,6.0,0,0,0.07,0.0,285,0,1.5,71,Crystal Palace,0,0,1,2,False,0
Patson Daka,FWD,Leicester,6.0,0,0,0.0,0.04,66,0,0.4,14,Aston Villa,0,0,0,1,True,0
Patson Daka,FWD,Leicester,0.7,0,0,0.0,0.0,26,0,0.0,25,Southampton,0,0,0,0,True,1
Patson Daka,FWD,Leicester,2.0,0,0,0.01,0.06,295,0,3.4,32,Bournemouth,0,0,0,1,True,0
Patson Daka,FWD,Leicester,0.2,0,0,0.0,0.0,305,0,0.0,3,Manchester City,0,0,0,1,False,0
Patson Daka,FWD,Leicester,1.4,0,0,0.01,0.63,317,0,8.1,90,Wolverhampton,0,0,1,2,True,0
Patson Daka,FWD,Leicester,1.3,0,0,0.01,0.07,323,0,3.7,20,Leicester City,0,0,0,1,False,0
Patson Daka,FWD,Leicester,1.2,0,0,0.01,0.0,337,0,2.0,29,Everton,0,0,0,1,True,0
Patson Daka,FWD,Leicester,1.8,1,0,0.38,0.0,343,0,3.0,14,Fulham,0,0,0,4,False,0
Patson Daka,FWD,Leicester,0.0,0,0,0.01,0.0,358,0,0.8,29,Liverpool,0,0,0,1,True,0
Patson Daka,FWD,Leicester,1.3,0,0,0.0,0.0,366,0,0.7,27,Newcastle United,0,0,0,1,False,0
Patson Daka,FWD,Leicester,1.4,0,0,0.0,0.0,378,0,0.0,0,West Ham,0,0,0,0,True,0
Patson Daka,FWD,Leicester,0.0,0,0,0.0,0.0,35,0,0.0,0,Chelsea,0,0,0,0,False,0
Patson Daka,FWD,Leicester,0.1,0,0,0.0,0.0,46,0,1.3,3,Manchester United,0,0,0,1,True,0
Patson Daka,FWD,Leicester,2.6,1,2,0.0,0.0,53,1,10.3,90,Brighton,0,0,0,11,False,0
Patson Daka,FWD,Leicester,2.7,0,0,0.0,0.0,79,0,6.8,73,Tottenham,0,0,0,1,False,1
Patson Daka,FWD,Leicester,4.7,0,0,0.0,0.0,86,1,5.4,28,Nottingham Forest,0,0,0,5,True,0
