name,position,team,bonus,clean_sheets,expected_goals_conceded,goals_conceded,kickoff_time,minutes,opponent_team,own_goals,penalties_saved,saves,starts,total_points,was_home
Danny Ward,GK,Leicester,0,0,0.0,2,2022-08-07,90,Brentford,0,0,1,0,1,True
Danny Ward,GK,Leicester,0,0,0.0,2,2022-10-08,90,Bournemouth,0,0,2,0,1,False
Danny Ward,GK,Leicester,0,1,0.0,0,2022-10-15,90,Crystal Palace,0,0,1,0,6,True
Danny Ward,GK,Leicester,3,1,0.0,0,2022-10-20,90,Leicester City,0,0,2,0,9,True
Danny Ward,GK,Leicester,1,1,0.0,0,2022-10-23,90,Wolverhampton,0,0,5,0,8,False
Danny Ward,GK,Leicester,0,0,0.0,1,2022-10-29,90,Manchester City,0,0,4,0,3,True
Danny Ward,GK,Leicester,0,1,0.0,0,2022-11-05,90,Everton,0,0,2,0,6,False
Danny Ward,GK,Leicester,3,1,1.4004,0,2022-11-12,90,West Ham,0,0,6,1,11,False
Danny Ward,GK,Leicester,0,0,1.902,3,2022-12-26,90,Newcastle United,0,0,2,1,1,True
Danny Ward,GK,Leicester,1,0,2.1245,2,2022-12-30,90,Liverpool,0,0,5,1,3,False
Danny Ward,GK,Leicester,0,0,1.7318,1,2023-01-03,90,Fulham,0,0,1,1,2,True
Danny Ward,GK,Leicester,0,0,0.0,4,2022-08-13,90,Arsenal,0,0,4,0,1,False
Danny Ward,GK,Leicester,0,0,2.1392,2,2023-01-14,90,Nottingham Forest,0,0,3,1,2,False
Danny Ward,GK,Leicester,0,0,1.5259,2,2023-01-21,90,Brighton,0,0,2,1,1,True
Danny Ward,GK,Leicester,0,0,1.68,2,2023-02-04,90,Aston Villa,0,0,3,1,2,False
Danny Ward,GK,Leicester,0,0,1.28,1,2023-02-11,90,Tottenham,0,0,3,1,3,True
Danny Ward,GK,Leicester,0,0,4.23,3,2023-02-19,90,Manchester United,0,0,5,1,2,False
Danny Ward,GK,Leicester,0,0,0.64,1,2023-02-25,90,Arsenal,0,0,1,1,2,True
Danny Ward,GK,Leicester,3,0,1.38,1,2023-03-04,90,Southampton,0,1,4,1,11,False
Danny Ward,GK,Leicester,0,0,1.53,3,2023-03-11,90,Chelsea,0,0,3,1,2,True
Danny Ward,GK,Leicester,0,0,0.0,0,2023-03-18,0,Brentford,0,0,0,0,0,False
Danny Ward,GK,Leicester,0,0,0.0,0,2023-04-01,0,Crystal Palace,0,0,0,0,0,False
Danny Ward,GK,Leicester,0,0,0.0,0,2023-04-04,0,Aston Villa,0,0,0,0,0,True
Danny Ward,GK,Leicester,0,0,0.0,2,2022-08-20,90,Southampton,0,0,1,0,1,True
Danny Ward,GK,Leicester,0,0,0.0,0,2023-04-08,0,Bournemouth,0,0,0,0,0,True
Danny Ward,GK,Leicester,0,0,0.0,0,2023-04-15,0,Manchester City,0,0,0,0,0,False
Danny Ward,GK,Leicester,0,0,0.0,0,2023-04-22,0,Wolverhampton,0,0,0,0,0,True
Danny Ward,GK,Leicester,0,0,0.0,0,2023-04-25,0,Leicester City,0,0,0,0,0,False
Danny Ward,GK,Leicester,0,0,0.0,0,2023-05-01,0,Everton,0,0,0,0,0,True
Danny Ward,GK,Leicester,0,0,0.0,0,2023-05-08,0,Fulham,0,0,0,0,0,False
Danny Ward,GK,Leicester,0,0,0.0,0,2023-05-15,0,Liverpool,0,0,0,0,0,True
Danny Ward,GK,Leicester,0,0,0.0,0,2023-05-22,0,Newcastle United,0,0,0,0,0,False
Danny Ward,GK,Leicester,0,0,0.0,0,2023-05-28,0,West Ham,0,0,0,0,0,True
Danny Ward,GK,Leicester,0,0,0.0,2,2022-08-27,90,Chelsea,0,0,1,0,1,False
Danny Ward,GK,Leicester,0,0,0.0,1,2022-09-01,90,Manchester United,0,0,1,0,2,True
Danny Ward,GK,Leicester,0,0,0.0,5,2022-09-04,90,Brighton,0,0,7,0,2,False
Danny Ward,GK,Leicester,0,0,0.0,6,2022-09-17,90,Tottenham,0,0,5,0,0,False
Danny Ward,GK,Leicester,1,1,0.0,0,2022-10-03,90,Nottingham Forest,0,0,3,0,8,True
