name,position,team,xP,assists,bonus,expected_assists,expected_goals,fixture,goals_scored,ict_index,minutes,opponent_team,penalties_missed,red_cards,starts,total_points,was_home,yellow_cards
Callum Wilson,FWD,Newcastle,2.9,0,0,0.0,0.0,7,1,10.9,89,Nottingham Forest,0,0,0,6,True,0
Callum Wilson,FWD,Newcastle,3.7,1,0,0.0,0.0,98,0,7.8,83,Brentford,0,0,0,5,True,0
Callum Wilson,FWD,Newcastle,3.2,0,0,0.0,0.0,107,0,1.7,77,Manchester United,0,0,0,2,False,0
Callum Wilson,FWD,Newcastle,0.0,0,0,0.0,0.0,120,0,6.2,86,Everton,0,0,0,2,True,0
Callum Wilson,FWD,Newcastle,3.5,0,0,0.0,0.0,128,1,10.4,87,Tottenham,0,0,0,5,False,1
Callum Wilson,FWD,Newcastle,6.5,2,3,0.0,0.0,140,2,18.7,85,Aston Villa,0,0,0,19,True,0
Callum Wilson,FWD,Newcastle,4.3,0,0,0.0,0.0,147,0,0.6,45,Southampton,0,0,0,1,False,0
Callum Wilson,FWD,Newcastle,4.9,0,0,0.00471,0.0,156,0,0.0,14,Chelsea,0,0,0,1,True,0
Callum Wilson,FWD,Newcastle,0.0,0,0,0.0,0.0,168,0,0.0,0,Leeds United,0,0,0,0,False,0
Callum Wilson,FWD,Newcastle,0.0,0,0,0.00571,0.0,176,0,0.2,26,Leicester City,0,0,0,0,True,1
Callum Wilson,FWD,Newcastle,-0.2,0,0,0.0219,0.2146,181,0,1.5,67,Arsenal,0,0,1,1,False,1
Callum Wilson,FWD,Newcastle,4.0,0,0,0.0,0.0,14,0,1.8,86,Brighton,0,0,0,2,False,0
Callum Wilson,FWD,Newcastle,1.5,1,0,0.86592,0.6694,197,0,12.2,90,Fulham,0,0,1,5,True,0
Callum Wilson,FWD,Newcastle,1.6,0,0,0.01437,0.1949,203,0,3.6,68,Crystal Palace,0,0,1,2,False,0
Callum Wilson,FWD,Newcastle,4.7,0,1,0.0,0.47,217,1,8.4,90,West Ham,0,0,1,7,True,0
Callum Wilson,FWD,Newcastle,4.0,0,0,0.0,0.0,222,0,0.0,0,Bournemouth,0,0,0,0,False,0
Callum Wilson,FWD,Newcastle,2.0,0,0,0.0,0.46,237,0,3.3,26,Liverpool,0,0,0,1,True,0
Callum Wilson,FWD,Newcastle,0.5,0,0,0.06,0.16,257,0,1.8,61,Manchester City,0,0,1,2,False,0
Callum Wilson,FWD,Newcastle,1.8,0,0,0.0,0.0,268,0,0.2,22,Wolverhampton,0,0,0,1,True,0
Callum Wilson,FWD,Newcastle,1.5,0,0,0.0,0.0,278,0,0.0,0,Nottingham Forest,0,0,0,0,False,0
Callum Wilson,FWD,Newcastle,11.0,0,1,0.0,0.28,288,1,6.7,10,Manchester United,0,0,0,6,True,0
Callum Wilson,FWD,Newcastle,11.0,0,3,0.0,1.01,70,2,11.8,63,West Ham,0,0,1,13,False,0
Callum Wilson,FWD,Newcastle,3.7,0,0,0.0,0.0,28,1,11.1,69,Manchester City,0,0,0,6,True,0
Callum Wilson,FWD,Newcastle,6.3,1,0,0.23,0.19,292,0,6.4,45,Brentford,0,0,0,4,False,0
Callum Wilson,FWD,Newcastle,6.5,0,0,0.0,0.0,301,0,0.1,34,Aston Villa,0,0,0,1,False,0
Callum Wilson,FWD,Newcastle,6.3,0,0,0.02,0.29,320,1,6.9,24,Tottenham,0,0,0,5,True,0
Callum Wilson,FWD,Newcastle,7.5,0,3,0.01,0.5,322,2,0.0,86,Everton,0,0,1,13,False,0
Callum Wilson,FWD,Newcastle,9.0,0,3,0.01,2.37,340,2,16.0,45,Southampton,0,0,0,12,True,0
Callum Wilson,FWD,Newcastle,6.6,0,0,0.0,0.0,346,0,1.5,77,Arsenal,0,0,1,2,True,0
Callum Wilson,FWD,Newcastle,0.0,0,3,0.01,1.76,357,2,14.7,72,Leicester City,0,0,1,12,False,1
Callum Wilson,FWD,Newcastle,0.0,1,3,0.29,1.3,248,1,14.4,90,Brighton,0,0,1,12,True,0
Callum Wilson,FWD,Newcastle,8.5,0,0,0.0,0.41,366,0,2.6,67,Leeds United,0,0,1,2,True,0
Callum Wilson,FWD,Newcastle,7.3,0,0,0.0,0.0,374,0,0.0,21,Chelsea,0,0,0,1,False,0
Callum Wilson,FWD,Newcastle,0.0,0,0,0.0,0.0,40,0,0.0,0,Wolverhampton,0,0,0,0,False,0
Callum Wilson,FWD,Newcastle,0.0,0,0,0.0,0.0,48,0,0.0,0,Liverpool,0,0,0,0,False,0
Callum Wilson,FWD,Newcastle,0.0,0,0,0.0,0.0,57,0,0.0,0,Crystal Palace,0,0,0,0,True,0
Callum Wilson,FWD,Newcastle,0.2,0,0,0.0,0.0,77,0,0.0,0,Bournemouth,0,0,0,0,True,0
Callum Wilson,FWD,Newcastle,3.0,0,0,0.0,0.0,84,1,7.6,65,Fulham,0,0,0,6,False,0
