name,position,team,bonus,ict_index,kickoff_time,minutes,opponent_team,starts,total_points,was_home
Diego Da Silva Costa,FWD,Wolves,0,0.0,2023-03-18,0,Leicester City,0,0,True
Diego Da Silva Costa,FWD,Wolves,0,4.0,2022-10-18,74,Crystal Palace,0,2,False
Diego Da Silva Costa,FWD,Wolves,0,18.4,2022-10-23,79,Leeds United,0,2,True
Diego Da Silva Costa,FWD,Wolves,0,0.9,2022-10-08,56,Chelsea,0,1,False
Diego Da Silva Costa,FWD,Wolves,0,0.0,2022-11-05,0,Brighton,0,0,True
Diego Da Silva Costa,FWD,Wolves,0,3.1,2022-12-26,90,Everton,1,1,False
Diego Da Silva Costa,FWD,Wolves,0,0.0,2022-11-12,0,Arsenal,0,0,True
Diego Da Silva Costa,FWD,Wolves,0,3.9,2022-10-15,81,Nottingham Forest,0,2,True
Diego Da Silva Costa,FWD,Wolves,0,4.7,2022-10-29,90,Brentford,0,-1,False
Diego Da Silva Costa,FWD,Wolves,0,3.9,2022-12-31,45,Manchester United,1,1,True
Diego Da Silva Costa,FWD,Wolves,0,0.0,2023-01-22,0,Manchester City,0,0,False
Diego Da Silva Costa,FWD,Wolves,0,0.1,2023-02-24,6,Fulham,0,1,False
Diego Da Silva Costa,FWD,Wolves,0,0.2,2023-03-01,11,Liverpool,0,1,False
Diego Da Silva Costa,FWD,Wolves,0,0.5,2023-02-18,20,Bournemouth,0,1,True
Diego Da Silva Costa,FWD,Wolves,0,1.0,2023-01-04,65,Aston Villa,1,1,False
Diego Da Silva Costa,FWD,Wolves,0,2.1,2023-04-08,62,Chelsea,1,2,True
Diego Da Silva Costa,FWD,Wolves,0,0.1,2023-03-04,27,Tottenham,1,1,True
Diego Da Silva Costa,FWD,Wolves,0,0.0,2023-02-04,0,Liverpool,0,0,True
Diego Da Silva Costa,FWD,Wolves,0,2.6,2023-02-11,31,Southampton,0,1,False
Diego Da Silva Costa,FWD,Wolves,0,0.0,2023-01-14,0,West Ham,0,0,True
Diego Da Silva Costa,FWD,Wolves,0,0.0,2023-03-12,0,Newcastle United,0,0,False
Diego Da Silva Costa,FWD,Wolves,0,1.8,2023-04-01,25,Nottingham Forest,0,1,False
Diego Da Silva Costa,FWD,Wolves,0,0.0,2022-09-17,0,Manchester City,0,0,True
Diego Da Silva Costa,FWD,Wolves,0,0.0,2023-04-22,57,Leeds United,1,1,False
Diego Da Silva Costa,FWD,Wolves,3,13.0,2023-04-15,72,Brentford,1,9,True
Diego Da Silva Costa,FWD,Wolves,0,4.7,2023-04-25,88,Crystal Palace,1,1,True
Diego Da Silva Costa,FWD,Wolves,0,1.1,2022-10-01,32,West Ham,0,1,False
Diego Da Silva Costa,FWD,Wolves,0,4.5,2023-05-06,82,Aston Villa,1,1,True
Diego Da Silva Costa,FWD,Wolves,0,0.0,2023-05-28,0,Arsenal,0,0,False
Diego Da Silva Costa,FWD,Wolves,0,0.5,2023-05-13,77,Manchester United,1,1,False
Diego Da Silva Costa,FWD,Wolves,0,2.2,2023-05-20,20,Everton,0,1,True
Diego Da Silva Costa,FWD,Wolves,0,0.0,2023-04-29,45,Brighton,1,1,False
