name,position,team,xP,assists,bonus,clean_sheets,expected_assists,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,minutes,opponent_team,own_goals,penalties_missed,red_cards,starts,total_points,was_home,yellow_cards
Pascal Struijk,DEF,Leeds,1.4,0,0,0,0.0,0.0,0.0,5,1,0,2.6,90,Wolverhampton,0,0,0,0,2,True,0
Pascal Struijk,DEF,Leeds,6.0,0,0,0,0.0,0.0,0.0,95,2,1,9.6,90,Crystal Palace,0,0,0,0,6,False,1
Pascal Struijk,DEF,Leeds,4.2,0,0,0,0.0,0.0,0.0,104,1,0,4.9,90,Arsenal,0,0,0,0,2,True,0
Pascal Struijk,DEF,Leeds,0.0,0,0,0,0.0,0.0,0.0,117,0,0,0.0,0,Leeds United,0,0,0,0,0,False,0
Pascal Struijk,DEF,Leeds,2.2,0,0,0,0.0,0.0,0.0,124,3,0,1.2,84,Fulham,0,0,0,0,1,True,0
Pascal Struijk,DEF,Leeds,1.8,0,0,0,0.0,0.0,0.0,138,1,0,5.0,90,Liverpool,0,0,0,0,2,False,0
Pascal Struijk,DEF,Leeds,2.3,1,0,0,0.0,0.0,0.0,144,3,0,7.7,90,Bournemouth,0,0,0,0,4,True,0
Pascal Struijk,DEF,Leeds,1.5,0,0,0,0.02509,0.0092,1.8606,158,4,0,6.3,90,Tottenham,0,0,0,1,0,False,0
Pascal Struijk,DEF,Leeds,6.0,0,0,0,0.02988,0.1019,4.1993,167,3,1,7.1,90,Manchester City,0,0,0,1,7,True,0
Pascal Struijk,DEF,Leeds,6.0,0,0,1,0.00215,0.0,2.0081,176,0,0,2.7,90,Newcastle United,0,0,0,1,5,False,1
Pascal Struijk,DEF,Leeds,4.3,0,0,0,0.0295,0.0567,1.4233,187,2,0,1.7,90,West Ham,0,0,0,1,1,True,0
Pascal Struijk,DEF,Leeds,3.5,1,2,0,0.0,0.0,0.0,19,2,0,7.4,90,Southampton,0,0,0,0,6,False,0
Pascal Struijk,DEF,Leeds,3.5,0,0,0,0.00803,0.0,0.6851,191,2,0,1.0,65,Aston Villa,0,0,0,1,1,False,0
Pascal Struijk,DEF,Leeds,4.0,0,0,1,0.01956,0.0,0.2886,205,0,0,2.2,90,Brentford,0,0,0,1,6,True,0
Pascal Struijk,DEF,Leeds,4.9,0,0,0,0.01,0.0,0.23,218,1,0,2.4,66,Nottingham Forest,0,0,0,1,1,False,1
Pascal Struijk,DEF,Leeds,4.9,0,0,0,0.0,0.2,0.32,76,0,0,4.7,22,Manchester United,0,0,0,1,1,False,0
Pascal Struijk,DEF,Leeds,0.0,0,0,0,0.0,0.0,0.0,225,0,0,0.0,0,Manchester United,0,0,0,0,0,True,0
Pascal Struijk,DEF,Leeds,0.4,0,0,0,0.0,0.0,0.0,235,0,0,0.0,0,Everton,0,0,0,0,0,False,0
