name,position,team,xP,assists,bonus,expected_assists,expected_goals,fixture,goals_scored,ict_index,minutes,opponent_team,penalties_missed,red_cards,starts,total_points,was_home,yellow_cards
Kieffer Moore,FWD,Bournemouth,1.0,0,0,0.0,0.0,2,1,5.8,90,Aston Villa,0,0,0,6,True,0
Kieffer Moore,FWD,Bournemouth,0.8,0,0,0.0,0.0,92,0,0.4,1,Leeds United,0,0,0,1,True,0
Kieffer Moore,FWD,Bournemouth,0.7,0,0,0.0,0.0,103,0,0.0,1,Fulham,0,0,0,1,False,0
Kieffer Moore,FWD,Bournemouth,0.0,0,0,0.0,0.0,112,0,0.6,7,Southampton,0,0,0,1,True,0
Kieffer Moore,FWD,Bournemouth,0.7,0,0,0.0,0.0,129,0,2.7,45,West Ham,0,0,0,1,False,0
Kieffer Moore,FWD,Bournemouth,2.2,0,3,0.0,0.0,132,2,13.5,90,Tottenham,0,0,0,13,True,0
Kieffer Moore,FWD,Bournemouth,3.1,0,0,0.0,0.0,144,0,3.2,90,Leicester City,0,0,0,2,False,0
Kieffer Moore,FWD,Bournemouth,5.0,0,0,0.02379,0.855,151,1,7.6,66,Everton,0,0,1,6,True,0
Kieffer Moore,FWD,Bournemouth,1.5,0,0,0.01507,0.0,164,0,0.2,84,Chelsea,0,0,1,2,False,0
Kieffer Moore,FWD,Bournemouth,2.0,0,0,0.09143,0.3076,171,0,2.9,90,Crystal Palace,0,0,1,2,True,0
Kieffer Moore,FWD,Bournemouth,1.7,0,0,0.00123,0.0,189,0,0.5,14,Manchester United,0,0,0,1,False,0
Kieffer Moore,FWD,Bournemouth,2.5,0,0,0.0,0.0,17,0,2.1,89,Manchester City,0,0,0,2,False,0
Kieffer Moore,FWD,Bournemouth,1.8,0,0,0.00123,0.2798,192,0,1.9,90,Brentford,0,0,1,2,False,0
Kieffer Moore,FWD,Bournemouth,2.3,0,0,0.00914,0.5073,202,0,1.6,90,Nottingham Forest,0,0,1,2,True,0
Kieffer Moore,FWD,Bournemouth,1.3,0,0,0.0,0.0,213,0,0.0,0,Brighton,0,0,0,0,False,0
Kieffer Moore,FWD,Bournemouth,-0.3,0,0,0.0,0.0,222,0,0.0,0,Newcastle United,0,0,0,0,True,0
Kieffer Moore,FWD,Bournemouth,-0.5,0,0,0.0,0.0,240,0,0.0,0,Wolverhampton,0,0,0,0,False,0
Kieffer Moore,FWD,Bournemouth,-1.5,0,0,0.0,0.0,241,0,0.0,0,Manchester City,0,0,0,0,True,0
Kieffer Moore,FWD,Bournemouth,-1.0,0,0,0.0,0.0,251,0,0.0,0,Arsenal,0,0,0,0,False,0
Kieffer Moore,FWD,Bournemouth,-1.0,0,0,0.0,0.0,261,0,0.0,0,Liverpool,0,0,0,0,True,0
Kieffer Moore,FWD,Bournemouth,-0.3,0,0,0.0,0.0,272,0,0.0,1,Aston Villa,0,0,0,1,False,0
Kieffer Moore,FWD,Bournemouth,-0.6,0,0,0.0,0.0,282,0,0.0,0,Fulham,0,0,0,0,True,0
Kieffer Moore,FWD,Bournemouth,-0.6,0,0,0.0,0.0,62,0,0.0,0,Brighton,0,0,0,0,True,0
Kieffer Moore,FWD,Bournemouth,2.3,0,0,0.0,0.0,21,0,2.7,90,Arsenal,0,0,0,2,True,0
Kieffer Moore,FWD,Bournemouth,-0.3,0,0,0.0,0.0,295,0,0.0,0,Leeds United,0,0,0,0,False,0
Kieffer Moore,FWD,Bournemouth,-0.5,0,0,0.0,0.0,308,0,0.0,0,Tottenham,0,0,0,0,False,0
Kieffer Moore,FWD,Bournemouth,-0.5,0,0,0.04,0.34,312,0,2.1,45,West Ham,0,0,0,0,True,1
Kieffer Moore,FWD,Bournemouth,0.2,0,0,0.0,0.0,330,0,0.0,1,Southampton,0,0,0,1,False,0
Kieffer Moore,FWD,Bournemouth,-0.1,0,0,0.0,0.27,332,0,0.3,20,Leicester City,0,0,0,1,True,0
Kieffer Moore,FWD,Bournemouth,0.0,0,0,0.0,0.0,341,0,0.0,0,Chelsea,0,0,0,0,True,0
Kieffer Moore,FWD,Bournemouth,0.0,0,0,0.0,0.0,355,0,0.8,30,Crystal Palace,0,0,0,1,False,0
Kieffer Moore,FWD,Bournemouth,0.3,0,0,0.01,0.33,361,0,2.2,34,Manchester United,0,0,0,1,True,0
Kieffer Moore,FWD,Bournemouth,0.3,0,0,0.01,0.09,376,0,0.0,25,Everton,0,0,0,1,False,0
Kieffer Moore,FWD,Bournemouth,1.5,0,0,0.0,0.0,36,0,3.8,90,Liverpool,0,0,0,2,False,0
Kieffer Moore,FWD,Bournemouth,2.1,0,0,0.0,0.0,42,0,0.1,13,Wolverhampton,0,0,0,1,True,0
Kieffer Moore,FWD,Bournemouth,1.6,0,0,0.0,0.0,58,0,0.0,1,Nottingham Forest,0,0,0,1,False,0
Kieffer Moore,FWD,Bournemouth,0.7,0,0,0.0,0.0,77,0,0.0,1,Newcastle United,0,0,0,1,False,0
Kieffer Moore,FWD,Bournemouth,1.0,0,0,0.0,0.0,82,0,2.1,71,Brentford,0,0,0,2,True,0
