name,position,team,xP,assists,bonus,clean_sheets,expected_assists,expected_goals,fixture,goals_conceded,goals_scored,ict_index,minutes,opponent_team,penalties_missed,red_cards,starts,total_points,was_home,yellow_cards
João Victor Gomes da Silva,MID,Wolves,0.4,0,0,0,0.0,0.0,220,0,0,0.0,0,Liverpool,0,0,0,0,True,0
João Victor Gomes da Silva,MID,Wolves,4.5,0,2,0,0.0,0.23,229,0,1,5.6,20,Southampton,0,0,0,8,False,0
João Victor Gomes da Silva,MID,Wolves,3.2,0,0,0,0.0,0.0,240,0,0,0.6,20,Bournemouth,0,0,0,0,True,1
João Victor Gomes da Silva,MID,Wolves,3.1,0,0,0,0.0,0.0,244,0,0,0.0,0,Fulham,0,0,0,0,False,0
João Victor Gomes da Silva,MID,Wolves,3.1,0,0,0,0.0,0.0,67,2,0,0.3,26,Liverpool,0,0,0,1,False,0
João Victor Gomes da Silva,MID,Wolves,1.8,0,0,0,0.0,0.0,260,0,0,0.0,0,Tottenham,0,0,0,0,True,0
João Victor Gomes da Silva,MID,Wolves,-0.3,0,0,0,0.0,0.0,268,0,0,0.0,0,Newcastle United,0,0,0,0,False,0
João Victor Gomes da Silva,MID,Wolves,0.4,0,0,0,0.04,0.02,280,4,0,4.5,90,Leicester City,0,0,1,1,True,1
João Victor Gomes da Silva,MID,Wolves,0.3,0,0,0,0.0,0.0,289,0,0,0.0,0,Nottingham Forest,0,0,0,0,False,0
João Victor Gomes da Silva,MID,Wolves,1.0,0,0,1,0.02,0.0,300,0,0,4.1,90,Chelsea,0,0,1,2,True,1
João Victor Gomes da Silva,MID,Wolves,1.3,0,0,1,0.01,0.0,310,0,0,2.1,72,Brentford,0,0,1,2,True,1
João Victor Gomes da Silva,MID,Wolves,1.5,0,0,0,0.01,0.0,317,2,0,2.6,90,Leeds United,0,0,1,2,False,0
João Victor Gomes da Silva,MID,Wolves,1.2,0,0,0,0.0,0.0,327,0,0,0.8,22,Crystal Palace,0,0,0,0,True,1
João Victor Gomes da Silva,MID,Wolves,1.4,0,0,0,0.02,0.0,334,4,0,1.5,45,Brighton,0,0,1,1,False,0
João Victor Gomes da Silva,MID,Wolves,1.0,0,0,0,0.0,0.0,350,0,0,0.0,0,Aston Villa,0,0,0,0,True,0
João Victor Gomes da Silva,MID,Wolves,0.0,0,0,0,0.0,0.0,359,0,0,0.0,0,Manchester United,0,0,0,0,False,0
João Victor Gomes da Silva,MID,Wolves,0.8,0,0,0,0.0,0.05,370,1,0,2.8,90,Everton,0,0,1,2,True,0
João Victor Gomes da Silva,MID,Wolves,0.5,0,0,0,0.01,0.0,371,5,0,0.0,84,Arsenal,0,0,1,2,False,0
