name,position,team,xP,assists,bonus,clean_sheets,expected_assists,expected_goals_conceded,fixture,goals_conceded,minutes,opponent_team,own_goals,penalties_saved,red_cards,saves,starts,total_points,was_home,yellow_cards
Mark Travers,GK,Bournemouth,1.7,0,0,1,0.0,0.0,2,0,90,Aston Villa,0,0,0,2,0,6,True,0
Mark Travers,GK,Bournemouth,-0.5,0,0,0,0.0,0.0,92,0,0,Leeds United,0,0,0,0,0,0,True,0
Mark Travers,GK,Bournemouth,-0.5,0,0,0,0.0,0.0,103,0,0,Fulham,0,0,0,0,0,0,False,0
Mark Travers,GK,Bournemouth,0.0,0,0,0,0.0,0.0,112,0,0,Southampton,0,0,0,0,0,0,True,0
Mark Travers,GK,Bournemouth,-0.3,0,0,0,0.0,0.0,129,1,45,West Ham,0,0,0,1,0,1,False,0
Mark Travers,GK,Bournemouth,-0.5,0,0,0,0.0,0.0,132,3,90,Tottenham,0,0,0,4,0,2,True,0
Mark Travers,GK,Bournemouth,0.1,0,0,0,0.0,0.0,144,4,90,Leicester City,0,0,0,0,0,0,False,0
Mark Travers,GK,Bournemouth,2.3,0,1,1,0.00148,0.8243,151,0,90,Everton,0,0,0,3,1,8,True,0
Mark Travers,GK,Bournemouth,1.5,0,0,0,0.00165,1.7392,164,2,90,Chelsea,0,0,0,3,1,2,False,0
Mark Travers,GK,Bournemouth,2.0,0,0,0,0.00063,1.4943,171,2,90,Crystal Palace,0,0,0,4,1,2,True,0
Mark Travers,GK,Bournemouth,2.0,0,0,0,0.00026,2.2086,189,3,90,Manchester United,0,0,0,3,1,2,False,0
Mark Travers,GK,Bournemouth,2.0,0,0,0,0.0,0.0,17,4,90,Manchester City,0,0,0,4,0,1,False,0
Mark Travers,GK,Bournemouth,1.5,0,0,0,0.0,0.0,192,0,0,Brentford,0,0,0,0,0,0,False,0
Mark Travers,GK,Bournemouth,1.7,0,0,0,0.0,0.0,202,0,0,Nottingham Forest,0,0,0,0,0,0,True,0
Mark Travers,GK,Bournemouth,0.0,0,0,0,0.0,0.0,213,0,0,Brighton,0,0,0,0,0,0,False,0
Mark Travers,GK,Bournemouth,-1.0,0,0,0,0.0,0.0,222,0,0,Newcastle United,0,0,0,0,0,0,True,0
Mark Travers,GK,Bournemouth,-0.5,0,0,0,0.0,0.0,240,0,0,Wolverhampton,0,0,0,0,0,0,False,0
Mark Travers,GK,Bournemouth,-1.5,0,0,0,0.0,0.0,241,0,0,Manchester City,0,0,0,0,0,0,True,0
Mark Travers,GK,Bournemouth,-1.0,0,0,0,0.0,0.0,251,0,0,Arsenal,0,0,0,0,0,0,False,0
Mark Travers,GK,Bournemouth,-1.0,0,0,0,0.0,0.0,261,0,0,Liverpool,0,0,0,0,0,0,True,0
Mark Travers,GK,Bournemouth,-0.5,0,0,0,0.0,0.0,272,0,0,Aston Villa,0,0,0,0,0,0,False,0
Mark Travers,GK,Bournemouth,-1.0,0,0,0,0.0,0.0,282,0,0,Fulham,0,0,0,0,0,0,True,0
Mark Travers,GK,Bournemouth,-1.0,0,0,0,0.0,0.0,62,0,0,Brighton,0,0,0,0,0,0,True,0
Mark Travers,GK,Bournemouth,2.0,0,0,0,0.0,0.0,21,3,90,Arsenal,0,0,0,3,0,2,True,0
Mark Travers,GK,Bournemouth,-0.5,0,0,0,0.0,0.0,295,0,0,Leeds United,0,0,0,0,0,0,False,0
Mark Travers,GK,Bournemouth,-0.5,0,0,0,0.0,0.0,308,0,0,Tottenham,0,0,0,0,0,0,False,0
Mark Travers,GK,Bournemouth,-0.5,0,0,0,0.0,0.0,312,0,0,West Ham,0,0,0,0,0,0,True,0
Mark Travers,GK,Bournemouth,0.0,0,0,0,0.0,0.0,330,0,0,Southampton,0,0,0,0,0,0,False,0
Mark Travers,GK,Bournemouth,-0.5,0,0,0,0.0,0.0,332,0,0,Leicester City,0,0,0,0,0,0,True,0
Mark Travers,GK,Bournemouth,-0.5,0,0,0,0.0,0.0,341,0,0,Chelsea,0,0,0,0,0,0,True,0
Mark Travers,GK,Bournemouth,0.0,0,0,0,0.0,0.0,355,0,0,Crystal Palace,0,0,0,0,0,0,False,0
Mark Travers,GK,Bournemouth,-0.5,0,0,0,0.0,0.0,361,0,0,Manchester United,0,0,0,0,0,0,True,0
Mark Travers,GK,Bournemouth,0.1,0,0,0,0.0,1.0,376,1,90,Everton,0,0,0,5,1,3,False,0
Mark Travers,GK,Bournemouth,0.5,0,0,0,0.0,0.0,36,9,90,Liverpool,0,0,0,4,0,-1,False,0
Mark Travers,GK,Bournemouth,1.1,0,0,0,0.0,0.0,42,0,0,Wolverhampton,0,0,0,0,0,0,True,0
Mark Travers,GK,Bournemouth,0.4,0,0,0,0.0,0.0,58,0,0,Nottingham Forest,0,0,0,0,0,0,False,0
Mark Travers,GK,Bournemouth,-0.7,0,0,0,0.0,0.0,77,0,0,Newcastle United,0,0,0,0,0,0,False,0
Mark Travers,GK,Bournemouth,-0.5,0,0,0,0.0,0.0,82,0,0,Brentford,0,0,0,0,0,0,True,0
