name,position,team,bonus,ict_index,kickoff_time,minutes,opponent_team,starts,total_points,was_home
Jean-Philippe Mateta,FWD,Crystal Palace,0,0.0,2022-10-18,9,Wolverhampton,0,1,True
Jean-Philippe Mateta,FWD,Crystal Palace,0,2.0,2022-08-05,32,Arsenal,0,1,True
Jean-Philippe Mateta,FWD,Crystal Palace,0,0.0,2022-10-29,0,Southampton,0,0,True
Jean-Philippe Mateta,FWD,Crystal Palace,0,0.0,2022-08-15,0,Liverpool,0,0,False
Jean-Philippe Mateta,FWD,Crystal Palace,0,0.4,2022-10-22,28,Everton,0,0,False
Jean-Philippe Mateta,FWD,Crystal Palace,0,0.5,2022-10-15,13,Leeds United,0,1,False
Jean-Philippe Mateta,FWD,Crystal Palace,0,0.0,2022-12-26,0,Fulham,0,0,True
Jean-Philippe Mateta,FWD,Crystal Palace,0,0.1,2022-11-12,31,Nottingham Forest,0,1,False
Jean-Philippe Mateta,FWD,Crystal Palace,0,0.0,2022-11-06,0,West Ham,0,0,False
Jean-Philippe Mateta,FWD,Crystal Palace,0,1.8,2022-12-31,16,Bournemouth,0,1,False
Jean-Philippe Mateta,FWD,Crystal Palace,0,0.0,2022-10-09,4,Leicester City,0,1,True
Jean-Philippe Mateta,FWD,Crystal Palace,0,0.6,2023-01-04,29,Tottenham,0,1,True
Jean-Philippe Mateta,FWD,Crystal Palace,0,2.4,2023-01-21,25,Newcastle United,0,1,True
Jean-Philippe Mateta,FWD,Crystal Palace,0,0.1,2023-01-15,21,Chelsea,0,1,False
Jean-Philippe Mateta,FWD,Crystal Palace,0,2.5,2023-01-18,55,Manchester United,1,1,True
Jean-Philippe Mateta,FWD,Crystal Palace,0,0.7,2023-02-04,7,Manchester United,0,1,False
Jean-Philippe Mateta,FWD,Crystal Palace,0,1.5,2023-02-11,70,Brighton,1,2,True
Jean-Philippe Mateta,FWD,Crystal Palace,0,0.6,2023-02-25,70,Liverpool,1,2,True
Jean-Philippe Mateta,FWD,Crystal Palace,0,0.0,2023-03-19,0,Arsenal,0,0,False
Jean-Philippe Mateta,FWD,Crystal Palace,0,0.3,2023-03-04,23,Aston Villa,0,1,False
Jean-Philippe Mateta,FWD,Crystal Palace,0,1.6,2023-02-18,79,Brentford,1,2,False
Jean-Philippe Mateta,FWD,Crystal Palace,0,4.8,2022-08-20,20,Aston Villa,0,5,True
Jean-Philippe Mateta,FWD,Crystal Palace,0,0.0,2023-03-11,0,Manchester City,0,0,True
Jean-Philippe Mateta,FWD,Crystal Palace,0,0.1,2023-03-15,11,Brighton,0,1,False
Jean-Philippe Mateta,FWD,Crystal Palace,3,6.0,2023-04-01,4,Leeds United,0,7,True
Jean-Philippe Mateta,FWD,Crystal Palace,0,0.2,2023-04-09,10,Leicester City,0,1,False
Jean-Philippe Mateta,FWD,Crystal Palace,0,0.0,2023-04-15,1,Southampton,0,1,False
Jean-Philippe Mateta,FWD,Crystal Palace,0,0.2,2023-04-22,19,Everton,0,1,True
Jean-Philippe Mateta,FWD,Crystal Palace,0,0.2,2023-04-25,1,Wolverhampton,0,1,False
Jean-Philippe Mateta,FWD,Crystal Palace,0,0.0,2023-05-06,0,Tottenham,0,0,False
Jean-Philippe Mateta,FWD,Crystal Palace,0,0.0,2023-04-29,0,West Ham,0,0,True
Jean-Philippe Mateta,FWD,Crystal Palace,0,0.0,2023-05-13,0,Bournemouth,0,0,True
Jean-Philippe Mateta,FWD,Crystal Palace,0,0.5,2023-05-20,10,Fulham,0,1,False
Jean-Philippe Mateta,FWD,Crystal Palace,0,0.2,2022-08-27,16,Manchester City,0,0,False
Jean-Philippe Mateta,FWD,Crystal Palace,0,0.0,2023-05-28,23,Nottingham Forest,0,1,True
Jean-Philippe Mateta,FWD,Crystal Palace,0,5.3,2022-08-30,53,Brentford,0,1,True
Jean-Philippe Mateta,FWD,Crystal Palace,0,7.9,2022-09-03,62,Newcastle United,0,2,False
Jean-Philippe Mateta,FWD,Crystal Palace,0,0.5,2022-10-01,6,Chelsea,0,1,True
