name,position,team,bonus,clean_sheets,goals_conceded,ict_index,kickoff_time,minutes,opponent_team,starts,total_points,was_home
Mikkel Damsgaard,MID,Brentford,0,0,0,0.0,2022-08-13,0,Manchester United,0,0,True
Mikkel Damsgaard,MID,Brentford,0,0,0,0.0,2022-10-19,0,Chelsea,0,0,True
Mikkel Damsgaard,MID,Brentford,0,0,0,0.6,2022-10-23,29,Aston Villa,0,1,False
Mikkel Damsgaard,MID,Brentford,0,0,1,1.3,2022-10-29,53,Wolverhampton,0,0,True
Mikkel Damsgaard,MID,Brentford,0,0,0,0.0,2022-10-14,0,Brighton,0,0,True
Mikkel Damsgaard,MID,Brentford,0,0,2,0.3,2022-10-08,19,Newcastle United,0,1,False
Mikkel Damsgaard,MID,Brentford,0,0,1,0.7,2022-11-05,30,Nottingham Forest,0,1,False
Mikkel Damsgaard,MID,Brentford,0,0,0,0.0,2022-11-12,0,Manchester City,0,0,False
Mikkel Damsgaard,MID,Brentford,0,0,0,0.0,2022-12-26,0,Tottenham,0,0,True
Mikkel Damsgaard,MID,Brentford,0,0,0,0.0,2022-12-30,0,West Ham,0,0,False
Mikkel Damsgaard,MID,Brentford,0,0,0,0.0,2023-01-02,0,Liverpool,0,0,True
Mikkel Damsgaard,MID,Brentford,0,0,1,3.4,2023-03-18,60,Leeds United,1,2,True
Mikkel Damsgaard,MID,Brentford,0,0,0,0.0,2023-01-22,0,Leicester City,0,0,False
Mikkel Damsgaard,MID,Brentford,0,0,0,0.0,2022-08-20,0,Fulham,0,0,False
Mikkel Damsgaard,MID,Brentford,0,0,1,2.9,2023-02-18,27,Crystal Palace,0,1,True
Mikkel Damsgaard,MID,Brentford,0,0,0,1.3,2023-02-04,8,Southampton,0,1,True
Mikkel Damsgaard,MID,Brentford,0,0,1,3.0,2023-03-06,75,Fulham,1,2,True
Mikkel Damsgaard,MID,Brentford,0,0,0,0.2,2023-01-14,8,Bournemouth,0,1,True
Mikkel Damsgaard,MID,Brentford,0,0,0,0.0,2023-02-11,0,Arsenal,0,0,False
Mikkel Damsgaard,MID,Brentford,0,0,1,0.8,2023-03-11,61,Everton,1,2,False
Mikkel Damsgaard,MID,Brentford,0,0,0,1.6,2023-03-15,11,Southampton,0,1,False
Mikkel Damsgaard,MID,Brentford,0,0,0,0.0,2023-04-08,0,Newcastle United,0,0,True
Mikkel Damsgaard,MID,Brentford,0,0,2,1.5,2023-04-01,72,Brighton,1,2,False
Mikkel Damsgaard,MID,Brentford,0,0,1,0.4,2023-04-05,61,Manchester United,1,1,False
Mikkel Damsgaard,MID,Brentford,0,0,1,0.1,2023-04-22,14,Aston Villa,0,1,True
Mikkel Damsgaard,MID,Brentford,0,0,1,2.0,2023-04-15,29,Wolverhampton,0,1,False
Mikkel Damsgaard,MID,Brentford,0,0,0,0.3,2023-04-26,28,Chelsea,0,1,False
Mikkel Damsgaard,MID,Brentford,0,0,0,0.2,2022-08-27,12,Everton,0,1,True
Mikkel Damsgaard,MID,Brentford,0,0,0,0.2,2023-05-06,8,Liverpool,0,1,False
Mikkel Damsgaard,MID,Brentford,0,0,0,2.2,2022-08-30,22,Crystal Palace,0,1,False
Mikkel Damsgaard,MID,Brentford,0,0,0,1.4,2022-09-03,7,Leicester City,0,0,True
Mikkel Damsgaard,MID,Brentford,0,1,0,4.2,2023-05-14,76,West Ham,1,3,True
Mikkel Damsgaard,MID,Brentford,0,1,0,0.0,2023-05-28,69,Manchester City,1,2,True
Mikkel Damsgaard,MID,Brentford,0,0,0,1.1,2023-05-20,45,Tottenham,0,1,False
Mikkel Damsgaard,MID,Brentford,0,0,1,4.8,2023-04-29,59,Nottingham Forest,1,1,True
Mikkel Damsgaard,MID,Brentford,0,0,0,4.4,2022-09-18,27,Arsenal,0,1,True
Mikkel Damsgaard,MID,Brentford,0,1,0,5.6,2022-10-01,60,Bournemouth,0,3,False
