name,position,team,xP,assists,bonus,clean_sheets,expected_assists,expected_goals_conceded,fixture,goals_conceded,minutes,opponent_team,own_goals,penalties_saved,red_cards,saves,starts,total_points,was_home,yellow_cards
Norberto Murara Neto,GK,Bournemouth,4.5,0,0,0,0.0,0.0,92,1,90,Leeds United,0,0,0,4,0,3,True,0
Norberto Murara Neto,GK,Bournemouth,3.5,0,0,0,0.0,0.0,103,2,90,Fulham,0,0,0,2,0,1,False,0
Norberto Murara Neto,GK,Bournemouth,0.0,0,0,0,0.0,0.0,112,1,90,Southampton,0,0,0,2,0,2,True,0
Norberto Murara Neto,GK,Bournemouth,2.5,0,0,0,0.0,0.0,129,1,45,West Ham,0,0,0,1,0,1,False,0
Norberto Murara Neto,GK,Bournemouth,0.0,0,0,0,0.0,0.0,132,0,0,Tottenham,0,0,0,0,0,0,True,0
Norberto Murara Neto,GK,Bournemouth,0.0,0,0,0,0.0,0.0,144,0,0,Leicester City,0,0,0,0,0,0,False,0
Norberto Murara Neto,GK,Bournemouth,0.0,0,0,0,0.0,0.0,151,0,0,Everton,0,0,0,0,0,0,True,0
Norberto Murara Neto,GK,Bournemouth,-0.1,0,0,0,0.0,0.0,164,0,0,Chelsea,0,0,0,0,0,0,False,0
Norberto Murara Neto,GK,Bournemouth,0.0,0,0,0,0.0,0.0,171,0,0,Crystal Palace,0,0,0,0,0,0,True,0
Norberto Murara Neto,GK,Bournemouth,0.0,0,0,0,0.0,0.0,189,0,0,Manchester United,0,0,0,0,0,0,False,0
Norberto Murara Neto,GK,Bournemouth,0.7,0,0,0,0.0,0.0,17,0,0,Manchester City,0,0,0,0,0,0,False,0
Norberto Murara Neto,GK,Bournemouth,0.0,0,0,0,0.00031,1.4691,192,2,90,Brentford,0,0,0,2,1,0,False,1
Norberto Murara Neto,GK,Bournemouth,1.1,0,0,0,0.00238,1.7711,202,1,90,Nottingham Forest,0,0,0,4,1,3,True,0
Norberto Murara Neto,GK,Bournemouth,2.0,0,0,0,0.0,2.61,213,1,90,Brighton,0,0,0,5,1,3,False,0
Norberto Murara Neto,GK,Bournemouth,2.3,0,0,0,0.0,1.27,222,1,90,Newcastle United,0,0,0,6,1,4,True,0
Norberto Murara Neto,GK,Bournemouth,5.2,0,3,1,0.0,1.16,240,0,90,Wolverhampton,0,0,0,4,1,10,False,0
Norberto Murara Neto,GK,Bournemouth,2.7,0,0,0,0.0,2.38,241,4,90,Manchester City,0,0,0,2,1,0,True,0
Norberto Murara Neto,GK,Bournemouth,3.0,0,0,0,0.0,2.6,251,3,90,Arsenal,0,0,0,6,1,2,False,1
Norberto Murara Neto,GK,Bournemouth,4.5,0,3,1,0.01,1.75,261,0,90,Liverpool,0,0,0,5,1,10,True,0
Norberto Murara Neto,GK,Bournemouth,3.3,0,0,0,0.0,3.2,272,3,90,Aston Villa,0,0,0,6,1,3,False,0
Norberto Murara Neto,GK,Bournemouth,7.4,0,0,0,0.0,0.84,282,1,90,Fulham,0,0,0,1,1,2,True,0
Norberto Murara Neto,GK,Bournemouth,7.4,0,0,0,0.0,2.76,62,2,90,Brighton,0,0,0,4,1,2,True,0
Norberto Murara Neto,GK,Bournemouth,-1.0,0,0,0,0.0,0.0,21,0,0,Arsenal,0,0,0,0,0,0,True,0
Norberto Murara Neto,GK,Bournemouth,3.3,0,1,1,0.0,0.68,295,0,90,Leeds United,0,0,0,4,1,8,False,0
Norberto Murara Neto,GK,Bournemouth,3.3,0,0,0,0.0,2.04,308,2,90,Tottenham,0,0,0,6,1,3,False,0
Norberto Murara Neto,GK,Bournemouth,2.9,0,0,0,0.0,2.34,312,4,90,West Ham,0,0,0,6,1,2,True,0
Norberto Murara Neto,GK,Bournemouth,4.0,0,1,1,0.0,0.51,330,0,90,Southampton,0,0,0,2,1,7,False,0
Norberto Murara Neto,GK,Bournemouth,4.1,0,0,0,0.01,1.67,332,1,90,Leicester City,0,0,0,5,1,3,True,0
Norberto Murara Neto,GK,Bournemouth,2.7,0,0,0,0.0,1.39,341,3,90,Chelsea,0,0,0,2,1,1,True,0
Norberto Murara Neto,GK,Bournemouth,0.0,0,0,0,0.0,1.54,355,2,90,Crystal Palace,0,0,0,3,1,2,False,0
Norberto Murara Neto,GK,Bournemouth,1.7,0,0,0,0.0,1.49,361,1,90,Manchester United,0,0,0,4,1,3,True,0
Norberto Murara Neto,GK,Bournemouth,1.3,0,0,0,0.0,0.0,376,0,0,Everton,0,0,0,0,0,0,False,0
Norberto Murara Neto,GK,Bournemouth,-1.5,0,0,0,0.0,0.0,36,0,0,Liverpool,0,0,0,0,0,0,False,0
Norberto Murara Neto,GK,Bournemouth,1.0,0,0,1,0.0,0.0,42,0,90,Wolverhampton,0,0,0,3,0,6,True,1
Norberto Murara Neto,GK,Bournemouth,1.2,0,0,0,0.0,0.0,58,2,90,Nottingham Forest,0,0,0,1,0,0,False,1
Norberto Murara Neto,GK,Bournemouth,2.0,0,0,0,0.0,0.0,77,1,90,Newcastle United,0,0,0,6,0,4,False,0
Norberto Murara Neto,GK,Bournemouth,5.5,0,1,1,0.0,0.0,82,0,90,Brentford,0,0,0,4,0,8,True,0
