name,position,team,xP,assists,bonus,clean_sheets,expected_assists,expected_goals,fixture,goals_conceded,goals_scored,ict_index,minutes,opponent_team,penalties_missed,red_cards,starts,total_points,was_home,yellow_cards
Pablo Sarabia,MID,Wolves,1.1,0,0,0,0.00566,0.2632,208,2,0,1.2,45,Manchester City,0,0,0,1,False,0
Pablo Sarabia,MID,Wolves,0.0,0,0,0,0.07,0.14,220,0,0,0.4,59,Liverpool,0,0,1,1,True,0
Pablo Sarabia,MID,Wolves,1.8,0,0,0,0.01,0.03,229,1,0,2.8,90,Southampton,0,0,1,2,False,0
Pablo Sarabia,MID,Wolves,1.8,0,0,0,0.42,0.27,240,1,0,11.1,90,Bournemouth,0,0,1,1,True,1
Pablo Sarabia,MID,Wolves,5.1,0,3,0,0.08,0.34,244,1,1,10.8,75,Fulham,0,0,1,10,False,0
Pablo Sarabia,MID,Wolves,5.1,0,0,0,0.06,0.71,67,0,0,2.3,45,Liverpool,0,0,1,0,False,1
Pablo Sarabia,MID,Wolves,3.2,0,0,1,0.0,0.0,260,0,0,0.6,66,Tottenham,0,0,1,3,True,0
Pablo Sarabia,MID,Wolves,2.3,0,0,0,0.0,0.0,268,0,0,0.0,0,Newcastle United,0,0,0,0,False,0
Pablo Sarabia,MID,Wolves,2.8,0,0,0,0.05,0.89,280,3,0,6.7,45,Leicester City,0,0,0,1,True,0
Pablo Sarabia,MID,Wolves,0.3,0,0,0,0.07,0.0,289,0,0,0.9,45,Nottingham Forest,0,0,0,0,False,1
Pablo Sarabia,MID,Wolves,0.7,0,0,0,0.0,0.0,300,0,0,0.2,15,Chelsea,0,0,0,1,True,0
Pablo Sarabia,MID,Wolves,1.3,0,0,1,0.05,0.06,310,0,0,3.4,63,Brentford,0,0,1,3,True,0
Pablo Sarabia,MID,Wolves,1.2,0,0,0,0.03,0.13,317,1,0,0.7,57,Leeds United,0,0,1,1,False,0
Pablo Sarabia,MID,Wolves,1.0,0,0,0,0.0,0.0,327,0,0,0.0,0,Crystal Palace,0,0,0,0,True,0
Pablo Sarabia,MID,Wolves,1.0,0,0,0,0.0,0.0,334,0,0,0.0,0,Brighton,0,0,0,0,False,0
Pablo Sarabia,MID,Wolves,0.8,0,0,0,0.0,0.0,350,0,0,0.0,0,Aston Villa,0,0,0,0,True,0
Pablo Sarabia,MID,Wolves,0.0,0,0,0,0.0,0.0,359,0,0,0.0,0,Manchester United,0,0,0,0,False,0
Pablo Sarabia,MID,Wolves,0.8,0,0,1,0.04,0.16,370,0,0,1.9,69,Everton,0,0,1,3,True,0
Pablo Sarabia,MID,Wolves,0.1,0,0,0,0.0,0.0,371,0,0,0.0,0,Arsenal,0,0,0,0,False,0
