name,position,team,bonus,clean_sheets,goals_conceded,ict_index,kickoff_time,minutes,opponent_team,starts,total_points,was_home
Yves Bissouma,MID,Spurs,0,0,0,1.6,2022-08-06,4,Southampton,0,0,True
Yves Bissouma,MID,Spurs,0,0,0,0.8,2022-08-14,11,Chelsea,0,1,False
Yves Bissouma,MID,Spurs,0,0,2,0.3,2022-10-19,81,Manchester United,0,2,False
Yves Bissouma,MID,Spurs,0,0,2,0.7,2022-10-23,90,Newcastle United,0,2,True
Yves Bissouma,MID,Spurs,0,0,2,0.9,2022-10-29,57,Bournemouth,0,1,False
Yves Bissouma,MID,Spurs,0,1,0,1.3,2022-10-08,69,Brighton,0,2,False
Yves Bissouma,MID,Spurs,0,0,0,2.9,2022-10-15,38,Everton,0,1,True
Yves Bissouma,MID,Spurs,0,0,2,2.8,2022-11-06,87,Liverpool,0,2,True
Yves Bissouma,MID,Spurs,0,0,1,0.1,2022-11-12,21,Leicester City,0,1,True
Yves Bissouma,MID,Spurs,0,0,2,2.8,2022-12-26,90,Brentford,1,1,False
Yves Bissouma,MID,Spurs,0,0,2,3.4,2023-01-01,79,Aston Villa,1,1,True
Yves Bissouma,MID,Spurs,0,0,0,0.0,2023-01-04,0,Crystal Palace,0,0,False
Yves Bissouma,MID,Spurs,0,0,0,0.0,2023-03-18,0,Southampton,0,0,False
Yves Bissouma,MID,Spurs,0,0,0,0.1,2023-01-23,1,Fulham,0,1,False
Yves Bissouma,MID,Spurs,0,0,0,1.2,2022-08-20,4,Wolverhampton,0,1,True
Yves Bissouma,MID,Spurs,0,0,0,0.0,2023-02-26,0,Chelsea,0,0,True
Yves Bissouma,MID,Spurs,0,0,0,0.0,2023-02-19,0,West Ham,0,0,True
Yves Bissouma,MID,Spurs,0,0,0,0.0,2023-02-05,6,Manchester City,0,1,True
Yves Bissouma,MID,Spurs,0,0,0,0.0,2023-03-04,0,Wolverhampton,0,0,False
Yves Bissouma,MID,Spurs,0,0,0,2.8,2023-01-15,14,Arsenal,0,1,True
Yves Bissouma,MID,Spurs,0,0,1,0.0,2023-01-19,15,Manchester City,0,1,False
Yves Bissouma,MID,Spurs,0,0,0,0.0,2023-02-11,0,Leeds United,0,0,False
Yves Bissouma,MID,Spurs,0,0,0,0.0,2023-03-11,0,Nottingham Forest,0,0,True
Yves Bissouma,MID,Spurs,0,0,0,0.0,2023-04-08,0,Brighton,0,0,True
Yves Bissouma,MID,Spurs,0,0,0,0.0,2023-04-03,0,Everton,0,0,False
Yves Bissouma,MID,Spurs,0,0,0,0.0,2023-04-23,0,Newcastle United,0,0,False
Yves Bissouma,MID,Spurs,0,0,0,0.0,2023-04-15,0,Bournemouth,0,0,True
Yves Bissouma,MID,Spurs,0,0,0,0.0,2023-04-27,0,Manchester United,0,0,True
Yves Bissouma,MID,Spurs,0,0,0,1.0,2022-08-28,7,Nottingham Forest,0,1,False
Yves Bissouma,MID,Spurs,0,0,0,0.0,2023-05-06,0,Crystal Palace,0,0,True
Yves Bissouma,MID,Spurs,0,0,1,1.4,2022-08-31,90,West Ham,0,1,False
Yves Bissouma,MID,Spurs,0,0,0,0.0,2022-09-03,0,Fulham,0,0,True
Yves Bissouma,MID,Spurs,0,0,1,0.0,2023-05-28,76,Leicester City,1,2,False
Yves Bissouma,MID,Spurs,0,0,1,0.7,2023-05-13,29,Aston Villa,0,1,False
Yves Bissouma,MID,Spurs,0,0,3,1.4,2023-05-20,90,Brentford,1,1,True
Yves Bissouma,MID,Spurs,0,0,0,0.0,2023-04-30,0,Liverpool,0,0,False
Yves Bissouma,MID,Spurs,0,0,0,0.4,2022-09-17,20,Leeds United,0,1,True
Yves Bissouma,MID,Spurs,0,0,0,0.2,2022-10-01,19,Arsenal,0,1,False
