name,position,team,xP,assists,bonus,clean_sheets,expected_assists,expected_goals_conceded,fixture,goals_conceded,minutes,opponent_team,own_goals,penalties_saved,red_cards,saves,starts,total_points,was_home,yellow_cards
Alex Smithies,GK,Leicester,0.5,0,0,0,0.0,0.0,92,0,0,Bournemouth,0,0,0,0,0,0,False,0
Alex Smithies,GK,Leicester,0.0,0,0,0,0.0,0.0,105,0,0,Crystal Palace,0,0,0,0,0,0,True,0
Alex Smithies,GK,Leicester,0.0,0,0,0,0.0,0.0,117,0,0,Leicester City,0,0,0,0,0,0,True,0
Alex Smithies,GK,Leicester,0.0,0,0,0,0.0,0.0,130,0,0,Wolverhampton,0,0,0,0,0,0,False,0
Alex Smithies,GK,Leicester,-1.0,0,0,0,0.0,0.0,137,0,0,Manchester City,0,0,0,0,0,0,True,0
Alex Smithies,GK,Leicester,0.0,0,0,0,0.0,0.0,143,0,0,Everton,0,0,0,0,0,0,False,0
Alex Smithies,GK,Leicester,0.0,0,0,0,0.0,0.0,159,0,0,West Ham,0,0,0,0,0,0,False,0
Alex Smithies,GK,Leicester,0.0,0,0,0,0.0,0.0,168,0,0,Newcastle United,0,0,0,0,0,0,True,0
Alex Smithies,GK,Leicester,-1.0,0,0,0,0.0,0.0,174,0,0,Liverpool,0,0,0,0,0,0,False,0
Alex Smithies,GK,Leicester,0.0,0,0,0,0.0,0.0,188,0,0,Fulham,0,0,0,0,0,0,True,0
Alex Smithies,GK,Leicester,0.5,0,0,0,0.0,0.0,198,0,0,Nottingham Forest,0,0,0,0,0,0,False,0
Alex Smithies,GK,Leicester,0.0,0,0,0,0.0,0.0,206,0,0,Brighton,0,0,0,0,0,0,True,0
Alex Smithies,GK,Leicester,0.0,0,0,0,0.0,0.0,211,0,0,Aston Villa,0,0,0,0,0,0,False,0
Alex Smithies,GK,Leicester,0.0,0,0,0,0.0,0.0,226,0,0,Tottenham,0,0,0,0,0,0,True,0
Alex Smithies,GK,Leicester,0.0,0,0,0,0.0,0.0,236,0,0,Manchester United,0,0,0,0,0,0,False,0
Alex Smithies,GK,Leicester,-0.5,0,0,0,0.0,0.0,246,0,0,Arsenal,0,0,0,0,0,0,True,0
Alex Smithies,GK,Leicester,0.5,0,0,0,0.0,0.0,259,0,0,Southampton,0,0,0,0,0,0,False,0
Alex Smithies,GK,Leicester,0.0,0,0,0,0.0,0.0,266,0,0,Chelsea,0,0,0,0,0,0,True,0
Alex Smithies,GK,Leicester,0.0,0,0,0,0.0,0.0,273,0,0,Brentford,0,0,0,0,0,0,False,0
Alex Smithies,GK,Leicester,0.0,0,0,0,0.0,0.0,285,0,0,Crystal Palace,0,0,0,0,0,0,False,0
Alex Smithies,GK,Leicester,0.0,0,0,0,0.0,0.0,66,0,0,Aston Villa,0,0,0,0,0,0,True,0
Alex Smithies,GK,Leicester,1.0,0,0,0,0.0,0.0,26,0,0,Southampton,0,0,0,0,0,0,True,0
Alex Smithies,GK,Leicester,0.5,0,0,0,0.0,0.0,295,0,0,Bournemouth,0,0,0,0,0,0,True,0
Alex Smithies,GK,Leicester,-1.0,0,0,0,0.0,0.0,305,0,0,Manchester City,0,0,0,0,0,0,False,0
Alex Smithies,GK,Leicester,0.0,0,0,0,0.0,0.0,317,0,0,Wolverhampton,0,0,0,0,0,0,True,0
Alex Smithies,GK,Leicester,0.0,0,0,0,0.0,0.0,323,0,0,Leicester City,0,0,0,0,0,0,False,0
Alex Smithies,GK,Leicester,0.0,0,0,0,0.0,0.0,337,0,0,Everton,0,0,0,0,0,0,True,0
Alex Smithies,GK,Leicester,0.0,0,0,0,0.0,0.0,343,0,0,Fulham,0,0,0,0,0,0,False,0
Alex Smithies,GK,Leicester,0.0,0,0,0,0.0,0.0,358,0,0,Liverpool,0,0,0,0,0,0,True,0
Alex Smithies,GK,Leicester,-0.5,0,0,0,0.0,0.0,366,0,0,Newcastle United,0,0,0,0,0,0,False,0
Alex Smithies,GK,Leicester,0.0,0,0,0,0.0,0.0,378,0,0,West Ham,0,0,0,0,0,0,True,0
Alex Smithies,GK,Leicester,-0.5,0,0,0,0.0,0.0,35,0,0,Chelsea,0,0,0,0,0,0,False,0
Alex Smithies,GK,Leicester,-0.5,0,0,0,0.0,0.0,46,0,0,Manchester United,0,0,0,0,0,0,True,0
Alex Smithies,GK,Leicester,0.0,0,0,0,0.0,0.0,53,0,0,Brighton,0,0,0,0,0,0,False,0
Alex Smithies,GK,Leicester,-0.5,0,0,0,0.0,0.0,79,0,0,Tottenham,0,0,0,0,0,0,False,0
Alex Smithies,GK,Leicester,0.5,0,0,0,0.0,0.0,86,0,0,Nottingham Forest,0,0,0,0,0,0,True,0
