name,position,team,bonus,clean_sheets,expected_goals_conceded,goals_conceded,ict_index,kickoff_time,minutes,opponent_team,own_goals,starts,total_points,was_home
Jonathan Castro Otto,DEF,Wolves,0,1,0.0,0,4.4,2022-08-13,77,Fulham,0,0,6,True
Jonathan Castro Otto,DEF,Wolves,0,0,0.0,2,1.6,2022-08-06,90,Leicester City,0,0,1,False
Jonathan Castro Otto,DEF,Wolves,0,0,0.0,0,0.0,2022-10-18,0,Crystal Palace,0,0,0,False
Jonathan Castro Otto,DEF,Wolves,0,0,0.0,3,3.2,2022-10-23,66,Leeds United,0,0,0,True
Jonathan Castro Otto,DEF,Wolves,0,0,0.0,0,0.0,2022-10-29,0,Brentford,0,0,0,False
Jonathan Castro Otto,DEF,Wolves,0,0,0.0,2,1.9,2022-10-08,71,Chelsea,0,0,1,False
Jonathan Castro Otto,DEF,Wolves,0,1,0.0,0,1.8,2022-10-15,90,Nottingham Forest,0,0,6,True
Jonathan Castro Otto,DEF,Wolves,0,0,0.0,1,0.5,2022-11-05,45,Brighton,0,0,0,True
Jonathan Castro Otto,DEF,Wolves,0,0,0.0,0,0.0,2022-11-12,0,Arsenal,0,0,0,True
Jonathan Castro Otto,DEF,Wolves,0,0,0.0,0,0.0,2022-12-26,0,Everton,0,0,0,False
Jonathan Castro Otto,DEF,Wolves,0,0,0.367,1,2.4,2022-12-31,25,Manchester United,0,0,1,True
Jonathan Castro Otto,DEF,Wolves,0,0,0.0,0,0.0,2023-01-04,0,Aston Villa,0,0,0,False
Jonathan Castro Otto,DEF,Wolves,0,0,1.85,4,7.5,2023-03-18,83,Leicester City,0,1,3,True
Jonathan Castro Otto,DEF,Wolves,0,0,0.0,1,4.5,2022-08-20,90,Tottenham,0,0,2,False
Jonathan Castro Otto,DEF,Wolves,0,0,0.0,0,0.0,2023-01-22,0,Manchester City,0,0,0,False
Jonathan Castro Otto,DEF,Wolves,0,0,0.0,0,0.0,2023-02-24,0,Fulham,0,0,0,False
Jonathan Castro Otto,DEF,Wolves,0,0,0.0,0,0.0,2023-03-01,0,Liverpool,0,0,0,False
Jonathan Castro Otto,DEF,Wolves,0,0,0.0,0,0.0,2023-02-18,0,Bournemouth,0,0,0,True
Jonathan Castro Otto,DEF,Wolves,0,1,1.34,0,2.5,2023-03-04,90,Tottenham,0,1,6,True
Jonathan Castro Otto,DEF,Wolves,0,0,0.04,0,0.1,2023-02-04,6,Liverpool,0,0,1,True
Jonathan Castro Otto,DEF,Wolves,0,0,0.0,0,0.0,2023-01-14,0,West Ham,0,0,0,True
Jonathan Castro Otto,DEF,Wolves,0,0,0.36,0,0.2,2023-02-11,6,Southampton,0,0,1,False
Jonathan Castro Otto,DEF,Wolves,0,0,1.83,1,1.0,2023-03-12,68,Newcastle United,0,1,2,False
Jonathan Castro Otto,DEF,Wolves,0,0,0.0,0,0.0,2023-04-08,0,Chelsea,0,0,0,True
Jonathan Castro Otto,DEF,Wolves,0,0,0.0,0,0.0,2023-04-01,0,Nottingham Forest,0,0,0,False
Jonathan Castro Otto,DEF,Wolves,0,0,0.0,0,0.0,2023-04-22,0,Leeds United,0,0,0,False
Jonathan Castro Otto,DEF,Wolves,0,0,0.0,0,0.0,2023-04-15,0,Brentford,0,0,0,True
Jonathan Castro Otto,DEF,Wolves,0,0,0.0,1,2.1,2022-08-28,90,Newcastle United,0,0,2,True
Jonathan Castro Otto,DEF,Wolves,0,0,0.0,0,0.0,2023-04-25,0,Crystal Palace,0,0,0,True
Jonathan Castro Otto,DEF,Wolves,0,1,0.0,0,2.1,2022-08-31,90,Bournemouth,0,0,6,False
Jonathan Castro Otto,DEF,Wolves,0,0,0.0,0,0.0,2023-05-06,0,Aston Villa,0,0,0,True
Jonathan Castro Otto,DEF,Wolves,0,1,0.0,0,2.0,2022-09-03,90,Southampton,0,0,5,True
Jonathan Castro Otto,DEF,Wolves,0,0,0.0,0,0.0,2023-05-28,0,Arsenal,0,0,0,False
Jonathan Castro Otto,DEF,Wolves,0,0,0.0,0,0.0,2023-05-13,0,Manchester United,0,0,0,False
Jonathan Castro Otto,DEF,Wolves,0,0,0.0,0,0.0,2023-05-20,0,Everton,0,0,0,True
Jonathan Castro Otto,DEF,Wolves,0,0,0.0,3,1.9,2022-09-17,90,Manchester City,0,0,1,True
Jonathan Castro Otto,DEF,Wolves,0,0,0.0,0,0.0,2023-04-29,0,Brighton,0,0,0,False
Jonathan Castro Otto,DEF,Wolves,0,0,0.0,2,4.0,2022-10-01,90,West Ham,0,0,1,False
