name,position,team,xP,assists,bonus,clean_sheets,expected_assists,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,minutes,opponent_team,own_goals,penalties_missed,red_cards,starts,total_points,was_home,yellow_cards
Ivan Perišić,DEF,Spurs,3.1,0,0,0,0.0,0.0,0.0,8,0,0,2.1,24,Southampton,0,0,0,0,1,True,0
Ivan Perišić,DEF,Spurs,1.8,0,0,0,0.0,0.0,0.0,93,0,0,0.3,10,Brighton,0,0,0,0,1,False,0
Ivan Perišić,DEF,Spurs,3.5,0,2,1,0.0,0.0,0.0,109,0,0,12.0,90,Everton,0,0,0,0,8,True,0
Ivan Perišić,DEF,Spurs,0.0,0,0,0,0.0,0.0,0.0,119,2,0,2.8,88,Manchester United,0,0,0,0,1,False,0
Ivan Perišić,DEF,Spurs,2.9,0,0,0,0.0,0.0,0.0,128,0,0,3.8,29,Newcastle United,0,0,0,0,1,True,0
Ivan Perišić,DEF,Spurs,3.7,1,0,0,0.0,0.0,0.0,132,0,0,5.8,27,Bournemouth,0,0,0,0,4,False,0
Ivan Perišić,DEF,Spurs,2.5,0,0,0,0.0,0.0,0.0,148,2,0,13.2,90,Liverpool,0,0,0,0,1,True,0
Ivan Perišić,DEF,Spurs,2.5,0,0,0,0.02634,0.0,1.2076,158,3,0,2.1,90,Leicester City,0,0,0,1,1,True,0
Ivan Perišić,DEF,Spurs,1.5,0,0,0,0.27322,0.0,2.1526,163,2,0,5.9,90,Brentford,0,0,0,1,1,False,0
Ivan Perišić,DEF,Spurs,1.5,0,0,0,0.2301,0.0524,0.8178,178,2,0,3.0,87,Aston Villa,0,0,0,1,1,True,0
Ivan Perišić,DEF,Spurs,4.5,1,1,1,0.51561,0.0,0.7928,185,0,0,5.8,85,Crystal Palace,0,0,0,1,10,False,0
Ivan Perišić,DEF,Spurs,2.5,1,0,0,0.0,0.0,0.0,15,0,0,4.9,11,Chelsea,0,0,0,0,4,False,0
Ivan Perišić,DEF,Spurs,5.1,0,0,0,0.00014,0.0,0.0911,199,0,0,0.2,14,Arsenal,0,0,0,0,1,True,0
Ivan Perišić,DEF,Spurs,5.1,0,0,0,0.00492,0.3401,1.9415,68,3,0,1.6,68,Manchester City,0,0,0,1,1,False,0
Ivan Perišić,DEF,Spurs,3.8,0,0,1,0.01797,0.0,1.1789,204,0,0,3.2,90,Fulham,0,0,0,1,6,False,0
Ivan Perišić,DEF,Spurs,2.7,0,0,1,0.1,0.0,0.7,219,0,0,4.0,78,Manchester City,0,0,0,1,5,True,1
Ivan Perišić,DEF,Spurs,3.2,0,0,0,0.16,0.17,1.41,226,3,0,5.1,74,Leeds United,0,0,0,1,1,False,0
Ivan Perišić,DEF,Spurs,2.0,0,0,0,0.0,0.0,0.18,239,0,0,0.0,12,West Ham,0,0,0,0,0,True,1
Ivan Perišić,DEF,Spurs,1.5,0,0,0,0.0,0.0,0.0,249,0,0,0.0,0,Chelsea,0,0,0,0,0,True,0
Ivan Perišić,DEF,Spurs,1.6,0,0,0,0.06,0.14,0.44,260,1,0,6.5,90,Wolverhampton,0,0,0,1,2,False,0
Ivan Perišić,DEF,Spurs,0.4,0,0,0,0.0,0.0,0.0,269,0,0,0.0,0,Nottingham Forest,0,0,0,0,0,True,0
Ivan Perišić,DEF,Spurs,2.5,0,0,0,0.11,0.24,1.9,279,3,1,7.8,53,Southampton,0,0,0,0,6,False,0
Ivan Perišić,DEF,Spurs,2.7,0,0,0,0.13,0.09,0.88,286,1,0,4.3,90,Everton,0,0,0,1,2,False,0
Ivan Perišić,DEF,Spurs,6.2,1,3,1,0.0,0.0,0.0,29,0,0,8.1,75,Wolverhampton,0,0,0,0,12,True,0
Ivan Perišić,DEF,Spurs,4.0,1,0,0,0.12,0.15,1.28,299,1,0,10.2,90,Brighton,0,0,0,1,4,True,1
Ivan Perišić,DEF,Spurs,3.5,1,0,0,0.36,0.16,0.94,308,3,0,8.7,90,Bournemouth,0,0,0,1,3,True,1
Ivan Perišić,DEF,Spurs,1.5,0,0,0,0.0,0.04,3.64,320,6,0,2.7,90,Newcastle United,0,0,0,1,-1,False,0
Ivan Perišić,DEF,Spurs,1.8,0,0,0,0.32,0.16,1.94,325,2,0,0.0,76,Manchester United,0,0,0,1,1,True,0
Ivan Perišić,DEF,Spurs,1.7,1,0,0,0.32,0.0,2.0,338,3,0,7.5,89,Liverpool,0,0,0,1,4,False,0
Ivan Perišić,DEF,Spurs,1.4,0,0,0,0.0,0.0,0.0,348,0,0,0.0,0,Crystal Palace,0,0,0,0,0,True,0
Ivan Perišić,DEF,Spurs,0.0,0,0,0,0.01,0.0,0.0,352,0,0,1.9,1,Aston Villa,0,0,0,0,1,False,0
Ivan Perišić,DEF,Spurs,1.5,0,0,0,0.01,0.0,0.67,368,1,0,0.1,5,Brentford,0,0,0,0,1,True,0
Ivan Perišić,DEF,Spurs,1.2,0,0,0,0.0,0.0,0.0,377,0,0,0.0,0,Leicester City,0,0,0,0,0,False,0
