name,position,team,bonus,ict_index,kickoff_time,minutes,opponent_team,starts,total_points,was_home
Sam Greenwood,FWD,Leeds,0,0.0,2022-10-20,0,Leeds United,0,0,False
Sam Greenwood,FWD,Leeds,1,13.9,2022-11-05,36,Bournemouth,0,9,True
Sam Greenwood,FWD,Leeds,0,0.0,2022-10-16,0,Arsenal,0,0,True
Sam Greenwood,FWD,Leeds,0,4.1,2022-11-12,45,Tottenham,0,1,False
Sam Greenwood,FWD,Leeds,0,5.4,2022-12-28,90,Manchester City,1,4,True
Sam Greenwood,FWD,Leeds,0,0.0,2022-10-29,0,Liverpool,0,0,False
Sam Greenwood,FWD,Leeds,0,0.0,2022-10-09,0,Crystal Palace,0,0,False
Sam Greenwood,FWD,Leeds,0,1.5,2022-10-23,75,Fulham,0,2,True
Sam Greenwood,FWD,Leeds,0,2.2,2022-08-06,17,Wolverhampton,0,1,True
Sam Greenwood,FWD,Leeds,0,1.6,2023-01-04,12,West Ham,0,1,True
Sam Greenwood,FWD,Leeds,0,0.0,2022-12-31,0,Newcastle United,0,0,False
Sam Greenwood,FWD,Leeds,0,0.0,2022-08-13,0,Southampton,0,0,False
Sam Greenwood,FWD,Leeds,0,2.0,2023-01-13,13,Aston Villa,0,1,False
Sam Greenwood,FWD,Leeds,0,0.0,2023-01-22,3,Brentford,0,1,True
Sam Greenwood,FWD,Leeds,0,0.0,2023-02-05,7,Nottingham Forest,0,1,False
Sam Greenwood,FWD,Leeds,0,0.2,2023-02-08,1,Manchester United,0,1,False
Sam Greenwood,FWD,Leeds,0,3.2,2023-02-12,4,Manchester United,0,1,True
Sam Greenwood,FWD,Leeds,0,2.1,2023-02-18,4,Everton,0,1,False
Sam Greenwood,FWD,Leeds,0,0.0,2023-02-25,0,Southampton,0,0,True
Sam Greenwood,FWD,Leeds,0,1.4,2023-03-04,10,Chelsea,0,1,False
Sam Greenwood,FWD,Leeds,0,0.0,2023-03-18,0,Wolverhampton,0,0,False
Sam Greenwood,FWD,Leeds,0,0.0,2023-03-11,0,Brighton,0,0,True
Sam Greenwood,FWD,Leeds,0,0.4,2022-08-21,7,Chelsea,0,1,True
Sam Greenwood,FWD,Leeds,0,0.0,2023-04-01,0,Arsenal,0,0,False
Sam Greenwood,FWD,Leeds,0,0.0,2023-04-04,0,Nottingham Forest,0,0,True
Sam Greenwood,FWD,Leeds,0,0.0,2023-04-09,0,Crystal Palace,0,0,True
Sam Greenwood,FWD,Leeds,0,0.0,2023-04-17,0,Liverpool,0,0,True
Sam Greenwood,FWD,Leeds,0,0.0,2023-04-22,0,Fulham,0,0,False
Sam Greenwood,FWD,Leeds,0,0.0,2023-04-25,0,Leeds United,0,0,True
Sam Greenwood,FWD,Leeds,0,0.0,2023-04-30,0,Bournemouth,0,0,False
Sam Greenwood,FWD,Leeds,0,0.0,2023-05-06,31,Manchester City,0,1,False
Sam Greenwood,FWD,Leeds,0,0.4,2023-05-13,45,Newcastle United,1,1,True
Sam Greenwood,FWD,Leeds,0,0.6,2023-05-21,6,West Ham,0,1,False
Sam Greenwood,FWD,Leeds,0,0.0,2023-05-28,0,Tottenham,0,0,True
Sam Greenwood,FWD,Leeds,0,0.0,2022-08-27,0,Brighton,0,0,False
Sam Greenwood,FWD,Leeds,0,0.0,2022-08-30,0,Everton,0,0,True
Sam Greenwood,FWD,Leeds,0,2.6,2022-09-03,4,Brentford,0,1,False
Sam Greenwood,FWD,Leeds,0,0.0,2022-10-02,0,Aston Villa,0,0,True
