name,position,team,xP,assists,bonus,clean_sheets,expected_assists,expected_goals,fixture,goals_conceded,goals_scored,ict_index,minutes,opponent_team,penalties_missed,red_cards,starts,total_points,was_home,yellow_cards
Philip Billing,MID,Bournemouth,1.5,0,0,1,0.0,0.0,2,0,0,2.7,90,Aston Villa,0,0,0,2,True,1
Philip Billing,MID,Bournemouth,6.8,0,3,0,0.0,0.0,92,1,1,7.7,76,Leeds United,0,0,0,10,True,0
Philip Billing,MID,Bournemouth,6.3,1,0,0,0.0,0.0,103,2,0,4.8,79,Fulham,0,0,0,5,False,0
Philip Billing,MID,Bournemouth,0.0,0,0,0,0.0,0.0,112,1,0,5.2,82,Southampton,0,0,0,2,True,0
Philip Billing,MID,Bournemouth,3.9,0,0,0,0.0,0.0,129,2,0,2.8,90,West Ham,0,0,0,2,False,0
Philip Billing,MID,Bournemouth,3.0,0,0,0,0.0,0.0,132,1,0,1.1,62,Tottenham,0,0,0,2,True,0
Philip Billing,MID,Bournemouth,3.1,0,0,0,0.0,0.0,144,4,1,7.9,87,Leicester City,0,0,0,7,False,0
Philip Billing,MID,Bournemouth,3.0,0,0,1,0.01621,0.3788,151,0,0,4.3,87,Everton,0,0,1,3,True,0
Philip Billing,MID,Bournemouth,1.5,0,0,0,0.0038,0.0333,164,2,0,2.1,65,Chelsea,0,0,1,2,False,0
Philip Billing,MID,Bournemouth,1.5,0,0,0,0.00157,0.0,171,2,0,0.1,37,Crystal Palace,0,0,1,1,True,0
Philip Billing,MID,Bournemouth,1.0,0,0,0,0.01518,0.1603,189,2,0,4.6,75,Manchester United,0,0,1,1,False,1
Philip Billing,MID,Bournemouth,0.0,0,0,0,0.0,0.0,17,1,0,1.3,26,Manchester City,0,0,0,1,False,0
Philip Billing,MID,Bournemouth,1.5,0,0,0,0.17892,0.0575,192,2,0,8.1,90,Brentford,0,0,1,2,False,0
Philip Billing,MID,Bournemouth,1.7,0,0,0,0.0,0.0,202,0,0,0.0,0,Nottingham Forest,0,0,0,0,True,0
Philip Billing,MID,Bournemouth,0.8,0,0,1,0.01,0.02,213,0,0,2.2,65,Brighton,0,0,1,3,False,0
Philip Billing,MID,Bournemouth,0.3,0,0,0,0.02,0.08,222,1,0,1.6,90,Newcastle United,0,0,1,2,True,0
Philip Billing,MID,Bournemouth,1.8,0,0,1,0.01,0.0,240,0,0,2.2,90,Wolverhampton,0,0,1,2,False,1
Philip Billing,MID,Bournemouth,0.5,0,0,0,0.01,0.02,241,4,0,2.3,58,Manchester City,0,0,1,1,True,0
Philip Billing,MID,Bournemouth,2.8,0,3,0,0.46,0.46,251,3,1,9.4,90,Arsenal,0,0,1,10,False,0
Philip Billing,MID,Bournemouth,4.8,0,3,1,0.01,0.33,261,0,1,6.6,69,Liverpool,0,0,1,10,True,1
Philip Billing,MID,Bournemouth,5.0,0,0,0,0.11,0.11,272,3,0,2.4,90,Aston Villa,0,0,1,1,False,1
Philip Billing,MID,Bournemouth,6.6,0,0,0,0.18,0.46,282,1,0,8.9,90,Fulham,0,0,1,2,True,0
Philip Billing,MID,Bournemouth,6.6,0,0,0,0.01,0.0,62,1,0,2.7,84,Brighton,0,0,1,2,True,0
Philip Billing,MID,Bournemouth,0.7,0,0,0,0.0,0.0,21,3,0,1.4,64,Arsenal,0,0,0,2,True,0
Philip Billing,MID,Bournemouth,3.5,0,3,1,0.23,0.49,295,0,1,10.7,90,Leeds United,0,0,1,11,False,0
Philip Billing,MID,Bournemouth,3.7,0,0,0,0.02,0.0,308,1,0,1.0,78,Tottenham,0,0,1,2,False,0
Philip Billing,MID,Bournemouth,3.3,0,0,0,0.08,0.03,312,4,0,3.5,90,West Ham,0,0,1,2,True,0
Philip Billing,MID,Bournemouth,3.7,0,0,1,0.02,0.23,330,0,0,0.0,90,Southampton,0,0,1,3,False,0
Philip Billing,MID,Bournemouth,4.1,1,0,0,0.01,0.79,332,1,0,6.0,61,Leicester City,0,0,1,5,True,0
Philip Billing,MID,Bournemouth,2.3,0,0,0,0.35,0.07,341,2,0,3.1,82,Chelsea,0,0,1,2,True,0
Philip Billing,MID,Bournemouth,0.0,0,0,0,0.03,0.0,355,2,0,1.7,59,Crystal Palace,0,0,1,1,False,0
Philip Billing,MID,Bournemouth,1.5,0,0,0,0.0,0.0,361,0,0,0.0,0,Manchester United,0,0,0,0,True,0
Philip Billing,MID,Bournemouth,1.1,0,0,0,0.04,0.0,376,1,0,0.0,90,Everton,0,0,1,2,False,0
Philip Billing,MID,Bournemouth,0.0,0,0,0,0.0,0.0,36,4,0,0.8,45,Liverpool,0,0,0,1,False,0
Philip Billing,MID,Bournemouth,1.3,0,0,1,0.0,0.0,42,0,0,2.4,76,Wolverhampton,0,0,0,3,True,0
Philip Billing,MID,Bournemouth,2.8,0,0,0,0.0,0.0,58,2,1,6.7,89,Nottingham Forest,0,0,0,7,False,0
Philip Billing,MID,Bournemouth,4.5,0,2,0,0.0,0.0,77,1,1,11.2,90,Newcastle United,0,0,0,9,False,0
Philip Billing,MID,Bournemouth,5.5,0,0,1,0.0,0.0,82,0,0,1.5,90,Brentford,0,0,0,3,True,0
