name,position,team,bonus,ict_index,kickoff_time,minutes,opponent_team,starts,total_points,was_home
Joe Gelhardt,FWD,Leeds,0,0.5,2022-10-20,15,Leeds United,0,1,False
Joe Gelhardt,FWD,Leeds,0,0.1,2022-08-06,6,Wolverhampton,0,1,True
Joe Gelhardt,FWD,Leeds,0,0.0,2022-08-13,0,Southampton,0,0,False
Joe Gelhardt,FWD,Leeds,0,0.0,2022-10-29,0,Liverpool,0,0,False
Joe Gelhardt,FWD,Leeds,0,3.2,2022-10-23,6,Fulham,0,4,True
Joe Gelhardt,FWD,Leeds,0,0.0,2022-10-16,1,Arsenal,0,1,True
Joe Gelhardt,FWD,Leeds,0,2.2,2022-11-05,9,Bournemouth,0,0,True
Joe Gelhardt,FWD,Leeds,0,0.1,2022-11-12,1,Tottenham,0,1,False
Joe Gelhardt,FWD,Leeds,0,2.0,2022-10-09,6,Crystal Palace,0,1,False
Joe Gelhardt,FWD,Leeds,0,0.7,2022-12-28,18,Manchester City,0,1,True
Joe Gelhardt,FWD,Leeds,0,2.0,2022-12-31,8,Newcastle United,0,1,False
Joe Gelhardt,FWD,Leeds,0,0.0,2023-01-04,1,West Ham,0,1,True
Joe Gelhardt,FWD,Leeds,0,0.0,2023-01-22,0,Brentford,0,0,True
Joe Gelhardt,FWD,Leeds,0,3.1,2023-01-13,13,Aston Villa,0,4,False
Joe Gelhardt,FWD,Leeds,0,0.0,2023-02-05,0,Nottingham Forest,0,0,False
Joe Gelhardt,FWD,Leeds,0,0.0,2023-02-08,0,Manchester United,0,0,False
Joe Gelhardt,FWD,Leeds,0,0.0,2023-03-18,0,Wolverhampton,0,0,False
Joe Gelhardt,FWD,Leeds,0,0.0,2023-02-12,0,Manchester United,0,0,True
Joe Gelhardt,FWD,Leeds,0,0.0,2023-02-25,0,Southampton,0,0,True
Joe Gelhardt,FWD,Leeds,0,0.0,2023-03-04,0,Chelsea,0,0,False
Joe Gelhardt,FWD,Leeds,0,0.0,2023-02-18,0,Everton,0,0,False
Joe Gelhardt,FWD,Leeds,0,0.0,2022-08-21,7,Chelsea,0,1,True
Joe Gelhardt,FWD,Leeds,0,0.0,2023-03-11,0,Brighton,0,0,True
Joe Gelhardt,FWD,Leeds,0,0.0,2023-04-01,0,Arsenal,0,0,False
Joe Gelhardt,FWD,Leeds,0,0.0,2023-04-04,0,Nottingham Forest,0,0,True
Joe Gelhardt,FWD,Leeds,0,0.0,2023-04-09,0,Crystal Palace,0,0,True
Joe Gelhardt,FWD,Leeds,0,0.0,2023-04-17,0,Liverpool,0,0,True
Joe Gelhardt,FWD,Leeds,0,0.0,2023-04-22,0,Fulham,0,0,False
Joe Gelhardt,FWD,Leeds,0,0.0,2023-04-25,0,Leeds United,0,0,True
Joe Gelhardt,FWD,Leeds,0,0.0,2023-05-06,0,Manchester City,0,0,False
Joe Gelhardt,FWD,Leeds,0,0.0,2023-05-13,0,Newcastle United,0,0,True
Joe Gelhardt,FWD,Leeds,0,1.0,2022-08-27,8,Brighton,0,1,False
Joe Gelhardt,FWD,Leeds,0,0.0,2023-04-30,0,Bournemouth,0,0,False
Joe Gelhardt,FWD,Leeds,0,0.0,2023-05-21,0,West Ham,0,0,False
Joe Gelhardt,FWD,Leeds,0,0.0,2023-05-28,0,Tottenham,0,0,True
Joe Gelhardt,FWD,Leeds,0,3.1,2022-08-30,44,Everton,0,1,True
Joe Gelhardt,FWD,Leeds,0,1.4,2022-09-03,58,Brentford,0,1,False
Joe Gelhardt,FWD,Leeds,0,0.0,2022-10-02,0,Aston Villa,0,0,True
