name,position,team,bonus,clean_sheets,goals_conceded,ict_index,kickoff_time,minutes,opponent_team,starts,total_points,was_home
Marc Albrighton,MID,Leicester,0,0,0,0.0,2023-03-18,0,Brentford,0,0,False
Marc Albrighton,MID,Leicester,0,0,0,0.0,2022-08-13,0,Arsenal,0,0,False
Marc Albrighton,MID,Leicester,0,0,0,0.0,2022-08-07,0,Brentford,0,0,True
Marc Albrighton,MID,Leicester,0,0,0,0.0,2022-10-20,0,Leicester City,0,0,True
Marc Albrighton,MID,Leicester,0,0,0,0.5,2022-10-23,11,Wolverhampton,0,1,False
Marc Albrighton,MID,Leicester,0,0,0,0.0,2022-10-08,0,Bournemouth,0,0,False
Marc Albrighton,MID,Leicester,0,0,0,0.0,2022-08-20,0,Southampton,0,0,True
Marc Albrighton,MID,Leicester,0,0,0,1.0,2022-11-05,12,Everton,0,1,False
Marc Albrighton,MID,Leicester,0,0,0,0.0,2022-12-26,0,Newcastle United,0,0,True
Marc Albrighton,MID,Leicester,0,0,0,0.0,2022-11-12,0,West Ham,0,0,False
Marc Albrighton,MID,Leicester,0,0,0,0.0,2022-10-29,0,Manchester City,0,0,True
Marc Albrighton,MID,Leicester,0,0,0,0.0,2022-10-15,0,Crystal Palace,0,0,True
Marc Albrighton,MID,Leicester,0,0,0,0.0,2022-12-30,0,Liverpool,0,0,False
Marc Albrighton,MID,Leicester,0,0,1,9.0,2023-01-21,55,Brighton,0,6,True
Marc Albrighton,MID,Leicester,0,0,0,0.0,2023-02-25,0,Arsenal,0,0,True
Marc Albrighton,MID,Leicester,0,0,1,5.5,2023-01-03,82,Fulham,0,2,True
Marc Albrighton,MID,Leicester,0,0,0,0.0,2023-02-19,0,Manchester United,0,0,False
Marc Albrighton,MID,Leicester,0,0,0,0.0,2023-04-08,0,Bournemouth,0,0,True
Marc Albrighton,MID,Leicester,0,0,0,0.0,2023-03-04,0,Southampton,0,0,False
Marc Albrighton,MID,Leicester,0,0,0,0.0,2023-02-04,0,Aston Villa,0,0,False
Marc Albrighton,MID,Leicester,0,0,0,0.0,2023-02-11,0,Tottenham,0,0,True
Marc Albrighton,MID,Leicester,0,0,1,5.1,2023-01-14,67,Nottingham Forest,1,2,False
Marc Albrighton,MID,Leicester,0,0,0,0.0,2023-03-11,0,Chelsea,0,0,True
Marc Albrighton,MID,Leicester,0,0,0,0.0,2023-04-01,0,Crystal Palace,0,0,False
Marc Albrighton,MID,Leicester,0,0,0,0.0,2023-04-04,0,Aston Villa,0,0,True
Marc Albrighton,MID,Leicester,0,0,0,0.0,2022-09-17,0,Tottenham,0,0,False
Marc Albrighton,MID,Leicester,0,0,0,0.0,2023-04-22,0,Wolverhampton,0,0,True
Marc Albrighton,MID,Leicester,0,0,0,0.0,2023-04-15,0,Manchester City,0,0,False
Marc Albrighton,MID,Leicester,0,0,0,0.0,2022-09-01,0,Manchester United,0,0,True
Marc Albrighton,MID,Leicester,0,0,0,0.0,2022-08-27,0,Chelsea,0,0,False
Marc Albrighton,MID,Leicester,0,0,0,0.0,2023-04-25,0,Leicester City,0,0,False
Marc Albrighton,MID,Leicester,0,0,0,0.0,2022-09-04,0,Brighton,0,0,False
Marc Albrighton,MID,Leicester,0,0,0,0.3,2022-10-03,5,Nottingham Forest,0,1,True
Marc Albrighton,MID,Leicester,0,0,0,0.0,2023-05-08,0,Fulham,0,0,False
Marc Albrighton,MID,Leicester,0,0,0,0.0,2023-05-28,0,West Ham,0,0,True
Marc Albrighton,MID,Leicester,0,0,0,0.0,2023-05-15,0,Liverpool,0,0,True
Marc Albrighton,MID,Leicester,0,0,0,0.0,2023-05-01,0,Everton,0,0,True
Marc Albrighton,MID,Leicester,0,0,0,0.0,2023-05-22,0,Newcastle United,0,0,False
