name,position,team,bonus,clean_sheets,expected_goals_conceded,goals_conceded,kickoff_time,minutes,opponent_team,own_goals,penalties_saved,saves,starts,total_points,was_home
Fraser Forster,GK,Spurs,0,0,0.0,0,2022-10-19,0,Manchester United,0,0,0,0,0,False
Fraser Forster,GK,Spurs,0,0,0.0,0,2022-11-06,0,Liverpool,0,0,0,0,0,True
Fraser Forster,GK,Spurs,0,0,0.0,0,2022-10-29,0,Bournemouth,0,0,0,0,0,False
Fraser Forster,GK,Spurs,0,0,0.0,0,2022-10-15,0,Everton,0,0,0,0,0,True
Fraser Forster,GK,Spurs,0,0,0.0,0,2022-11-12,0,Leicester City,0,0,0,0,0,True
Fraser Forster,GK,Spurs,0,0,0.0,0,2022-10-08,0,Brighton,0,0,0,0,0,False
Fraser Forster,GK,Spurs,0,0,0.0,0,2022-10-23,0,Newcastle United,0,0,0,0,0,True
Fraser Forster,GK,Spurs,0,0,0.0,0,2022-08-06,0,Southampton,0,0,0,0,0,True
Fraser Forster,GK,Spurs,0,0,0.0,0,2023-01-01,0,Aston Villa,0,0,0,0,0,True
Fraser Forster,GK,Spurs,0,0,0.0,0,2022-08-14,0,Chelsea,0,0,0,0,0,False
Fraser Forster,GK,Spurs,0,0,2.1526,2,2022-12-26,90,Brentford,0,0,3,1,2,False
Fraser Forster,GK,Spurs,0,0,0.0,0,2023-01-04,0,Crystal Palace,0,0,0,0,0,False
Fraser Forster,GK,Spurs,0,0,0.0,0,2023-01-15,0,Arsenal,0,0,0,0,0,True
Fraser Forster,GK,Spurs,0,0,0.0,0,2023-01-19,0,Manchester City,0,0,0,0,0,False
Fraser Forster,GK,Spurs,0,0,0.0,0,2023-01-23,0,Fulham,0,0,0,0,0,False
Fraser Forster,GK,Spurs,0,0,0.0,0,2023-02-05,0,Manchester City,0,0,0,0,0,True
Fraser Forster,GK,Spurs,0,0,1.54,4,2023-02-11,90,Leeds United,0,0,2,1,0,False
Fraser Forster,GK,Spurs,0,1,0.41,0,2023-02-26,90,Chelsea,0,0,2,1,6,True
Fraser Forster,GK,Spurs,0,1,0.48,0,2023-02-19,90,West Ham,0,0,1,1,6,True
Fraser Forster,GK,Spurs,0,0,0.44,1,2023-03-04,90,Wolverhampton,0,0,4,1,3,False
Fraser Forster,GK,Spurs,0,0,2.4,3,2023-03-18,90,Southampton,0,0,4,1,2,False
Fraser Forster,GK,Spurs,1,0,1.57,1,2023-03-11,90,Nottingham Forest,0,1,4,1,9,True
Fraser Forster,GK,Spurs,0,0,0.0,0,2022-08-20,0,Wolverhampton,0,0,0,0,0,True
Fraser Forster,GK,Spurs,0,0,0.0,0,2023-04-03,0,Everton,0,0,0,0,0,False
Fraser Forster,GK,Spurs,0,0,0.0,0,2023-04-08,0,Brighton,0,0,0,0,0,True
Fraser Forster,GK,Spurs,0,0,0.0,0,2023-04-15,0,Bournemouth,0,0,0,0,0,True
Fraser Forster,GK,Spurs,0,0,1.42,1,2023-04-23,45,Newcastle United,0,0,1,0,1,False
Fraser Forster,GK,Spurs,0,0,2.13,2,2023-04-27,90,Manchester United,0,0,5,1,2,True
Fraser Forster,GK,Spurs,0,1,0.37,0,2023-05-06,90,Crystal Palace,0,0,2,1,5,True
Fraser Forster,GK,Spurs,0,0,2.33,4,2023-04-30,90,Liverpool,0,0,0,1,0,False
Fraser Forster,GK,Spurs,0,0,1.18,2,2023-05-13,90,Aston Villa,0,0,2,1,1,False
Fraser Forster,GK,Spurs,0,0,1.29,3,2023-05-20,90,Brentford,0,0,1,1,1,True
Fraser Forster,GK,Spurs,0,0,1.5,1,2023-05-28,90,Leicester City,0,0,1,1,2,False
Fraser Forster,GK,Spurs,0,0,0.0,0,2022-08-28,0,Nottingham Forest,0,0,0,0,0,False
Fraser Forster,GK,Spurs,0,0,0.0,0,2022-08-31,0,West Ham,0,0,0,0,0,False
Fraser Forster,GK,Spurs,0,0,0.0,0,2022-09-03,0,Fulham,0,0,0,0,0,True
Fraser Forster,GK,Spurs,0,0,0.0,0,2022-09-17,0,Leeds United,0,0,0,0,0,True
Fraser Forster,GK,Spurs,0,0,0.0,0,2022-10-01,0,Arsenal,0,0,0,0,0,False
