name,position,team,bonus,ict_index,kickoff_time,minutes,opponent_team,starts,total_points,was_home
João Félix Sequeira,FWD,Chelsea,0,0.0,2023-01-05,0,Manchester City,0,0,True
João Félix Sequeira,FWD,Chelsea,0,0.0,2023-01-12,57,Fulham,1,-2,False
João Félix Sequeira,FWD,Chelsea,0,0.0,2023-01-21,0,Liverpool,0,0,False
João Félix Sequeira,FWD,Chelsea,0,0.0,2023-01-15,0,Crystal Palace,0,0,True
João Félix Sequeira,FWD,Chelsea,0,0.0,2023-02-03,0,Fulham,0,0,True
João Félix Sequeira,FWD,Chelsea,2,9.7,2023-03-18,85,Everton,1,8,True
João Félix Sequeira,FWD,Chelsea,0,3.2,2023-02-26,82,Tottenham,1,2,False
João Félix Sequeira,FWD,Chelsea,3,11.9,2023-02-11,90,West Ham,1,9,False
João Félix Sequeira,FWD,Chelsea,0,2.9,2023-03-04,67,Leicester City,1,2,True
João Félix Sequeira,FWD,Chelsea,0,3.3,2023-02-18,90,Southampton,1,2,True
João Félix Sequeira,FWD,Chelsea,0,0.6,2023-03-11,45,Leeds United,1,1,False
João Félix Sequeira,FWD,Chelsea,0,8.6,2023-04-01,90,Aston Villa,1,2,True
João Félix Sequeira,FWD,Chelsea,0,2.4,2023-04-04,84,Liverpool,1,2,True
João Félix Sequeira,FWD,Chelsea,0,5.0,2023-04-08,67,Wolverhampton,1,2,False
João Félix Sequeira,FWD,Chelsea,0,0.5,2023-04-15,33,Brighton,0,1,True
João Félix Sequeira,FWD,Chelsea,0,0.1,2023-04-26,11,Brentford,0,1,True
João Félix Sequeira,FWD,Chelsea,2,5.1,2023-05-06,6,Bournemouth,0,7,False
João Félix Sequeira,FWD,Chelsea,0,3.3,2023-05-13,72,Nottingham Forest,1,1,True
João Félix Sequeira,FWD,Chelsea,0,0.0,2023-05-02,0,Arsenal,0,0,False
João Félix Sequeira,FWD,Chelsea,0,0.0,2023-05-21,0,Manchester City,0,0,False
João Félix Sequeira,FWD,Chelsea,0,5.3,2023-05-25,26,Manchester United,0,5,False
João Félix Sequeira,FWD,Chelsea,0,0.0,2023-05-28,31,Newcastle United,0,1,True
