name,position,team,xP,assists,bonus,clean_sheets,expected_assists,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,minutes,opponent_team,own_goals,penalties_missed,red_cards,starts,total_points,was_home,yellow_cards
Odeluga Offiah,DEF,Brighton,1.3,0,0,0,0.0,0.0,0.0,213,0,0,0.0,0,Bournemouth,0,0,0,0,0,True,0
Odeluga Offiah,DEF,Brighton,0.0,0,0,0,0.0,0.0,0.0,223,0,0,0.0,0,Crystal Palace,0,0,0,0,0,False,0
Odeluga Offiah,DEF,Brighton,0.0,0,0,0,0.0,0.0,0.0,233,0,0,0.0,0,Fulham,0,0,0,0,0,True,0
Odeluga Offiah,DEF,Brighton,0.0,0,0,0,0.0,0.0,0.0,254,0,0,0.0,0,West Ham,0,0,0,0,0,True,0
Odeluga Offiah,DEF,Brighton,0.0,0,0,0,0.0,0.0,0.0,265,0,0,0.0,0,Leicester City,0,0,0,0,0,False,0
Odeluga Offiah,DEF,Brighton,0.0,0,0,0,0.0,0.0,0.0,73,0,0,0.0,0,Crystal Palace,0,0,0,0,0,True,0
Odeluga Offiah,DEF,Brighton,0.5,0,0,0,0.0,0.0,0.0,283,0,0,0.0,0,Brentford,0,0,0,0,0,True,0
Odeluga Offiah,DEF,Brighton,0.5,0,0,0,0.0,0.0,0.0,62,0,0,0.0,0,Bournemouth,0,0,0,0,0,False,0
Odeluga Offiah,DEF,Brighton,0.0,0,0,0,0.0,0.0,0.0,299,0,0,0.0,0,Tottenham,0,0,0,0,0,False,0
Odeluga Offiah,DEF,Brighton,0.0,0,0,0,0.0,0.0,0.0,302,0,0,0.0,0,Chelsea,0,0,0,0,0,False,0
Odeluga Offiah,DEF,Brighton,0.2,0,0,0,0.02,0.0,0.79,324,1,0,0.1,2,Nottingham Forest,0,0,0,0,1,False,0
Odeluga Offiah,DEF,Brighton,0.4,0,0,0,0.0,0.0,0.0,334,0,0,0.0,0,Wolverhampton,0,0,0,0,0,True,0
Odeluga Offiah,DEF,Brighton,0.4,0,0,0,0.0,0.0,0.0,274,0,0,0.0,0,Manchester United,0,0,0,0,0,True,0
Odeluga Offiah,DEF,Brighton,0.2,0,0,0,0.0,0.0,0.0,342,0,0,0.0,0,Everton,0,0,0,0,0,True,0
Odeluga Offiah,DEF,Brighton,0.0,0,0,0,0.0,0.0,0.0,351,0,0,0.0,0,Arsenal,0,0,0,0,0,False,0
Odeluga Offiah,DEF,Brighton,0.0,0,0,0,0.0,0.0,0.98,248,2,0,0.7,21,Newcastle United,0,0,0,0,0,False,0
Odeluga Offiah,DEF,Brighton,-0.5,0,0,0,0.0,0.0,0.0,362,0,0,0.0,0,Southampton,0,0,0,0,0,True,0
Odeluga Offiah,DEF,Brighton,-0.5,0,0,0,0.0,0.0,0.0,314,0,0,0.0,0,Manchester City,0,0,0,0,0,True,0
Odeluga Offiah,DEF,Brighton,0.0,0,0,0,0.0,0.0,0.0,372,0,0,0.0,0,Aston Villa,0,0,0,0,0,False,0
