name,position,team,xP,assists,bonus,clean_sheets,expected_assists,expected_goals_conceded,fixture,goals_conceded,minutes,opponent_team,own_goals,penalties_saved,red_cards,saves,starts,total_points,was_home,yellow_cards
James Wright,GK,Aston Villa,3.0,0,0,0,0.0,0.0,284,0,0,Chelsea,0,0,0,0,0,0,False,0
James Wright,GK,Aston Villa,3.0,0,0,0,0.0,0.0,66,0,0,Leeds United,0,0,0,0,0,0,False,0
James Wright,GK,Aston Villa,0.0,0,0,0,0.0,0.0,291,0,0,Nottingham Forest,0,0,0,0,0,0,True,0
James Wright,GK,Aston Villa,-0.5,0,0,0,0.0,0.0,301,0,0,Newcastle United,0,0,0,0,0,0,True,0
James Wright,GK,Aston Villa,0.0,0,0,0,0.0,0.0,313,0,0,Brentford,0,0,0,0,0,0,False,0
James Wright,GK,Aston Villa,0.0,0,0,0,0.0,0.0,321,0,0,Fulham,0,0,0,0,0,0,True,0
James Wright,GK,Aston Villa,0.0,0,0,0,0.0,0.0,339,0,0,Manchester United,0,0,0,0,0,0,False,0
James Wright,GK,Aston Villa,0.0,0,0,0,0.0,0.0,350,0,0,Wolverhampton,0,0,0,0,0,0,False,0
James Wright,GK,Aston Villa,0.0,0,0,0,0.0,0.0,352,0,0,Tottenham,0,0,0,0,0,0,True,0
James Wright,GK,Aston Villa,-0.5,0,0,0,0.0,0.0,364,0,0,Liverpool,0,0,0,0,0,0,False,0
James Wright,GK,Aston Villa,0.0,0,0,0,0.0,0.0,372,0,0,Brighton,0,0,0,0,0,0,True,0
