name,position,team,bonus,ict_index,kickoff_time,minutes,opponent_team,starts,total_points,was_home
Taiwo Awoniyi,FWD,Nott'm Forest,0,0.2,2022-10-18,4,Brighton,0,1,False
Taiwo Awoniyi,FWD,Nott'm Forest,0,0.4,2022-08-06,27,Newcastle United,0,1,False
Taiwo Awoniyi,FWD,Nott'm Forest,0,0.2,2022-10-30,63,Arsenal,0,2,False
Taiwo Awoniyi,FWD,Nott'm Forest,2,5.6,2022-08-14,71,West Ham,0,8,True
Taiwo Awoniyi,FWD,Nott'm Forest,3,12.9,2022-10-22,63,Liverpool,0,9,True
Taiwo Awoniyi,FWD,Nott'm Forest,0,0.0,2022-10-15,6,Wolverhampton,0,1,False
Taiwo Awoniyi,FWD,Nott'm Forest,0,0.0,2022-11-12,0,Crystal Palace,0,0,True
Taiwo Awoniyi,FWD,Nott'm Forest,0,0.2,2022-11-05,11,Brentford,0,1,True
Taiwo Awoniyi,FWD,Nott'm Forest,0,0.0,2022-10-10,0,Aston Villa,0,0,True
Taiwo Awoniyi,FWD,Nott'm Forest,0,0.3,2022-12-27,61,Manchester United,1,2,False
Taiwo Awoniyi,FWD,Nott'm Forest,0,6.6,2023-01-01,87,Chelsea,1,2,True
Taiwo Awoniyi,FWD,Nott'm Forest,3,6.9,2023-01-04,70,Southampton,1,9,False
Taiwo Awoniyi,FWD,Nott'm Forest,0,0.0,2023-01-21,0,Bournemouth,0,0,False
Taiwo Awoniyi,FWD,Nott'm Forest,0,0.0,2023-01-14,0,Leeds United,0,0,True
Taiwo Awoniyi,FWD,Nott'm Forest,0,0.0,2023-02-05,0,Leicester City,0,0,True
Taiwo Awoniyi,FWD,Nott'm Forest,0,0.0,2023-03-17,0,Newcastle United,0,0,True
Taiwo Awoniyi,FWD,Nott'm Forest,0,0.0,2023-02-25,0,West Ham,0,0,False
Taiwo Awoniyi,FWD,Nott'm Forest,0,0.0,2023-02-11,0,Fulham,0,0,False
Taiwo Awoniyi,FWD,Nott'm Forest,0,0.0,2023-03-05,0,Everton,0,0,True
Taiwo Awoniyi,FWD,Nott'm Forest,0,0.0,2023-02-18,0,Manchester City,0,0,True
Taiwo Awoniyi,FWD,Nott'm Forest,0,4.4,2022-08-20,60,Everton,0,2,False
Taiwo Awoniyi,FWD,Nott'm Forest,0,0.0,2023-03-11,0,Tottenham,0,0,False
Taiwo Awoniyi,FWD,Nott'm Forest,0,0.4,2023-04-01,4,Wolverhampton,0,1,True
Taiwo Awoniyi,FWD,Nott'm Forest,0,0.2,2023-04-04,34,Leicester City,0,1,False
Taiwo Awoniyi,FWD,Nott'm Forest,0,0.0,2023-04-08,25,Aston Villa,0,0,False
Taiwo Awoniyi,FWD,Nott'm Forest,0,1.8,2023-04-16,64,Manchester United,1,2,True
Taiwo Awoniyi,FWD,Nott'm Forest,0,2.0,2023-04-22,86,Liverpool,1,2,False
Taiwo Awoniyi,FWD,Nott'm Forest,0,6.3,2023-04-26,80,Brighton,1,5,True
Taiwo Awoniyi,FWD,Nott'm Forest,2,10.5,2023-05-08,80,Southampton,1,12,True
Taiwo Awoniyi,FWD,Nott'm Forest,2,10.3,2023-05-13,80,Chelsea,1,12,False
Taiwo Awoniyi,FWD,Nott'm Forest,0,1.2,2022-08-28,15,Tottenham,0,1,True
Taiwo Awoniyi,FWD,Nott'm Forest,0,1.1,2023-04-29,53,Brentford,1,1,False
Taiwo Awoniyi,FWD,Nott'm Forest,1,4.8,2023-05-20,78,Arsenal,1,6,True
Taiwo Awoniyi,FWD,Nott'm Forest,2,0.0,2023-05-28,88,Crystal Palace,1,8,False
Taiwo Awoniyi,FWD,Nott'm Forest,0,0.6,2022-08-31,32,Manchester City,0,1,False
Taiwo Awoniyi,FWD,Nott'm Forest,0,1.3,2022-09-03,23,Bournemouth,0,1,True
Taiwo Awoniyi,FWD,Nott'm Forest,1,7.8,2022-09-16,69,Fulham,0,7,True
Taiwo Awoniyi,FWD,Nott'm Forest,0,1.8,2022-10-03,61,Leeds United,0,2,False
