name,position,team,bonus,clean_sheets,expected_goals_conceded,goals_conceded,ict_index,kickoff_time,minutes,opponent_team,own_goals,starts,total_points,was_home
William Saliba,DEF,Arsenal,0,0,0.0,0,0.0,2023-03-19,0,Crystal Palace,0,0,0,True
William Saliba,DEF,Arsenal,2,1,0.0,0,2.2,2022-08-05,90,Crystal Palace,0,0,8,False
William Saliba,DEF,Arsenal,0,0,0.0,1,2.2,2022-10-23,90,Southampton,0,0,2,False
William Saliba,DEF,Arsenal,0,0,0.0,2,0.8,2022-08-13,90,Leeds United,1,0,-1,True
William Saliba,DEF,Arsenal,0,0,0.0,2,1.7,2022-10-09,90,Liverpool,0,0,1,True
William Saliba,DEF,Arsenal,2,1,0.0,0,2.8,2022-11-06,90,Chelsea,0,0,8,False
William Saliba,DEF,Arsenal,0,1,0.4928,0,1.8,2022-11-12,90,Wolverhampton,0,1,6,False
William Saliba,DEF,Arsenal,2,1,0.0,0,6.8,2022-08-20,90,Bournemouth,0,0,14,False
William Saliba,DEF,Arsenal,0,0,1.0694,1,5.1,2022-12-26,90,West Ham,0,1,2,True
William Saliba,DEF,Arsenal,0,1,0.0,0,1.4,2022-10-16,90,Leicester City,0,0,5,False
William Saliba,DEF,Arsenal,1,1,0.0,0,2.6,2022-10-30,75,Nottingham Forest,0,0,7,True
William Saliba,DEF,Arsenal,0,0,1.1451,2,1.8,2022-12-31,90,Brighton,0,1,1,False
William Saliba,DEF,Arsenal,0,0,0.3316,2,1.2,2023-01-22,90,Manchester United,0,1,1,True
William Saliba,DEF,Arsenal,0,1,0.02,0,1.0,2023-02-25,90,Leeds United,0,1,6,False
William Saliba,DEF,Arsenal,0,1,1.36,0,1.8,2023-03-01,90,Everton,0,1,6,True
William Saliba,DEF,Arsenal,0,0,0.0,0,0.0,2023-04-09,0,Liverpool,0,0,0,False
William Saliba,DEF,Arsenal,0,0,0.51,2,2.3,2023-02-18,90,Aston Villa,0,1,1,False
William Saliba,DEF,Arsenal,1,1,1.0801,0,1.7,2023-01-03,90,Newcastle United,0,1,7,True
William Saliba,DEF,Arsenal,0,0,1.32,2,5.4,2023-03-04,90,Bournemouth,0,1,1,True
William Saliba,DEF,Arsenal,0,0,1.66,1,4.1,2023-02-04,90,Everton,0,1,2,False
William Saliba,DEF,Arsenal,0,0,2.37,1,1.8,2023-02-11,90,Brentford,0,1,2,True
William Saliba,DEF,Arsenal,0,0,1.71,3,1.4,2023-02-15,90,Manchester City,0,1,1,True
William Saliba,DEF,Arsenal,0,1,1.5397,0,1.4,2023-01-15,90,Tottenham,0,1,6,False
William Saliba,DEF,Arsenal,1,1,0.84,0,3.5,2023-03-12,90,Fulham,0,1,7,False
William Saliba,DEF,Arsenal,0,0,0.0,0,0.0,2023-04-01,0,Leicester City,0,0,0,True
William Saliba,DEF,Arsenal,0,0,0.0,0,0.0,2023-04-21,0,Southampton,0,0,0,True
William Saliba,DEF,Arsenal,0,0,0.0,0,0.0,2023-04-16,0,West Ham,0,0,0,False
William Saliba,DEF,Arsenal,3,1,0.0,0,8.9,2022-09-18,90,Brentford,0,0,15,False
William Saliba,DEF,Arsenal,0,0,0.0,0,0.0,2023-04-26,0,Manchester City,0,0,0,False
William Saliba,DEF,Arsenal,0,0,0.0,1,2.4,2022-08-31,90,Aston Villa,0,0,1,True
William Saliba,DEF,Arsenal,2,0,0.0,1,4.3,2022-08-27,90,Fulham,0,0,7,True
William Saliba,DEF,Arsenal,0,0,0.0,3,1.5,2022-09-04,90,Manchester United,0,0,0,False
William Saliba,DEF,Arsenal,0,0,0.0,0,0.0,2023-05-07,0,Newcastle United,0,0,0,False
William Saliba,DEF,Arsenal,0,0,0.0,1,2.6,2022-10-01,90,Tottenham,0,0,1,True
William Saliba,DEF,Arsenal,0,0,0.0,0,0.0,2023-05-28,0,Wolverhampton,0,0,0,True
William Saliba,DEF,Arsenal,0,0,0.0,0,0.0,2023-05-14,0,Brighton,0,0,0,True
William Saliba,DEF,Arsenal,0,0,0.0,0,0.0,2023-05-02,0,Chelsea,0,0,0,True
William Saliba,DEF,Arsenal,0,0,0.0,0,0.0,2023-05-20,0,Nottingham Forest,0,0,0,False
