name,position,team,xP,assists,bonus,expected_assists,expected_goals,fixture,goals_scored,ict_index,minutes,opponent_team,penalties_missed,red_cards,starts,total_points,was_home,yellow_cards
Terry Ablade,FWD,Fulham,0.0,0,0,0.0,0.0,100,0,0.0,0,West Ham,0,0,0,0,False,0
Terry Ablade,FWD,Fulham,0.5,0,0,0.0,0.0,103,0,0.0,0,Bournemouth,0,0,0,0,True,0
Terry Ablade,FWD,Fulham,0.0,0,0,0.0,0.0,116,0,0.0,0,Aston Villa,0,0,0,0,True,0
Terry Ablade,FWD,Fulham,0.0,0,0,0.0,0.0,124,0,0.0,0,Leicester City,0,0,0,0,False,0
Terry Ablade,FWD,Fulham,0.0,0,0,0.0,0.0,136,0,0.0,0,Everton,0,0,0,0,True,0
Terry Ablade,FWD,Fulham,-1.0,0,0,0.0,0.0,145,0,0.0,0,Manchester City,0,0,0,0,False,0
Terry Ablade,FWD,Fulham,0.0,0,0,0.0,0.0,153,0,0.0,0,Manchester United,0,0,0,0,True,0
Terry Ablade,FWD,Fulham,0.0,0,0,0.0,0.0,165,0,0.0,0,Crystal Palace,0,0,0,0,False,0
Terry Ablade,FWD,Fulham,0.0,0,0,0.0,0.0,173,0,0.0,0,Southampton,0,0,0,0,True,0
Terry Ablade,FWD,Fulham,-0.5,0,0,0.0,0.0,188,0,0.0,0,Leeds United,0,0,0,0,False,0
Terry Ablade,FWD,Fulham,-0.5,0,0,0.0,0.0,64,0,0.0,0,Chelsea,0,0,0,0,True,0
Terry Ablade,FWD,Fulham,0.0,0,0,0.0,0.0,197,0,0.0,0,Newcastle United,0,0,0,0,False,0
Terry Ablade,FWD,Fulham,-0.5,0,0,0.0,0.0,204,0,0.0,0,Tottenham,0,0,0,0,True,0
Terry Ablade,FWD,Fulham,-0.5,0,0,0.0,0.0,214,0,0.0,0,Chelsea,0,0,0,0,False,0
Terry Ablade,FWD,Fulham,0.0,0,0,0.0,0.0,224,0,0.0,0,Nottingham Forest,0,0,0,0,True,0
Terry Ablade,FWD,Fulham,0.0,0,0,0.0,0.0,233,0,0.0,0,Brighton,0,0,0,0,False,0
Terry Ablade,FWD,Fulham,0.0,0,0,0.0,0.0,244,0,0.0,0,Wolverhampton,0,0,0,0,True,0
Terry Ablade,FWD,Fulham,0.0,0,0,0.0,0.0,253,0,0.0,0,Brentford,0,0,0,0,False,0
Terry Ablade,FWD,Fulham,-0.5,0,0,0.0,0.0,264,0,0.0,0,Arsenal,0,0,0,0,True,0
Terry Ablade,FWD,Fulham,0.5,0,0,0.0,0.0,282,0,0.0,0,Bournemouth,0,0,0,0,False,0
Terry Ablade,FWD,Fulham,0.6,0,0,0.0,0.0,24,0,0.0,0,Brentford,0,0,0,0,True,0
Terry Ablade,FWD,Fulham,0.0,0,0,0.0,0.0,293,0,0.0,0,West Ham,0,0,0,0,True,0
Terry Ablade,FWD,Fulham,0.0,0,0,0.0,0.0,303,0,0.0,0,Everton,0,0,0,0,False,0
Terry Ablade,FWD,Fulham,0.0,0,0,0.0,0.0,316,0,0.0,0,Leicester City,0,0,0,0,True,0
Terry Ablade,FWD,Fulham,0.0,0,0,0.0,0.0,321,0,0.0,0,Aston Villa,0,0,0,0,False,0
Terry Ablade,FWD,Fulham,-1.5,0,0,0.0,0.0,336,0,0.0,0,Manchester City,0,0,0,0,True,0
Terry Ablade,FWD,Fulham,-1.5,0,0,0.0,0.0,276,0,0.0,0,Liverpool,0,0,0,0,False,0
Terry Ablade,FWD,Fulham,0.0,0,0,0.0,0.0,343,0,0.0,0,Leeds United,0,0,0,0,True,0
Terry Ablade,FWD,Fulham,0.0,0,0,0.0,0.0,360,0,0.0,0,Southampton,0,0,0,0,False,0
Terry Ablade,FWD,Fulham,0.0,0,0,0.0,0.0,363,0,0.0,0,Crystal Palace,0,0,0,0,True,0
Terry Ablade,FWD,Fulham,0.0,0,0,0.0,0.0,379,0,0.0,0,Manchester United,0,0,0,0,False,0
Terry Ablade,FWD,Fulham,-1.0,0,0,0.0,0.0,31,0,0.0,0,Arsenal,0,0,0,0,False,0
Terry Ablade,FWD,Fulham,-0.5,0,0,0.0,0.0,44,0,0.0,0,Brighton,0,0,0,0,True,0
Terry Ablade,FWD,Fulham,-1.0,0,0,0.0,0.0,59,0,0.0,0,Tottenham,0,0,0,0,False,0
Terry Ablade,FWD,Fulham,0.5,0,0,0.0,0.0,78,0,0.0,0,Nottingham Forest,0,0,0,0,False,0
Terry Ablade,FWD,Fulham,0.0,0,0,0.0,0.0,84,0,0.0,0,Newcastle United,0,0,0,0,True,0
